,accommodation_type,come_from,total,year,month
3195,Apartments,Spain,5944,2016,May
3196,Apartments,Spain,5130,2016,Apr
3197,Apartments,Spain,7614,2016,Mar
3198,Apartments,Spain,5569,2016,Feb
3199,Apartments,Spain,4297,2016,Jan
3200,Apartments,Spain,3642,2015,Dec
3201,Apartments,Spain,2993,2015,Nov
3202,Apartments,Spain,4301,2015,Oct
3203,Apartments,Spain,6982,2015,Sep
3204,Apartments,Spain,15569,2015,Aug
3205,Apartments,Spain,12751,2015,Jul
3206,Apartments,Spain,5357,2015,Jun
3207,Apartments,Spain,4487,2015,May
3208,Apartments,Spain,4805,2015,Apr
3209,Apartments,Spain,3708,2015,Mar
3210,Apartments,Spain,3492,2015,Feb
3211,Apartments,Spain,2256,2015,Jan
3212,Apartments,Spain,2919,2014,Dec
3213,Apartments,Spain,2303,2014,Nov
3214,Apartments,Spain,2786,2014,Oct
3215,Apartments,Spain,5778,2014,Sep
3216,Apartments,Spain,12877,2014,Aug
3217,Apartments,Spain,9252,2014,Jul
3218,Apartments,Spain,3907,2014,Jun
3219,Apartments,Spain,3702,2014,May
3220,Apartments,Spain,4083,2014,Apr
3221,Apartments,Spain,2701,2014,Mar
3222,Apartments,Spain,2313,2014,Feb
3223,Apartments,Spain,1886,2014,Jan
3224,Apartments,Spain,2974,2013,Dec
3225,Apartments,Spain,2528,2013,Nov
3226,Apartments,Spain,3322,2013,Oct
3227,Apartments,Spain,5518,2013,Sep
3228,Apartments,Spain,12332,2013,Aug
3229,Apartments,Spain,8171,2013,Jul
3230,Apartments,Spain,5204,2013,Jun
3231,Apartments,Spain,3570,2013,May
3232,Apartments,Spain,3080,2013,Apr
3233,Apartments,Spain,2835,2013,Mar
3234,Apartments,Spain,2265,2013,Feb
3235,Apartments,Spain,1715,2013,Jan
3236,Apartments,Spain,2405,2012,Dec
3237,Apartments,Spain,2514,2012,Nov
3238,Apartments,Spain,2873,2012,Oct
3239,Apartments,Spain,6406,2012,Sep
3240,Apartments,Spain,11459,2012,Aug
3241,Apartments,Spain,8066,2012,Jul
3242,Apartments,Spain,4431,2012,Jun
3243,Apartments,Spain,3117,2012,May
3244,Apartments,Spain,4570,2012,Apr
3245,Apartments,Spain,2949,2012,Mar
3246,Apartments,Spain,1441,2012,Feb
3247,Apartments,Spain,1329,2012,Jan
3248,Apartments,Spain,1838,2011,Dec
3249,Apartments,Spain,1580,2011,Nov
3250,Apartments,Spain,2658,2011,Oct
3251,Apartments,Spain,4928,2011,Sep
3252,Apartments,Spain,10223,2011,Aug
3253,Apartments,Spain,8294,2011,Jul
3254,Apartments,Spain,4204,2011,Jun
3255,Apartments,Spain,2897,2011,May
3256,Apartments,Spain,3886,2011,Apr
3257,Apartments,Spain,1703,2011,Mar
3258,Apartments,Spain,1484,2011,Feb
3259,Apartments,Spain,1454,2011,Jan
3260,Apartments,Spain,2169,2010,Dec
3261,Apartments,Spain,1378,2010,Nov
3262,Apartments,Spain,3073,2010,Oct
3263,Apartments,Spain,5138,2010,Sep
3264,Apartments,Spain,8933,2010,Aug
3265,Apartments,Spain,6928,2010,Jul
3266,Apartments,Spain,3702,2010,Jun
3267,Apartments,Spain,2983,2010,May
3268,Apartments,Spain,2948,2010,Apr
3269,Apartments,Spain,2022,2010,Mar
3270,Apartments,Spain,1336,2010,Feb
3271,Apartments,Spain,1342,2010,Jan
3272,Apartments,Spain,2520,2009,Dec
3273,Apartments,Spain,1114,2009,Nov
3274,Apartments,Spain,3236,2009,Oct
3275,Apartments,Spain,4166,2009,Sep
3276,Apartments,Spain,8653,2009,Aug
3277,Apartments,Spain,6436,2009,Jul
3278,Apartments,Spain,3126,2009,Jun
3279,Apartments,Spain,2580,2009,May
3280,Apartments,Spain,3560,2009,Apr
3281,Apartments,Spain,1803,2009,Mar
3282,Apartments,Spain,1418,2009,Feb
3283,Apartments,Spain,1462,2009,Jan
3284,Apartments,Spain,2100,2008,Dec
3285,Apartments,Spain,1338,2008,Nov
3286,Apartments,Spain,1887,2008,Oct
3287,Apartments,Spain,3362,2008,Sep
3288,Apartments,Spain,7910,2008,Aug
3289,Apartments,Spain,6121,2008,Jul
3290,Apartments,Spain,2758,2008,Jun
3291,Apartments,Spain,2431,2008,May
3292,Apartments,Spain,1796,2008,Apr
3293,Apartments,Spain,3030,2008,Mar
3294,Apartments,Spain,1863,2008,Feb
3295,Apartments,Spain,1866,2008,Jan
3296,Apartments,Spain,1849,2007,Dec
3297,Apartments,Spain,1238,2007,Nov
3298,Apartments,Spain,1972,2007,Oct
3299,Apartments,Spain,3342,2007,Sep
3300,Apartments,Spain,7515,2007,Aug
3301,Apartments,Spain,6216,2007,Jul
3302,Apartments,Spain,2852,2007,Jun
3303,Apartments,Spain,1974,2007,May
3304,Apartments,Spain,2978,2007,Apr
3305,Apartments,Spain,1494,2007,Mar
3306,Apartments,Spain,1292,2007,Feb
3307,Apartments,Spain,1585,2007,Jan
3308,Apartments,Spain,1632,2006,Dec
3309,Apartments,Spain,1064,2006,Nov
3310,Apartments,Spain,2518,2006,Oct
3311,Apartments,Spain,2884,2006,Sep
3312,Apartments,Spain,7186,2006,Aug
3313,Apartments,Spain,7003,2006,Jul
3314,Apartments,Spain,2524,2006,Jun
3315,Apartments,Spain,1516,2006,May
3316,Apartments,Spain,2584,2006,Apr
3317,Apartments,Spain,1173,2006,Mar
3318,Apartments,Spain,1384,2006,Feb
3319,Apartments,Spain,1524,2006,Jan
3320,Apartments,Spain,1401,2005,Dec
3321,Apartments,Spain,1258,2005,Nov
3322,Apartments,Spain,1418,2005,Oct
3323,Apartments,Spain,2594,2005,Sep
3324,Apartments,Spain,6070,2005,Aug
3325,Apartments,Spain,5418,2005,Jul
3326,Apartments,Spain,2236,2005,Jun
3327,Apartments,Spain,1420,2005,May
3328,Apartments,Spain,914,2005,Apr
3329,Apartments,Spain,1704,2005,Mar
3330,Apartments,Spain,1084,2005,Feb
3331,Apartments,Spain,815,2005,Jan
3332,Apartments,Spain,1527,2004,Dec
3333,Apartments,Spain,721,2004,Nov
3334,Apartments,Spain,1985,2004,Oct
3335,Apartments,Spain,2016,2004,Sep
3336,Apartments,Spain,4388,2004,Aug
3337,Apartments,Spain,3840,2004,Jul
3338,Apartments,Spain,2370,2004,Jun
3339,Apartments,Spain,1237,2004,May
3340,Apartments,Spain,1518,2004,Apr
3341,Apartments,Spain,734,2004,Mar
3342,Apartments,Spain,742,2004,Feb
3343,Apartments,Spain,647,2004,Jan
3344,Apartments,Spain,1118,2003,Dec
3345,Apartments,Spain,688,2003,Nov
3346,Apartments,Spain,676,2003,Oct
3347,Apartments,Spain,1662,2003,Sep
3348,Apartments,Spain,5158,2003,Aug
3349,Apartments,Spain,3064,2003,Jul
3350,Apartments,Spain,1948,2003,Jun
3351,Apartments,Spain,1309,2003,May
3352,Apartments,Spain,2358,2003,Apr
3353,Apartments,Spain,926,2003,Mar
3354,Apartments,Spain,1039,2003,Feb
3355,Apartments,Spain,1320,2003,Jan
3356,Apartments,Spain,1009,2002,Dec
3357,Apartments,Spain,690,2002,Nov
3358,Apartments,Spain,869,2002,Oct
3359,Apartments,Spain,1916,2002,Sep
3360,Apartments,Spain,5487,2002,Aug
3361,Apartments,Spain,2961,2002,Jul
3362,Apartments,Spain,1690,2002,Jun
3363,Apartments,Spain,1704,2002,May
3364,Apartments,Spain,1588,2002,Apr
3365,Apartments,Spain,2036,2002,Mar
3366,Apartments,Spain,1011,2002,Feb
3367,Apartments,Spain,1032,2002,Jan
3368,Apartments,Spain,816,2001,Dec
3369,Apartments,Spain,526,2001,Nov
3370,Apartments,Spain,655,2001,Oct
3371,Apartments,Spain,2576,2001,Sep
3372,Apartments,Spain,4183,2001,Aug
3373,Apartments,Spain,3110,2001,Jul
3374,Apartments,Spain,1389,2001,Jun
3375,Apartments,Spain,1711,2001,May
3376,Apartments,Spain,2064,2001,Apr
3377,Apartments,Spain,1389,2001,Mar
3378,Apartments,Spain,1086,2001,Feb
3379,Apartments,Spain,1240,2001,Jan
3640,Apartments,Foreign,5069,2022,Aug
3641,Apartments,Foreign,5038,2022,Jul
3642,Apartments,Foreign,4254,2022,Jun
3643,Apartments,Foreign,3792,2022,May
3644,Apartments,Foreign,2172,2022,Apr
3645,Apartments,Foreign,512,2022,Mar
3646,Apartments,Foreign,859,2022,Feb
3647,Apartments,Foreign,373,2022,Jan
3648,Apartments,Foreign,382,2021,Dec
3649,Apartments,Foreign,570,2021,Nov
3650,Apartments,Foreign,1600,2021,Oct
3651,Apartments,Foreign,2104,2021,Sep
3652,Apartments,Foreign,2008,2021,Aug
3653,Apartments,Foreign,1750,2021,Jul
3654,Apartments,Foreign,913,2021,Jun
3655,Apartments,Foreign,291,2021,May
3656,Apartments,Foreign,223,2021,Apr
3657,Apartments,Foreign,170,2021,Mar
3658,Apartments,Foreign,66,2021,Feb
3659,Apartments,Foreign,135,2021,Jan
3660,Apartments,Foreign,119,2020,Dec
3661,Apartments,Foreign,286,2020,Nov
3662,Apartments,Foreign,283,2020,Oct
3663,Apartments,Foreign,1007,2020,Sep
3664,Apartments,Foreign,1140,2020,Aug
3665,Apartments,Foreign,1447,2020,Jul
3666,Apartments,Foreign,726,2020,Jun
3667,Apartments,Foreign,.,2020,May
3668,Apartments,Foreign,0,2020,Apr
3669,Apartments,Foreign,322,2020,Mar
3670,Apartments,Foreign,1069,2020,Feb
3671,Apartments,Foreign,562,2020,Jan
3672,Apartments,Foreign,655,2019,Dec
3673,Apartments,Foreign,657,2019,Nov
3674,Apartments,Foreign,2803,2019,Oct
3675,Apartments,Foreign,6021,2019,Sep
3676,Apartments,Foreign,4391,2019,Aug
3677,Apartments,Foreign,3262,2019,Jul
3678,Apartments,Foreign,3611,2019,Jun
3679,Apartments,Foreign,2216,2019,May
3680,Apartments,Foreign,1606,2019,Apr
3681,Apartments,Foreign,554,2019,Mar
3682,Apartments,Foreign,436,2019,Feb
3683,Apartments,Foreign,567,2019,Jan
3684,Apartments,Foreign,575,2018,Dec
3685,Apartments,Foreign,810,2018,Nov
3686,Apartments,Foreign,2392,2018,Oct
3687,Apartments,Foreign,4652,2018,Sep
3688,Apartments,Foreign,4325,2018,Aug
3689,Apartments,Foreign,3513,2018,Jul
3690,Apartments,Foreign,2800,2018,Jun
3691,Apartments,Foreign,4397,2018,May
3692,Apartments,Foreign,2096,2018,Apr
3693,Apartments,Foreign,803,2018,Mar
3694,Apartments,Foreign,512,2018,Feb
3695,Apartments,Foreign,466,2018,Jan
3696,Apartments,Foreign,743,2017,Dec
3697,Apartments,Foreign,814,2017,Nov
3698,Apartments,Foreign,3319,2017,Oct
3699,Apartments,Foreign,5881,2017,Sep
3700,Apartments,Foreign,4973,2017,Aug
3701,Apartments,Foreign,4589,2017,Jul
3702,Apartments,Foreign,5675,2017,Jun
3703,Apartments,Foreign,4116,2017,May
3704,Apartments,Foreign,2499,2017,Apr
3705,Apartments,Foreign,706,2017,Mar
3706,Apartments,Foreign,836,2017,Feb
3707,Apartments,Foreign,533,2017,Jan
3708,Apartments,Foreign,734,2016,Dec
3709,Apartments,Foreign,438,2016,Nov
3710,Apartments,Foreign,2339,2016,Oct
3711,Apartments,Foreign,3774,2016,Sep
3712,Apartments,Foreign,3574,2016,Aug
3713,Apartments,Foreign,3390,2016,Jul
3714,Apartments,Foreign,3894,2016,Jun
3715,Apartments,Foreign,3200,2016,May
3716,Apartments,Foreign,1498,2016,Apr
3717,Apartments,Foreign,746,2016,Mar
3718,Apartments,Foreign,472,2016,Feb
3719,Apartments,Foreign,401,2016,Jan
3720,Apartments,Foreign,421,2015,Dec
3721,Apartments,Foreign,260,2015,Nov
3722,Apartments,Foreign,1332,2015,Oct
3723,Apartments,Foreign,2493,2015,Sep
3724,Apartments,Foreign,2636,2015,Aug
3725,Apartments,Foreign,1931,2015,Jul
3726,Apartments,Foreign,2164,2015,Jun
3727,Apartments,Foreign,2090,2015,May
3728,Apartments,Foreign,839,2015,Apr
3729,Apartments,Foreign,417,2015,Mar
3730,Apartments,Foreign,300,2015,Feb
3731,Apartments,Foreign,198,2015,Jan
3732,Apartments,Foreign,177,2014,Dec
3733,Apartments,Foreign,95,2014,Nov
3734,Apartments,Foreign,535,2014,Oct
3735,Apartments,Foreign,1393,2014,Sep
3736,Apartments,Foreign,1741,2014,Aug
3737,Apartments,Foreign,1404,2014,Jul
3738,Apartments,Foreign,1242,2014,Jun
3739,Apartments,Foreign,1150,2014,May
3740,Apartments,Foreign,897,2014,Apr
3741,Apartments,Foreign,313,2014,Mar
3742,Apartments,Foreign,282,2014,Feb
3743,Apartments,Foreign,221,2014,Jan
3744,Apartments,Foreign,282,2013,Dec
3745,Apartments,Foreign,239,2013,Nov
3746,Apartments,Foreign,631,2013,Oct
3747,Apartments,Foreign,1442,2013,Sep
3748,Apartments,Foreign,1578,2013,Aug
3749,Apartments,Foreign,1653,2013,Jul
3750,Apartments,Foreign,1206,2013,Jun
3751,Apartments,Foreign,1089,2013,May
3752,Apartments,Foreign,513,2013,Apr
3753,Apartments,Foreign,563,2013,Mar
3754,Apartments,Foreign,470,2013,Feb
3755,Apartments,Foreign,255,2013,Jan
3756,Apartments,Foreign,404,2012,Dec
3757,Apartments,Foreign,250,2012,Nov
3758,Apartments,Foreign,753,2012,Oct
3759,Apartments,Foreign,1420,2012,Sep
3760,Apartments,Foreign,1939,2012,Aug
3761,Apartments,Foreign,1437,2012,Jul
3762,Apartments,Foreign,1086,2012,Jun
3763,Apartments,Foreign,833,2012,May
3764,Apartments,Foreign,512,2012,Apr
3765,Apartments,Foreign,276,2012,Mar
3766,Apartments,Foreign,199,2012,Feb
3767,Apartments,Foreign,109,2012,Jan
3768,Apartments,Foreign,132,2011,Dec
3769,Apartments,Foreign,118,2011,Nov
3770,Apartments,Foreign,563,2011,Oct
3771,Apartments,Foreign,716,2011,Sep
3772,Apartments,Foreign,1243,2011,Aug
3773,Apartments,Foreign,1000,2011,Jul
3774,Apartments,Foreign,1168,2011,Jun
3775,Apartments,Foreign,405,2011,May
3776,Apartments,Foreign,310,2011,Apr
3777,Apartments,Foreign,173,2011,Mar
3778,Apartments,Foreign,166,2011,Feb
3779,Apartments,Foreign,218,2011,Jan
3780,Apartments,Foreign,295,2010,Dec
3781,Apartments,Foreign,204,2010,Nov
3782,Apartments,Foreign,509,2010,Oct
3783,Apartments,Foreign,806,2010,Sep
3784,Apartments,Foreign,1089,2010,Aug
3785,Apartments,Foreign,833,2010,Jul
3786,Apartments,Foreign,734,2010,Jun
3787,Apartments,Foreign,623,2010,May
3788,Apartments,Foreign,296,2010,Apr
3789,Apartments,Foreign,273,2010,Mar
3790,Apartments,Foreign,610,2010,Feb
3791,Apartments,Foreign,89,2010,Jan
3792,Apartments,Foreign,280,2009,Dec
3793,Apartments,Foreign,78,2009,Nov
3794,Apartments,Foreign,436,2009,Oct
3795,Apartments,Foreign,638,2009,Sep
3796,Apartments,Foreign,977,2009,Aug
3797,Apartments,Foreign,649,2009,Jul
3798,Apartments,Foreign,844,2009,Jun
3799,Apartments,Foreign,490,2009,May
3800,Apartments,Foreign,336,2009,Apr
3801,Apartments,Foreign,229,2009,Mar
3802,Apartments,Foreign,504,2009,Feb
3803,Apartments,Foreign,317,2009,Jan
3804,Apartments,Foreign,384,2008,Dec
3805,Apartments,Foreign,212,2008,Nov
3806,Apartments,Foreign,350,2008,Oct
3807,Apartments,Foreign,714,2008,Sep
3808,Apartments,Foreign,1217,2008,Aug
3809,Apartments,Foreign,732,2008,Jul
3810,Apartments,Foreign,664,2008,Jun
3811,Apartments,Foreign,606,2008,May
3812,Apartments,Foreign,450,2008,Apr
3813,Apartments,Foreign,524,2008,Mar
3814,Apartments,Foreign,537,2008,Feb
3815,Apartments,Foreign,583,2008,Jan
3816,Apartments,Foreign,374,2007,Dec
3817,Apartments,Foreign,184,2007,Nov
3818,Apartments,Foreign,323,2007,Oct
3819,Apartments,Foreign,666,2007,Sep
3820,Apartments,Foreign,953,2007,Aug
3821,Apartments,Foreign,765,2007,Jul
3822,Apartments,Foreign,570,2007,Jun
3823,Apartments,Foreign,427,2007,May
3824,Apartments,Foreign,434,2007,Apr
3825,Apartments,Foreign,308,2007,Mar
3826,Apartments,Foreign,356,2007,Feb
3827,Apartments,Foreign,358,2007,Jan
3828,Apartments,Foreign,432,2006,Dec
3829,Apartments,Foreign,96,2006,Nov
3830,Apartments,Foreign,223,2006,Oct
3831,Apartments,Foreign,524,2006,Sep
3832,Apartments,Foreign,821,2006,Aug
3833,Apartments,Foreign,828,2006,Jul
3834,Apartments,Foreign,434,2006,Jun
3835,Apartments,Foreign,388,2006,May
3836,Apartments,Foreign,300,2006,Apr
3837,Apartments,Foreign,149,2006,Mar
3838,Apartments,Foreign,354,2006,Feb
3839,Apartments,Foreign,441,2006,Jan
3840,Apartments,Foreign,428,2005,Dec
3841,Apartments,Foreign,84,2005,Nov
3842,Apartments,Foreign,193,2005,Oct
3843,Apartments,Foreign,224,2005,Sep
3844,Apartments,Foreign,609,2005,Aug
3845,Apartments,Foreign,708,2005,Jul
3846,Apartments,Foreign,498,2005,Jun
3847,Apartments,Foreign,447,2005,May
3848,Apartments,Foreign,306,2005,Apr
3849,Apartments,Foreign,376,2005,Mar
3850,Apartments,Foreign,332,2005,Feb
3851,Apartments,Foreign,378,2005,Jan
3852,Apartments,Foreign,378,2004,Dec
3853,Apartments,Foreign,106,2004,Nov
3854,Apartments,Foreign,127,2004,Oct
3855,Apartments,Foreign,192,2004,Sep
3856,Apartments,Foreign,332,2004,Aug
3857,Apartments,Foreign,355,2004,Jul
3858,Apartments,Foreign,284,2004,Jun
3859,Apartments,Foreign,183,2004,May
3860,Apartments,Foreign,208,2004,Apr
3861,Apartments,Foreign,108,2004,Mar
3862,Apartments,Foreign,259,2004,Feb
3863,Apartments,Foreign,197,2004,Jan
3864,Apartments,Foreign,381,2003,Dec
3865,Apartments,Foreign,36,2003,Nov
3866,Apartments,Foreign,57,2003,Oct
3867,Apartments,Foreign,185,2003,Sep
3868,Apartments,Foreign,189,2003,Aug
3869,Apartments,Foreign,200,2003,Jul
3870,Apartments,Foreign,130,2003,Jun
3871,Apartments,Foreign,130,2003,May
3872,Apartments,Foreign,96,2003,Apr
3873,Apartments,Foreign,224,2003,Mar
3874,Apartments,Foreign,466,2003,Feb
3875,Apartments,Foreign,485,2003,Jan
3876,Apartments,Foreign,383,2002,Dec
3877,Apartments,Foreign,10,2002,Nov
3878,Apartments,Foreign,55,2002,Oct
3879,Apartments,Foreign,208,2002,Sep
3880,Apartments,Foreign,694,2002,Aug
3881,Apartments,Foreign,398,2002,Jul
3882,Apartments,Foreign,246,2002,Jun
3883,Apartments,Foreign,120,2002,May
3884,Apartments,Foreign,266,2002,Apr
3885,Apartments,Foreign,376,2002,Mar
3886,Apartments,Foreign,247,2002,Feb
3887,Apartments,Foreign,349,2002,Jan
3888,Apartments,Foreign,264,2001,Dec
3889,Apartments,Foreign,4,2001,Nov
3890,Apartments,Foreign,200,2001,Oct
3891,Apartments,Foreign,146,2001,Sep
3892,Apartments,Foreign,250,2001,Aug
3893,Apartments,Foreign,368,2001,Jul
3894,Apartments,Foreign,165,2001,Jun
3895,Apartments,Foreign,72,2001,May
3896,Apartments,Foreign,240,2001,Apr
3897,Apartments,Foreign,327,2001,Mar
3898,Apartments,Foreign,480,2001,Feb
3899,Apartments,Foreign,537,2001,Jan
0,Albergue,Spain,133836,2022,Aug
1,Albergue,Spain,141341,2022,Jul
2,Albergue,Spain,76022,2022,Jun
3,Albergue,Spain,40805,2022,May
4,Albergue,Spain,47163,2022,Apr
5,Albergue,Spain,5508,2022,Mar
6,Albergue,Spain,1728,2022,Feb
7,Albergue,Spain,1425,2022,Jan
8,Albergue,Spain,1879,2021,Dec
9,Albergue,Spain,4463,2021,Nov
10,Albergue,Spain,37938,2021,Oct
11,Albergue,Spain,57075,2021,Sep
12,Albergue,Spain,98206,2021,Aug
13,Albergue,Spain,84906,2021,Jul
14,Albergue,Spain,27007,2021,Jun
15,Albergue,Spain,3277,2021,May
16,Albergue,Spain,1244,2021,Apr
17,Albergue,Spain,504,2021,Mar
18,Albergue,Spain,.,2021,Feb
19,Albergue,Spain,.,2021,Jan
20,Albergue,Spain,.,2020,Dec
21,Albergue,Spain,.,2020,Nov
22,Albergue,Spain,.,2020,Oct
23,Albergue,Spain,587,2020,Sep
24,Albergue,Spain,1130,2020,Aug
25,Albergue,Spain,561,2020,Jul
26,Albergue,Spain,.,2020,Jun
27,Albergue,Spain,.,2020,May
28,Albergue,Spain,.,2020,Apr
29,Albergue,Spain,.,2020,Mar
30,Albergue,Spain,.,2020,Feb
31,Albergue,Spain,.,2020,Jan
32,Albergue,Spain,401,2019,Dec
33,Albergue,Spain,387,2019,Nov
34,Albergue,Spain,938,2019,Oct
35,Albergue,Spain,784,2019,Sep
36,Albergue,Spain,1302,2019,Aug
37,Albergue,Spain,2378,2019,Jul
38,Albergue,Spain,1185,2019,Jun
39,Albergue,Spain,.,2019,May
40,Albergue,Spain,445,2019,Apr
41,Albergue,Spain,.,2019,Mar
42,Albergue,Spain,.,2019,Feb
43,Albergue,Spain,.,2019,Jan
44,Albergue,Spain,.,2018,Dec
45,Albergue,Spain,.,2018,Nov
46,Albergue,Spain,399,2018,Oct
47,Albergue,Spain,425,2018,Sep
48,Albergue,Spain,1454,2018,Aug
49,Albergue,Spain,985,2018,Jul
50,Albergue,Spain,1221,2018,Jun
51,Albergue,Spain,478,2018,May
52,Albergue,Spain,334,2018,Apr
53,Albergue,Spain,339,2018,Mar
54,Albergue,Spain,.,2018,Feb
55,Albergue,Spain,.,2018,Jan
56,Albergue,Spain,147,2017,Dec
57,Albergue,Spain,.,2017,Nov
58,Albergue,Spain,250,2017,Oct
59,Albergue,Spain,346,2017,Sep
60,Albergue,Spain,1781,2017,Aug
61,Albergue,Spain,1489,2017,Jul
62,Albergue,Spain,1119,2017,Jun
63,Albergue,Spain,206,2017,May
64,Albergue,Spain,.,2017,Apr
65,Albergue,Spain,.,2017,Mar
66,Albergue,Spain,.,2017,Feb
67,Albergue,Spain,.,2017,Jan
68,Albergue,Spain,263,2016,Dec
69,Albergue,Spain,131,2016,Nov
70,Albergue,Spain,310,2016,Oct
71,Albergue,Spain,441,2016,Sep
72,Albergue,Spain,1562,2016,Aug
73,Albergue,Spain,1209,2016,Jul
74,Albergue,Spain,691,2016,Jun
75,Albergue,Spain,424,2016,May
76,Albergue,Spain,162,2016,Apr
77,Albergue,Spain,236,2016,Mar
78,Albergue,Spain,137,2016,Feb
79,Albergue,Spain,214,2016,Jan
80,Albergue,Spain,108,2015,Dec
81,Albergue,Spain,393,2015,Nov
82,Albergue,Spain,393,2015,Oct
83,Albergue,Spain,273,2015,Sep
84,Albergue,Spain,1197,2015,Aug
85,Albergue,Spain,945,2015,Jul
86,Albergue,Spain,779,2015,Jun
87,Albergue,Spain,346,2015,May
88,Albergue,Spain,317,2015,Apr
89,Albergue,Spain,101,2015,Mar
90,Albergue,Spain,78,2015,Feb
91,Albergue,Spain,139,2015,Jan
92,Albergue,Spain,153,2014,Dec
93,Albergue,Spain,192,2014,Nov
94,Albergue,Spain,322,2014,Oct
95,Albergue,Spain,469,2014,Sep
96,Albergue,Spain,3724,2014,Aug
97,Albergue,Spain,1762,2014,Jul
98,Albergue,Spain,1062,2014,Jun
99,Albergue,Spain,573,2014,May
100,Albergue,Spain,166,2014,Apr
101,Albergue,Spain,189,2014,Mar
102,Albergue,Spain,43,2014,Feb
103,Albergue,Spain,27,2014,Jan
208,Albergue,Foreign,89629,2022,Aug
209,Albergue,Foreign,76631,2022,Jul
210,Albergue,Foreign,95008,2022,Jun
211,Albergue,Foreign,74115,2022,May
212,Albergue,Foreign,36100,2022,Apr
213,Albergue,Foreign,7150,2022,Mar
214,Albergue,Foreign,2732,2022,Feb
215,Albergue,Foreign,1422,2022,Jan
216,Albergue,Foreign,1649,2021,Dec
217,Albergue,Foreign,3749,2021,Nov
218,Albergue,Foreign,34187,2021,Oct
219,Albergue,Foreign,40486,2021,Sep
220,Albergue,Foreign,36254,2021,Aug
221,Albergue,Foreign,32006,2021,Jul
222,Albergue,Foreign,13001,2021,Jun
223,Albergue,Foreign,1496,2021,May
224,Albergue,Foreign,325,2021,Apr
225,Albergue,Foreign,50,2021,Mar
226,Albergue,Foreign,.,2021,Feb
227,Albergue,Foreign,.,2021,Jan
228,Albergue,Foreign,.,2020,Dec
229,Albergue,Foreign,.,2020,Nov
230,Albergue,Foreign,.,2020,Oct
231,Albergue,Foreign,236,2020,Sep
232,Albergue,Foreign,276,2020,Aug
233,Albergue,Foreign,27,2020,Jul
234,Albergue,Foreign,.,2020,Jun
235,Albergue,Foreign,.,2020,May
236,Albergue,Foreign,.,2020,Apr
237,Albergue,Foreign,.,2020,Mar
238,Albergue,Foreign,.,2020,Feb
239,Albergue,Foreign,.,2020,Jan
240,Albergue,Foreign,93,2019,Dec
241,Albergue,Foreign,227,2019,Nov
242,Albergue,Foreign,719,2019,Oct
243,Albergue,Foreign,1008,2019,Sep
244,Albergue,Foreign,1899,2019,Aug
245,Albergue,Foreign,1323,2019,Jul
246,Albergue,Foreign,1211,2019,Jun
247,Albergue,Foreign,.,2019,May
248,Albergue,Foreign,34,2019,Apr
249,Albergue,Foreign,.,2019,Mar
250,Albergue,Foreign,.,2019,Feb
251,Albergue,Foreign,.,2019,Jan
252,Albergue,Foreign,.,2018,Dec
253,Albergue,Foreign,.,2018,Nov
254,Albergue,Foreign,46,2018,Oct
255,Albergue,Foreign,60,2018,Sep
256,Albergue,Foreign,98,2018,Aug
257,Albergue,Foreign,218,2018,Jul
258,Albergue,Foreign,54,2018,Jun
259,Albergue,Foreign,126,2018,May
260,Albergue,Foreign,87,2018,Apr
261,Albergue,Foreign,77,2018,Mar
262,Albergue,Foreign,.,2018,Feb
263,Albergue,Foreign,.,2018,Jan
264,Albergue,Foreign,49,2017,Dec
265,Albergue,Foreign,.,2017,Nov
266,Albergue,Foreign,46,2017,Oct
267,Albergue,Foreign,126,2017,Sep
268,Albergue,Foreign,253,2017,Aug
269,Albergue,Foreign,412,2017,Jul
270,Albergue,Foreign,73,2017,Jun
271,Albergue,Foreign,94,2017,May
272,Albergue,Foreign,.,2017,Apr
273,Albergue,Foreign,.,2017,Mar
274,Albergue,Foreign,.,2017,Feb
275,Albergue,Foreign,.,2017,Jan
276,Albergue,Foreign,28,2016,Dec
277,Albergue,Foreign,14,2016,Nov
278,Albergue,Foreign,68,2016,Oct
279,Albergue,Foreign,130,2016,Sep
280,Albergue,Foreign,261,2016,Aug
281,Albergue,Foreign,237,2016,Jul
282,Albergue,Foreign,66,2016,Jun
283,Albergue,Foreign,54,2016,May
284,Albergue,Foreign,85,2016,Apr
285,Albergue,Foreign,14,2016,Mar
286,Albergue,Foreign,18,2016,Feb
287,Albergue,Foreign,5,2016,Jan
288,Albergue,Foreign,15,2015,Dec
289,Albergue,Foreign,12,2015,Nov
290,Albergue,Foreign,51,2015,Oct
291,Albergue,Foreign,90,2015,Sep
292,Albergue,Foreign,122,2015,Aug
293,Albergue,Foreign,376,2015,Jul
294,Albergue,Foreign,23,2015,Jun
295,Albergue,Foreign,48,2015,May
296,Albergue,Foreign,3,2015,Apr
297,Albergue,Foreign,1,2015,Mar
298,Albergue,Foreign,2,2015,Feb
299,Albergue,Foreign,5,2015,Jan
300,Albergue,Foreign,1,2014,Dec
301,Albergue,Foreign,2,2014,Nov
302,Albergue,Foreign,52,2014,Oct
303,Albergue,Foreign,125,2014,Sep
304,Albergue,Foreign,617,2014,Aug
305,Albergue,Foreign,805,2014,Jul
306,Albergue,Foreign,252,2014,Jun
307,Albergue,Foreign,125,2014,May
