,accommodation_type,spain_travelers,spain_nights,spain_avg_stay,galicia_travelers,galicia_nights,galicia_avg_stay,come_from,year,month
1135,Hotels,2829046,5892089,..,149259,312260,..,Spain,2008,Dec
1136,Hotels,2331000,4971705,..,131600,261751,..,Spain,2009,Jan
1137,Hotels,2892445,6073570,..,147568,297417,..,Spain,2009,Feb
1138,Hotels,3292594,7385214,..,174744,368327,..,Spain,2009,Mar
1139,Hotels,3878166,9403135,..,214435,468836,..,Spain,2009,Apr
1140,Hotels,3939334,8823463,..,221102,481151,..,Spain,2009,May
1141,Hotels,4188954,9964518,..,239428,543608,..,Spain,2009,Jun
1142,Hotels,4888672,13703961,..,327882,806779,..,Spain,2009,Jul
1143,Hotels,5563505,17254353,..,436526,1117813,..,Spain,2009,Aug
1144,Hotels,4277206,10853013,..,282148,643505,..,Spain,2009,Sep
1145,Hotels,3959267,8746561,..,254540,563570,..,Spain,2009,Oct
1146,Hotels,2990558,6507151,..,171658,364689,..,Spain,2009,Nov
1147,Hotels,2936381,6070229,..,155555,313126,..,Spain,2009,Dec
1148,Hotels,2351307,5094546,..,125731,245674,..,Spain,2010,Jan
1149,Hotels,2943090,6272461,..,147111,287530,..,Spain,2010,Feb
1150,Hotels,3543609,8051189,..,201437,409948,..,Spain,2010,Mar
1151,Hotels,3877568,9575308,..,248503,531445,..,Spain,2010,Apr
1152,Hotels,4042148,9281281,..,262904,558830,..,Spain,2010,May
1153,Hotels,4386962,10553831,..,292478,639584,..,Spain,2010,Jun
1154,Hotels,5002604,13912126,..,364717,858602,..,Spain,2010,Jul
1155,Hotels,5599468,17441176,..,451126,1153831,..,Spain,2010,Aug
1156,Hotels,4307901,10944412,..,326117,755947,..,Spain,2010,Sep
1157,Hotels,4186876,9311677,..,291408,640473,..,Spain,2010,Oct
1158,Hotels,2990886,6480677,..,186311,392694,..,Spain,2010,Nov
1159,Hotels,3000911,6317606,..,166347,333406,..,Spain,2010,Dec
1160,Hotels,2358110,5089103,..,116959,221052,..,Spain,2011,Jan
1161,Hotels,2994483,6357361,..,132340,257635,..,Spain,2011,Feb
1162,Hotels,3380332,7754018,..,160293,329759,..,Spain,2011,Mar
1163,Hotels,4088344,9878278,..,215276,477139,..,Spain,2011,Apr
1164,Hotels,3746751,8359843,..,201701,444578,..,Spain,2011,May
1165,Hotels,4430197,10605101,..,243176,527578,..,Spain,2011,Jun
1166,Hotels,5093546,14101982,..,343931,828596,..,Spain,2011,Jul
1167,Hotels,5615032,17294136,..,417788,1030532,..,Spain,2011,Aug
1168,Hotels,4424189,11198508,..,275096,623876,..,Spain,2011,Sep
1169,Hotels,3909150,8516886,..,232510,517250,..,Spain,2011,Oct
1170,Hotels,2891744,6287934,..,151606,326234,..,Spain,2011,Nov
1171,Hotels,2893004,6081180,..,140786,284170,..,Spain,2011,Dec
1172,Hotels,2390674,5075907,..,113860,212237,..,Spain,2012,Jan
1173,Hotels,2898921,6183754,..,138387,249599,..,Spain,2012,Feb
1174,Hotels,3344772,7541920,..,156904,314351,..,Spain,2012,Mar
1175,Hotels,3877984,9338052,..,206239,418134,..,Spain,2012,Apr
1176,Hotels,3610640,7846939,..,182177,385255,..,Spain,2012,May
1177,Hotels,4164269,9674462,..,226777,466852,..,Spain,2012,Jun
1178,Hotels,4578014,12610694,..,293436,700690,..,Spain,2012,Jul
1179,Hotels,5213797,15488372,..,398558,990617,..,Spain,2012,Aug
1180,Hotels,4020495,9962269,..,252680,548205,..,Spain,2012,Sep
1181,Hotels,3551117,7582005,..,218505,467711,..,Spain,2012,Oct
1182,Hotels,2730498,5488094,..,153029,322244,..,Spain,2012,Nov
1183,Hotels,2644571,5308780,..,133041,252890,..,Spain,2012,Dec
1184,Hotels,2107452,4468136,..,113740,215028,..,Spain,2013,Jan
1185,Hotels,2543898,5276907,..,118884,231179,..,Spain,2013,Feb
1186,Hotels,3596941,8339921,..,178499,347558,..,Spain,2013,Mar
1187,Hotels,3107991,7172337,..,157662,317087,..,Spain,2013,Apr
1188,Hotels,3678011,8196987,..,196695,396529,..,Spain,2013,May
1189,Hotels,4109160,9356983,..,227905,435853,..,Spain,2013,Jun
1190,Hotels,4622498,12499139,..,325560,723996,..,Spain,2013,Jul
1191,Hotels,5426618,15876358,..,451989,1066191,..,Spain,2013,Aug
1192,Hotels,4055351,9939148,..,270135,578187,..,Spain,2013,Sep
1193,Hotels,3529310,7608032,..,208133,432806,..,Spain,2013,Oct
1194,Hotels,2962040,6205146,..,156933,329959,..,Spain,2013,Nov
1195,Hotels,2830104,5694832,..,139117,269797,..,Spain,2013,Dec
1196,Hotels,2188084,4546501,..,105476,207573,..,Spain,2014,Jan
1197,Hotels,2739686,5456934,..,129189,233365,..,Spain,2014,Feb
1198,Hotels,3161425,7037862,..,147056,294933,..,Spain,2014,Mar
1199,Hotels,3840663,9014634,..,204276,390314,..,Spain,2014,Apr
1200,Hotels,3901968,8560446,..,209214,404494,..,Spain,2014,May
1201,Hotels,4270431,9869795,..,234163,471734,..,Spain,2014,Jun
1202,Hotels,4798578,12942831,..,340620,735697,..,Spain,2014,Jul
1203,Hotels,5684286,16450856,..,479843,1098939,..,Spain,2014,Aug
1204,Hotels,4271468,10553437,..,286817,606072,..,Spain,2014,Sep
1205,Hotels,3801189,8177902,..,232581,481055,..,Spain,2014,Oct
1206,Hotels,2962597,6063282,..,156078,322387,..,Spain,2014,Nov
1207,Hotels,3062373,6055408,..,143794,263534,..,Spain,2014,Dec
1208,Hotels,2393392,4981703,..,114604,204728,..,Spain,2015,Jan
1209,Hotels,2878965,5821275,..,132654,234776,..,Spain,2015,Feb
1210,Hotels,3490443,7716464,..,177739,334757,..,Spain,2015,Mar
1211,Hotels,4031142,9487491,..,214954,410119,..,Spain,2015,Apr
1212,Hotels,4102767,8808445,..,221350,419383,..,Spain,2015,May
1213,Hotels,4587906,10571055,..,273485,520565,..,Spain,2015,Jun
1214,Hotels,5175659,13870398,..,408165,849171,..,Spain,2015,Jul
1215,Hotels,5945162,17276215,..,504571,1169976,..,Spain,2015,Aug
1216,Hotels,4504038,10930759,..,312121,628930,..,Spain,2015,Sep
1217,Hotels,4137843,8586116,..,252380,509317,..,Spain,2015,Oct
1218,Hotels,3055877,5860457,..,161194,307200,..,Spain,2015,Nov
1219,Hotels,3220404,6344526,..,155244,279375,..,Spain,2015,Dec
1220,Hotels,2618022,5428798,..,128415,222392,..,Spain,2016,Jan
1221,Hotels,3191750,6510315,..,148909,272258,..,Spain,2016,Feb
1222,Hotels,4110169,9419601,..,218093,417791,..,Spain,2016,Mar
1223,Hotels,3724765,8230372,..,199127,363353,..,Spain,2016,Apr
1224,Hotels,4197064,8999173,..,224761,410466,..,Spain,2016,May
1225,Hotels,4723090,10350864,..,290026,543736,..,Spain,2016,Jun
1226,Hotels,5504356,14586701,..,434600,960151,..,Spain,2016,Jul
1227,Hotels,5993466,17245641,..,526636,1230387,..,Spain,2016,Aug
1228,Hotels,4672782,11216422,..,327416,684870,..,Spain,2016,Sep
1229,Hotels,4358634,9442129,..,271124,561319,..,Spain,2016,Oct
1230,Hotels,3186298,6476574,..,176386,351473,..,Spain,2016,Nov
1231,Hotels,3231853,6581936,..,158715,303058,..,Spain,2016,Dec
1232,Hotels,2655015,5316890,..,133806,233001,..,Spain,2017,Jan
1233,Hotels,3157734,6225212,..,150944,259619,..,Spain,2017,Feb
1234,Hotels,3706176,7938883,..,183403,336761,..,Spain,2017,Mar
1235,Hotels,4688384,10757733,..,275310,533094,..,Spain,2017,Apr
1236,Hotels,4177945,9023683,..,231162,436823,..,Spain,2017,May
1237,Hotels,4785681,10850740,..,294836,599923,..,Spain,2017,Jun
1238,Hotels,5453609,14336386,..,427993,992971,..,Spain,2017,Jul
1239,Hotels,5970747,17063116,..,532857,1310118,..,Spain,2017,Aug
1240,Hotels,4763407,11356928,..,324660,706877,..,Spain,2017,Sep
1241,Hotels,4302798,9259469,..,276745,581362,..,Spain,2017,Oct
1242,Hotels,3340928,6723998,..,193308,387923,..,Spain,2017,Nov
1243,Hotels,3461708,6983672,..,171455,324672,..,Spain,2017,Dec
1244,Hotels,2743159,5459601,..,138288,249481,..,Spain,2018,Jan
1245,Hotels,3208522,6238722,..,151232,265015,..,Spain,2018,Feb
1246,Hotels,4136756,8972022,..,218929,406165,..,Spain,2018,Mar
1247,Hotels,4154873,9259508,..,218486,430021,..,Spain,2018,Apr
1248,Hotels,4250360,9188503,..,231563,447645,..,Spain,2018,May
1249,Hotels,4868754,10857338,..,283272,577608,..,Spain,2018,Jun
1250,Hotels,5380698,14185066,..,377584,914963,..,Spain,2018,Jul
1251,Hotels,6181557,17534070,..,483188,1210429,..,Spain,2018,Aug
1252,Hotels,4840570,11410767,..,320345,692979,..,Spain,2018,Sep
1253,Hotels,4354922,9285954,..,263596,559412,..,Spain,2018,Oct
1254,Hotels,3551431,7155122,..,195501,402090,..,Spain,2018,Nov
1255,Hotels,3494108,6953070,..,185832,346662,..,Spain,2018,Dec
1256,Hotels,2755656,5499882,..,139771,252961,..,Spain,2019,Jan
1257,Hotels,3315368,6396288,..,155544,281245,..,Spain,2019,Feb
1258,Hotels,4033782,8482404,..,189698,364653,..,Spain,2019,Mar
1259,Hotels,4470668,10124829,..,250716,494636,..,Spain,2019,Apr
1260,Hotels,4578814,9830228,..,257141,506098,..,Spain,2019,May
1261,Hotels,5183371,11606159,..,290639,591155,..,Spain,2019,Jun
1262,Hotels,5669457,14871768,..,404302,963299,..,Spain,2019,Jul
1263,Hotels,6432729,18245766,..,504005,1269972,..,Spain,2019,Aug
1264,Hotels,4809515,11541054,..,330300,711609,..,Spain,2019,Sep
1265,Hotels,4321124,8784169,..,273113,558569,..,Spain,2019,Oct
1266,Hotels,3585911,7200004,..,197689,412580,..,Spain,2019,Nov
1267,Hotels,3577792,7026688,..,207211,392872,..,Spain,2019,Dec
1268,Hotels,2926703,5705057,..,151176,278203,..,Spain,2020,Jan
1269,Hotels,3636463,7003972,..,171517,317158,..,Spain,2020,Feb
1270,Hotels,1455613,3080076,..,74065,147182,..,Spain,2020,Mar
1271,Hotels,0,0,..,0,0,..,Spain,2020,Apr
1272,Hotels,84804,220577,..,4606,15557,..,Spain,2020,May
1273,Hotels,824393,1548421,..,53914,105791,..,Spain,2020,Jun
1274,Hotels,3271958,7561439,..,239192,552098,..,Spain,2020,Jul
1275,Hotels,4648568,12058039,..,357723,837783,..,Spain,2020,Aug
1276,Hotels,2905879,6393060,..,190153,373628,..,Spain,2020,Sep
1277,Hotels,1917987,3758168,..,126936,243277,..,Spain,2020,Oct
1278,Hotels,925018,1799183,..,47909,113769,..,Spain,2020,Nov
1279,Hotels,1097429,2023056,..,48740,110512,..,Spain,2020,Dec
1280,Hotels,889575,1682063,..,39470,96135,..,Spain,2021,Jan
1281,Hotels,975226,1774784,..,38927,88896,..,Spain,2021,Feb
1282,Hotels,1456708,2591447,..,81456,159697,..,Spain,2021,Mar
1283,Hotels,1559023,2841406,..,93955,174635,..,Spain,2021,Apr
1284,Hotels,2580060,4695099,..,137888,249610,..,Spain,2021,May
1285,Hotels,4179628,8961374,..,229307,443180,..,Spain,2021,Jun
1286,Hotels,5772248,14839925,..,437167,965649,..,Spain,2021,Jul
1287,Hotels,6935006,19570475,..,573951,1357260,..,Spain,2021,Aug
1288,Hotels,4952050,11812962,..,365209,770473,..,Spain,2021,Sep
1289,Hotels,4590112,9526090,..,304785,598102,..,Spain,2021,Oct
1290,Hotels,3218059,6088018,..,196209,374296,..,Spain,2021,Nov
1291,Hotels,3164988,6316273,..,180211,349464,..,Spain,2021,Dec
1292,Hotels,2328516,4503078,..,109775,195591,..,Spain,2022,Jan
1293,Hotels,3167837,6023724,..,153048,272890,..,Spain,2022,Feb
1294,Hotels,3437064,7097589,..,174139,332906,..,Spain,2022,Mar
1295,Hotels,4704951,10227402,..,276491,520912,..,Spain,2022,Apr
1296,Hotels,4650038,9970268,..,272096,509886,..,Spain,2022,May
1297,Hotels,5411699,12157399,..,312708,621095,..,Spain,2022,Jun
1298,Hotels,6067696,15644101,..,464774,1041010,..,Spain,2022,Jul
1299,Hotels,6506701,18214033,..,568722,1324693,..,Spain,2022,Aug
1300,Campings,49975,115317,..,106,213,..,Spain,2001,Jan
1301,Campings,66248,132694,..,104,176,..,Spain,2001,Feb
1302,Campings,110411,240889,..,155,221,..,Spain,2001,Mar
1303,Campings,467397,1472916,..,3244,9103,..,Spain,2001,Apr
1304,Campings,238999,668456,..,841,2701,..,Spain,2001,May
1305,Campings,438896,1268680,..,10239,43009,..,Spain,2001,Jun
1306,Campings,889789,3787985,..,54967,259453,..,Spain,2001,Jul
1307,Campings,1250138,7177806,..,77658,338681,..,Spain,2001,Aug
1308,Campings,311699,1277065,..,6778,26425,..,Spain,2001,Sep
1309,Campings,136708,333299,..,536,1293,..,Spain,2001,Oct
1310,Campings,75238,211428,..,309,621,..,Spain,2001,Nov
1311,Campings,68947,194694,..,62,195,..,Spain,2001,Dec
1312,Campings,52384,120089,..,155,248,..,Spain,2002,Jan
1313,Campings,70004,152215,..,180,372,..,Spain,2002,Feb
1314,Campings,261632,843502,..,1306,4021,..,Spain,2002,Mar
1315,Campings,196527,514724,..,664,1697,..,Spain,2002,Apr
1316,Campings,252902,667181,..,1213,4296,..,Spain,2002,May
1317,Campings,450097,1308424,..,10345,45972,..,Spain,2002,Jun
1318,Campings,867984,4028319,..,69373,299861,..,Spain,2002,Jul
1319,Campings,1097595,6678868,..,71153,336645,..,Spain,2002,Aug
1320,Campings,304160,1266854,..,5803,24796,..,Spain,2002,Sep
1321,Campings,135967,284475,..,235,620,..,Spain,2002,Oct
1322,Campings,89219,204888,..,189,364,..,Spain,2002,Nov
1323,Campings,79420,207542,..,1293,5722,..,Spain,2002,Dec
1324,Campings,63364,142171,..,656,4192,..,Spain,2003,Jan
1325,Campings,82996,166021,..,647,2963,..,Spain,2003,Feb
1326,Campings,112965,234556,..,201,328,..,Spain,2003,Mar
1327,Campings,414615,1197851,..,1677,5424,..,Spain,2003,Apr
1328,Campings,351459,903883,..,1926,4403,..,Spain,2003,May
1329,Campings,543731,1486247,..,9440,35201,..,Spain,2003,Jun
1330,Campings,965477,3800125,..,45216,216640,..,Spain,2003,Jul
1331,Campings,1425511,6858833,..,78701,358026,..,Spain,2003,Aug
1332,Campings,387022,1317344,..,7155,32797,..,Spain,2003,Sep
1333,Campings,136215,308409,..,..,..,..,Spain,2003,Oct
1334,Campings,98504,215603,..,388,618,..,Spain,2003,Nov
1335,Campings,87949,221221,..,132,421,..,Spain,2003,Dec
1336,Campings,80800,189858,..,145,234,..,Spain,2004,Jan
1337,Campings,90444,200697,..,201,362,..,Spain,2004,Feb
1338,Campings,126576,289056,..,585,941,..,Spain,2004,Mar
1339,Campings,397065,1213049,..,2703,7320,..,Spain,2004,Apr
1340,Campings,291088,750745,..,2861,6777,..,Spain,2004,May
1341,Campings,509493,1510969,..,12334,53842,..,Spain,2004,Jun
1342,Campings,956370,3817901,..,67187,253552,..,Spain,2004,Jul
1343,Campings,1335698,6534493,..,82939,339293,..,Spain,2004,Aug
1344,Campings,368749,1304946,..,8508,41120,..,Spain,2004,Sep
1345,Campings,177535,427372,..,909,2516,..,Spain,2004,Oct
1346,Campings,91781,198357,..,352,602,..,Spain,2004,Nov
1347,Campings,87666,247924,..,381,793,..,Spain,2004,Dec
1348,Campings,68505,161114,..,172,367,..,Spain,2005,Jan
1349,Campings,77505,173684,..,175,521,..,Spain,2005,Feb
1350,Campings,235675,757026,..,929,3718,..,Spain,2005,Mar
1351,Campings,256875,628324,..,658,1868,..,Spain,2005,Apr
1352,Campings,317087,841087,..,1808,3869,..,Spain,2005,May
1353,Campings,494639,1510895,..,14797,46559,..,Spain,2005,Jun
1354,Campings,1019819,4148858,..,71257,269761,..,Spain,2005,Jul
1355,Campings,1298465,6578641,..,96589,384895,..,Spain,2005,Aug
1356,Campings,373759,1369992,..,9231,42760,..,Spain,2005,Sep
1357,Campings,171122,426853,..,431,1047,..,Spain,2005,Oct
1358,Campings,88926,202303,..,229,393,..,Spain,2005,Nov
1359,Campings,88972,256378,..,216,472,..,Spain,2005,Dec
1360,Campings,65346,168169,..,125,241,..,Spain,2006,Jan
1361,Campings,85344,202068,..,215,396,..,Spain,2006,Feb
1362,Campings,131249,290925,..,137,224,..,Spain,2006,Mar
1363,Campings,466252,1424296,..,3624,9671,..,Spain,2006,Apr
1364,Campings,295309,816802,..,2566,6030,..,Spain,2006,May
1365,Campings,517780,1509360,..,11251,45798,..,Spain,2006,Jun
1366,Campings,986822,4119080,..,63609,274771,..,Spain,2006,Jul
1367,Campings,1194813,6554222,..,82593,340584,..,Spain,2006,Aug
1368,Campings,374145,1392228,..,8332,37120,..,Spain,2006,Sep
1369,Campings,167014,452053,..,646,1522,..,Spain,2006,Oct
1370,Campings,97910,235999,..,410,673,..,Spain,2006,Nov
1371,Campings,117391,313669,..,396,752,..,Spain,2006,Dec
1372,Campings,61547,153553,..,294,591,..,Spain,2007,Jan
1373,Campings,85088,199418,..,429,841,..,Spain,2007,Feb
1374,Campings,157941,374890,..,115,1063,..,Spain,2007,Mar
1375,Campings,412865,1361822,..,3907,10670,..,Spain,2007,Apr
1376,Campings,278516,836150,..,2526,6137,..,Spain,2007,May
1377,Campings,522511,1530707,..,10533,39274,..,Spain,2007,Jun
1378,Campings,892759,3845635,..,55075,234950,..,Spain,2007,Jul
1379,Campings,1186710,6234434,..,81598,341069,..,Spain,2007,Aug
1380,Campings,360652,1301592,..,9314,38862,..,Spain,2007,Sep
1381,Campings,173625,448861,..,397,681,..,Spain,2007,Oct
1382,Campings,116868,286926,..,1209,2390,..,Spain,2007,Nov
1383,Campings,97068,266827,..,247,622,..,Spain,2007,Dec
1384,Campings,64089,164586,..,225,315,..,Spain,2008,Jan
1385,Campings,94379,215150,..,269,449,..,Spain,2008,Feb
1386,Campings,282555,924425,..,1646,6100,..,Spain,2008,Mar
1387,Campings,225033,655918,..,1315,6812,..,Spain,2008,Apr
1388,Campings,293385,936497,..,1821,7617,..,Spain,2008,May
1389,Campings,489605,1513501,..,12418,51182,..,Spain,2008,Jun
1390,Campings,858443,3616401,..,58098,243620,..,Spain,2008,Jul
1391,Campings,1209348,6265438,..,80646,337320,..,Spain,2008,Aug
1392,Campings,346687,1357044,..,8014,43293,..,Spain,2008,Sep
1393,Campings,151670,414591,..,423,1005,..,Spain,2008,Oct
1394,Campings,93660,225731,..,439,914,..,Spain,2008,Nov
1395,Campings,89720,240714,..,152,333,..,Spain,2008,Dec
1396,Campings,61626,171261,..,94,122,..,Spain,2009,Jan
1397,Campings,82247,196581,..,236,402,..,Spain,2009,Feb
1398,Campings,145463,380410,..,674,1189,..,Spain,2009,Mar
1399,Campings,361748,1160600,..,3595,12663,..,Spain,2009,Apr
1400,Campings,319182,990644,..,2557,12137,..,Spain,2009,May
1401,Campings,483972,1588640,..,14204,57104,..,Spain,2009,Jun
1402,Campings,892606,3742978,..,54083,242211,..,Spain,2009,Jul
1403,Campings,1171449,6021888,..,80466,344629,..,Spain,2009,Aug
1404,Campings,353426,1408704,..,11269,56598,..,Spain,2009,Sep
1405,Campings,192590,536955,..,751,1520,..,Spain,2009,Oct
1406,Campings,85164,235128,..,265,453,..,Spain,2009,Nov
1407,Campings,84948,266722,..,168,330,..,Spain,2009,Dec
1408,Campings,58144,177036,..,68,149,..,Spain,2010,Jan
1409,Campings,70093,190505,..,182,311,..,Spain,2010,Feb
1410,Campings,158224,412440,..,1020,1797,..,Spain,2010,Mar
1411,Campings,332885,1083008,..,3057,9434,..,Spain,2010,Apr
1412,Campings,305170,931911,..,3128,8285,..,Spain,2010,May
1413,Campings,480070,1650985,..,13130,53031,..,Spain,2010,Jun
1414,Campings,897041,3846106,..,60831,254211,..,Spain,2010,Jul
1415,Campings,1165474,6085233,..,89594,375110,..,Spain,2010,Aug
1416,Campings,339788,1304352,..,11565,45963,..,Spain,2010,Sep
1417,Campings,184854,529538,..,853,1819,..,Spain,2010,Oct
1418,Campings,74745,214570,..,206,385,..,Spain,2010,Nov
1419,Campings,85102,263363,..,73,147,..,Spain,2010,Dec
1420,Campings,59260,166084,..,..,..,..,Spain,2011,Jan
1421,Campings,80935,209170,..,298,489,..,Spain,2011,Feb
1422,Campings,125681,335254,..,203,311,..,Spain,2011,Mar
1423,Campings,376361,1244905,..,3652,12280,..,Spain,2011,Apr
1424,Campings,284073,946284,..,2723,9412,..,Spain,2011,May
1425,Campings,507570,1773071,..,14952,62310,..,Spain,2011,Jun
1426,Campings,908183,3928369,..,64405,253785,..,Spain,2011,Jul
1427,Campings,1149244,6100923,..,82217,352613,..,Spain,2011,Aug
1428,Campings,377342,1474351,..,10443,45187,..,Spain,2011,Sep
1429,Campings,173568,477722,..,946,1599,..,Spain,2011,Oct
1430,Campings,84670,222568,..,316,465,..,Spain,2011,Nov
1431,Campings,83158,263062,..,..,..,..,Spain,2011,Dec
1432,Campings,57018,171046,..,177,250,..,Spain,2012,Jan
1433,Campings,69250,188555,..,315,423,..,Spain,2012,Feb
1434,Campings,136667,365137,..,699,998,..,Spain,2012,Mar
1435,Campings,332096,1147487,..,3130,11412,..,Spain,2012,Apr
1436,Campings,278162,895672,..,1818,7342,..,Spain,2012,May
1437,Campings,519954,1746008,..,13277,56092,..,Spain,2012,Jun
1438,Campings,827407,3732422,..,54582,228721,..,Spain,2012,Jul
1439,Campings,1139581,5970239,..,73727,314523,..,Spain,2012,Aug
1440,Campings,359387,1432391,..,12072,46232,..,Spain,2012,Sep
1441,Campings,152487,454831,..,702,1400,..,Spain,2012,Oct
1442,Campings,79551,234324,..,328,599,..,Spain,2012,Nov
1443,Campings,76433,229763,..,226,465,..,Spain,2012,Dec
1444,Campings,49659,154745,..,81,111,..,Spain,2013,Jan
1445,Campings,66584,177441,..,153,231,..,Spain,2013,Feb
1446,Campings,247785,778258,..,765,2552,..,Spain,2013,Mar
1447,Campings,216612,640771,..,875,3462,..,Spain,2013,Apr
1448,Campings,289446,837692,..,2390,6756,..,Spain,2013,May
1449,Campings,521347,1661584,..,13835,55926,..,Spain,2013,Jun
1450,Campings,828419,3564395,..,51900,221873,..,Spain,2013,Jul
1451,Campings,1157671,5801190,..,80322,329046,..,Spain,2013,Aug
1452,Campings,355282,1369957,..,11336,43693,..,Spain,2013,Sep
1453,Campings,167221,471685,..,689,1172,..,Spain,2013,Oct
1454,Campings,95188,260676,..,544,949,..,Spain,2013,Nov
1455,Campings,79093,230627,..,271,511,..,Spain,2013,Dec
1456,Campings,51698,157698,..,142,201,..,Spain,2014,Jan
1457,Campings,73955,196547,..,140,186,..,Spain,2014,Feb
1458,Campings,126510,331855,..,281,491,..,Spain,2014,Mar
1459,Campings,381411,1271310,..,2902,8148,..,Spain,2014,Apr
1460,Campings,321629,1034084,..,3650,9523,..,Spain,2014,May
1461,Campings,536374,1837098,..,12865,54204,..,Spain,2014,Jun
1462,Campings,815557,3604878,..,53254,232123,..,Spain,2014,Jul
1463,Campings,1188904,5838812,..,78391,323592,..,Spain,2014,Aug
1464,Campings,389000,1555023,..,10677,48559,..,Spain,2014,Sep
1465,Campings,180945,570834,..,690,1225,..,Spain,2014,Oct
1466,Campings,91877,240591,..,382,696,..,Spain,2014,Nov
1467,Campings,96543,274264,..,189,489,..,Spain,2014,Dec
1468,Campings,62489,189589,..,96,181,..,Spain,2015,Jan
1469,Campings,74628,215256,..,105,181,..,Spain,2015,Feb
1470,Campings,156365,422989,..,889,1738,..,Spain,2015,Mar
1471,Campings,381374,1279056,..,3100,10666,..,Spain,2015,Apr
1472,Campings,358587,1149870,..,3663,11285,..,Spain,2015,May
1473,Campings,555889,1822588,..,23349,81267,..,Spain,2015,Jun
1474,Campings,888742,3849771,..,60639,245386,..,Spain,2015,Jul
1475,Campings,1186797,5973912,..,69708,303440,..,Spain,2015,Aug
1476,Campings,395576,1600980,..,10089,46226,..,Spain,2015,Sep
1477,Campings,216596,641835,..,377,707,..,Spain,2015,Oct
1478,Campings,96570,273849,..,354,577,..,Spain,2015,Nov
1479,Campings,102860,297032,..,191,385,..,Spain,2015,Dec
1480,Campings,76085,211578,..,90,142,..,Spain,2016,Jan
1481,Campings,91474,234619,..,127,216,..,Spain,2016,Feb
1482,Campings,337220,1123208,..,1605,5104,..,Spain,2016,Mar
1483,Campings,251344,815249,..,1662,5551,..,Spain,2016,Apr
1484,Campings,336113,1078160,..,2206,7849,..,Spain,2016,May
1485,Campings,586800,1901728,..,20508,80529,..,Spain,2016,Jun
1486,Campings,1018987,4157983,..,70732,293689,..,Spain,2016,Jul
1487,Campings,1298376,6395831,..,85433,351846,..,Spain,2016,Aug
1488,Campings,464449,1692436,..,13465,47758,..,Spain,2016,Sep
1489,Campings,221099,677264,..,678,1638,..,Spain,2016,Oct
1490,Campings,94061,268413,..,365,629,..,Spain,2016,Nov
1491,Campings,106423,317732,..,42,48,..,Spain,2016,Dec
1492,Campings,69534,215028,..,30,43,..,Spain,2017,Jan
