,accommodation_type,spain_travelers,spain_nights,spain_avg_stay,galicia_travelers,galicia_nights,galicia_avg_stay,come_from,year,month
772,Apartments,477245,3001083,6.3,4956,16788,3.4,All,2022,Jan
773,Apartments,601947,3285320,5.5,8495,23275,2.7,All,2022,Feb
774,Apartments,635619,3709109,5.8,6127,18523,3,All,2022,Mar
775,Apartments,998847,4555372,4.6,18442,41667,2.3,All,2022,Apr
776,Apartments,1094669,5087629,4.7,15421,36164,2.4,All,2022,May
777,Apartments,1348029,6624610,4.9,18233,48755,2.7,All,2022,Jun
778,Apartments,1786422,9922503,5.6,35249,130019,3.7,All,2022,Jul
779,Apartments,1824634,11004287,6,37654,158686,4.2,All,2022,Aug
780,Rural Tourism,46422,115986,2.5,3152,4641,1.5,All,2001,Jan
781,Rural Tourism,62848,139688,2.2,3868,6425,1.7,All,2001,Feb
782,Rural Tourism,76160,162562,2.1,3806,5372,1.4,All,2001,Mar
783,Rural Tourism,125897,373464,3,9315,20808,2.2,All,2001,Apr
784,Rural Tourism,76959,175038,2.3,5716,9188,1.6,All,2001,May
785,Rural Tourism,95746,222130,2.3,7781,13663,1.8,All,2001,Jun
786,Rural Tourism,134634,500619,3.7,12587,33265,2.6,All,2001,Jul
787,Rural Tourism,177627,847639,4.8,22241,68889,3.1,All,2001,Aug
788,Rural Tourism,108424,319444,3,10563,24090,2.3,All,2001,Sep
789,Rural Tourism,114999,288108,2.5,8189,15506,1.9,All,2001,Oct
790,Rural Tourism,84496,216711,2.6,6447,11078,1.7,All,2001,Nov
791,Rural Tourism,106678,299426,2.8,6395,13457,2.1,All,2001,Dec
792,Rural Tourism,49691,123167,2.5,3152,5482,1.7,All,2002,Jan
793,Rural Tourism,75763,164753,2.2,4352,7144,1.6,All,2002,Feb
794,Rural Tourism,130136,375077,2.9,9775,22221,2.3,All,2002,Mar
795,Rural Tourism,94730,232604,2.5,5915,11026,1.9,All,2002,Apr
796,Rural Tourism,106965,263528,2.5,8268,15992,1.9,All,2002,May
797,Rural Tourism,102427,254967,2.5,8728,16611,1.9,All,2002,Jun
798,Rural Tourism,147928,534160,3.6,16573,44600,2.7,All,2002,Jul
799,Rural Tourism,206494,984650,4.8,26788,88736,3.3,All,2002,Aug
800,Rural Tourism,117975,353366,3,12363,28867,2.3,All,2002,Sep
801,Rural Tourism,123334,277423,2.3,9674,16263,1.7,All,2002,Oct
802,Rural Tourism,99925,225739,2.3,6943,12657,1.8,All,2002,Nov
803,Rural Tourism,99925,225739,2.3,6943,12657,1.8,All,2002,Dec
804,Rural Tourism,54110,141732,2.6,3511,5806,1.7,All,2003,Jan
805,Rural Tourism,80967,160093,2,5436,8001,1.5,All,2003,Feb
806,Rural Tourism,101447,232684,2.3,6904,11043,1.6,All,2003,Mar
807,Rural Tourism,145878,435674,3,11152,24508,2.2,All,2003,Apr
808,Rural Tourism,108089,303225,2.8,8105,15801,2,All,2003,May
809,Rural Tourism,113783,289836,2.6,9469,16439,1.7,All,2003,Jun
810,Rural Tourism,157410,559568,3.6,16223,38952,2.4,All,2003,Jul
811,Rural Tourism,212027,1065490,5,27075,85681,3.2,All,2003,Aug
812,Rural Tourism,129209,392890,3,13003,28203,2.2,All,2003,Sep
813,Rural Tourism,126940,304257,2.4,9213,16006,1.7,All,2003,Oct
814,Rural Tourism,101588,230290,2.3,6530,10591,1.6,All,2003,Nov
815,Rural Tourism,136091,360401,2.7,10830,20171,1.9,All,2003,Dec
816,Rural Tourism,70888,207860,2.9,5000,8564,1.7,All,2004,Jan
817,Rural Tourism,104311,235251,2.3,6700,11094,1.7,All,2004,Feb
818,Rural Tourism,125820,306453,2.4,8091,13794,1.7,All,2004,Mar
819,Rural Tourism,173667,504297,2.9,13879,29028,2.1,All,2004,Apr
820,Rural Tourism,131611,316659,2.4,13306,21794,1.6,All,2004,May
821,Rural Tourism,141044,372638,2.6,13529,23713,1.8,All,2004,Jun
822,Rural Tourism,177598,678120,3.8,20880,46516,2.2,All,2004,Jul
823,Rural Tourism,241982,1235149,5.1,32262,95030,3,All,2004,Aug
824,Rural Tourism,145567,441509,3,16497,32143,2,All,2004,Sep
825,Rural Tourism,178811,474258,2.7,15628,29752,1.9,All,2004,Oct
826,Rural Tourism,114569,261078,2.3,7214,12306,1.7,All,2004,Nov
827,Rural Tourism,148492,459242,3.1,10142,20788,2.1,All,2004,Dec
828,Rural Tourism,72998,203021,2.8,4545,7672,1.7,All,2005,Jan
829,Rural Tourism,97276,243538,2.5,5180,8205,1.6,All,2005,Feb
830,Rural Tourism,173660,535996,3.1,11146,24322,2.2,All,2005,Mar
831,Rural Tourism,147890,334528,2.3,7843,12733,1.6,All,2005,Apr
832,Rural Tourism,154735,407305,2.6,11092,19339,1.7,All,2005,May
833,Rural Tourism,155529,413801,2.7,11598,21591,1.9,All,2005,Jun
834,Rural Tourism,222874,866386,3.9,21676,54597,2.5,All,2005,Jul
835,Rural Tourism,289427,1481363,5.1,31881,103728,3.3,All,2005,Aug
836,Rural Tourism,176158,534053,3,15744,32485,2.1,All,2005,Sep
837,Rural Tourism,181908,494517,2.7,11682,21938,1.9,All,2005,Oct
838,Rural Tourism,132961,309213,2.3,7776,13874,1.8,All,2005,Nov
839,Rural Tourism,177485,482609,2.7,9049,17703,2,All,2005,Dec
840,Rural Tourism,97041,259528,2.7,4920,8633,1.8,All,2006,Jan
841,Rural Tourism,123643,296160,2.4,6542,10954,1.7,All,2006,Feb
842,Rural Tourism,161105,388247,2.4,6771,11854,1.8,All,2006,Mar
843,Rural Tourism,268905,789513,2.9,15903,34171,2.2,All,2006,Apr
844,Rural Tourism,172436,431594,2.5,10718,18374,1.7,All,2006,May
845,Rural Tourism,187891,469463,2.5,12656,22973,1.8,All,2006,Jun
846,Rural Tourism,254647,933653,3.7,21863,54877,2.5,All,2006,Jul
847,Rural Tourism,333524,1647277,4.9,32637,104651,3.2,All,2006,Aug
848,Rural Tourism,207324,601761,2.9,15020,30074,2,All,2006,Sep
849,Rural Tourism,221160,594879,2.7,11146,22023,2,All,2006,Oct
850,Rural Tourism,165633,378387,2.3,7227,12371,1.7,All,2006,Nov
851,Rural Tourism,232119,647920,2.8,10507,21299,2,All,2006,Dec
852,Rural Tourism,98344,254032,2.6,4545,8570,1.9,All,2007,Jan
853,Rural Tourism,138021,321904,2.3,5809,9770,1.7,All,2007,Feb
854,Rural Tourism,185667,423106,2.3,8629,15100,1.8,All,2007,Mar
855,Rural Tourism,293189,889476,3,14781,33592,2.3,All,2007,Apr
856,Rural Tourism,195204,469856,2.4,12392,21482,1.7,All,2007,May
857,Rural Tourism,218557,523882,2.4,14813,26077,1.8,All,2007,Jun
858,Rural Tourism,270798,986486,3.6,20802,52676,2.5,All,2007,Jul
859,Rural Tourism,363129,1663148,4.6,35495,105459,3,All,2007,Aug
860,Rural Tourism,217051,618424,2.9,17880,37056,2.1,All,2007,Sep
861,Rural Tourism,243478,628529,2.6,14116,27352,1.9,All,2007,Oct
862,Rural Tourism,185088,486108,2.6,9895,18112,1.8,All,2007,Nov
863,Rural Tourism,236711,673671,2.9,10138,20787,2.1,All,2007,Dec
864,Rural Tourism,101802,269168,2.6,4203,7956,1.9,All,2008,Jan
865,Rural Tourism,157022,354327,2.3,6811,11448,1.7,All,2008,Feb
866,Rural Tourism,238412,749566,3.1,12998,30039,2.3,All,2008,Mar
867,Rural Tourism,192375,446425,2.3,9193,16323,1.8,All,2008,Apr
868,Rural Tourism,219165,607897,2.8,14902,27286,1.8,All,2008,May
869,Rural Tourism,217885,556294,2.6,13387,26119,2,All,2008,Jun
870,Rural Tourism,275150,991513,3.6,19498,51485,2.6,All,2008,Jul
871,Rural Tourism,360216,1702153,4.7,30953,97776,3.2,All,2008,Aug
872,Rural Tourism,222309,631022,2.8,17250,34382,2,All,2008,Sep
873,Rural Tourism,227108,529951,2.3,12723,22672,1.8,All,2008,Oct
874,Rural Tourism,180595,396091,2.2,9979,16720,1.7,All,2008,Nov
875,Rural Tourism,231312,609517,2.6,11804,22009,1.9,All,2008,Dec
876,Rural Tourism,99435,294596,3,4413,7455,1.7,All,2009,Jan
877,Rural Tourism,140059,309801,2.2,6678,10730,1.6,All,2009,Feb
878,Rural Tourism,187538,449666,2.4,9227,16085,1.7,All,2009,Mar
879,Rural Tourism,283104,804301,2.8,14361,29324,2,All,2009,Apr
880,Rural Tourism,225000,542362,2.4,14598,25731,1.8,All,2009,May
881,Rural Tourism,213411,540554,2.5,14509,27068,1.9,All,2009,Jun
882,Rural Tourism,297731,987814,3.3,22574,51502,2.3,All,2009,Jul
883,Rural Tourism,368049,1714810,4.7,35489,102204,2.9,All,2009,Aug
884,Rural Tourism,231651,629973,2.7,17871,33576,1.9,All,2009,Sep
885,Rural Tourism,255850,630087,2.5,16309,28584,1.8,All,2009,Oct
886,Rural Tourism,180707,394622,2.2,9128,14967,1.6,All,2009,Nov
887,Rural Tourism,231728,621851,2.7,11784,21985,1.9,All,2009,Dec
888,Rural Tourism,105645,293971,2.8,4907,8174,1.7,All,2010,Jan
889,Rural Tourism,138860,311148,2.2,5387,8938,1.7,All,2010,Feb
890,Rural Tourism,209051,483946,2.3,9780,17674,1.8,All,2010,Mar
891,Rural Tourism,223397,640318,2.9,14155,27138,1.9,All,2010,Apr
892,Rural Tourism,219978,478207,2.2,17786,27757,1.6,All,2010,May
893,Rural Tourism,224109,543004,2.4,17437,30495,1.8,All,2010,Jun
894,Rural Tourism,281685,953678,3.4,25618,58523,2.3,All,2010,Jul
895,Rural Tourism,359341,1649048,4.6,35248,98878,2.8,All,2010,Aug
896,Rural Tourism,223317,584402,2.6,22062,38684,1.8,All,2010,Sep
897,Rural Tourism,276924,685963,2.5,20111,35472,1.8,All,2010,Oct
898,Rural Tourism,149870,331845,2.2,10069,15869,1.6,All,2010,Nov
899,Rural Tourism,235195,660457,2.8,10883,21754,2,All,2010,Dec
900,Rural Tourism,96168,249759,2.6,3575,5409,1.5,All,2011,Jan
901,Rural Tourism,138291,315791,2.3,3724,5662,1.5,All,2011,Feb
902,Rural Tourism,171619,399187,2.3,6005,10190,1.7,All,2011,Mar
903,Rural Tourism,277614,738410,2.7,11538,21855,1.9,All,2011,Apr
904,Rural Tourism,212663,484645,2.3,11185,17597,1.6,All,2011,May
905,Rural Tourism,247104,598047,2.4,13759,22896,1.7,All,2011,Jun
906,Rural Tourism,316359,1079405,3.4,19945,44385,2.2,All,2011,Jul
907,Rural Tourism,384287,1703882,4.4,29237,90769,3.1,All,2011,Aug
908,Rural Tourism,235570,606935,2.6,15801,27749,1.8,All,2011,Sep
909,Rural Tourism,247759,598605,2.4,13679,22467,1.6,All,2011,Oct
910,Rural Tourism,165673,371913,2.2,6938,11204,1.6,All,2011,Nov
911,Rural Tourism,222880,549790,2.5,7849,14820,1.9,All,2011,Dec
912,Rural Tourism,100338,259689,2.6,3379,5253,1.6,All,2012,Jan
913,Rural Tourism,132956,309619,2.3,4583,6768,1.5,All,2012,Feb
914,Rural Tourism,181837,401156,2.2,6499,9240,1.4,All,2012,Mar
915,Rural Tourism,276853,777128,2.8,11568,23299,2,All,2012,Apr
916,Rural Tourism,209872,484017,2.3,11475,17928,1.6,All,2012,May
917,Rural Tourism,224947,540244,2.4,12615,20953,1.7,All,2012,Jun
918,Rural Tourism,298663,999621,3.4,18205,39070,2.2,All,2012,Jul
919,Rural Tourism,377993,1588994,4.2,26554,74437,2.8,All,2012,Aug
920,Rural Tourism,225867,597649,2.7,15799,28150,1.8,All,2012,Sep
921,Rural Tourism,245239,593145,2.4,13258,21556,1.6,All,2012,Oct
922,Rural Tourism,167989,410884,2.5,6635,10987,1.7,All,2012,Nov
923,Rural Tourism,227814,565228,2.5,8931,13110,1.5,All,2012,Dec
924,Rural Tourism,80203,203588,2.5,2439,3885,1.6,All,2013,Jan
925,Rural Tourism,111331,245875,2.2,4780,6680,1.4,All,2013,Feb
926,Rural Tourism,223661,599043,2.7,8200,15531,1.9,All,2013,Mar
927,Rural Tourism,159622,379381,2.4,5706,8679,1.5,All,2013,Apr
928,Rural Tourism,204624,493158,2.4,9983,15887,1.6,All,2013,May
929,Rural Tourism,231387,552267,2.4,11795,19877,1.7,All,2013,Jun
930,Rural Tourism,276006,933348,3.4,16636,39014,2.4,All,2013,Jul
931,Rural Tourism,380419,1524586,4,29195,80081,2.7,All,2013,Aug
932,Rural Tourism,223890,576811,2.6,15844,28708,1.8,All,2013,Sep
933,Rural Tourism,217517,490424,2.3,10124,16129,1.6,All,2013,Oct
934,Rural Tourism,190920,414942,2.2,7388,12247,1.7,All,2013,Nov
935,Rural Tourism,209929,524606,2.5,7089,12433,1.8,All,2013,Dec
936,Rural Tourism,91425,223663,2.5,2821,4883,1.7,All,2014,Jan
937,Rural Tourism,125622,272619,2.2,4298,6271,1.5,All,2014,Feb
938,Rural Tourism,158979,358548,2.3,6686,11115,1.7,All,2014,Mar
939,Rural Tourism,253700,696643,2.8,11143,22191,2,All,2014,Apr
940,Rural Tourism,244893,573623,2.3,15422,22529,1.5,All,2014,May
941,Rural Tourism,245044,614810,2.5,14965,24700,1.7,All,2014,Jun
942,Rural Tourism,319015,1053848,3.3,21608,49295,2.3,All,2014,Jul
943,Rural Tourism,442158,1696249,3.8,34579,89974,2.6,All,2014,Aug
944,Rural Tourism,260236,682461,2.6,19571,35072,1.8,All,2014,Sep
945,Rural Tourism,252555,569327,2.3,11725,18918,1.6,All,2014,Oct
946,Rural Tourism,189931,413471,2.2,6778,10312,1.5,All,2014,Nov
947,Rural Tourism,239389,595314,2.5,7395,13025,1.8,All,2014,Dec
948,Rural Tourism,109044,275083,2.5,3664,5764,1.6,All,2015,Jan
949,Rural Tourism,145879,324136,2.2,5981,8406,1.4,All,2015,Feb
950,Rural Tourism,197877,448674,2.3,9855,14866,1.5,All,2015,Mar
951,Rural Tourism,289877,736481,2.5,12890,22870,1.8,All,2015,Apr
952,Rural Tourism,280778,640102,2.3,17553,25594,1.5,All,2015,May
953,Rural Tourism,281518,672625,2.4,19445,31037,1.6,All,2015,Jun
954,Rural Tourism,373598,1203638,3.2,26331,57675,2.2,All,2015,Jul
955,Rural Tourism,484220,1865380,3.9,40133,100466,2.5,All,2015,Aug
956,Rural Tourism,307838,777253,2.5,24360,40645,1.7,All,2015,Sep
957,Rural Tourism,320795,755096,2.4,17683,27547,1.6,All,2015,Oct
958,Rural Tourism,204654,454668,2.2,7695,12666,1.7,All,2015,Nov
959,Rural Tourism,268109,671931,2.5,7738,14697,1.9,All,2015,Dec
960,Rural Tourism,135496,345006,2.6,5039,7481,1.5,All,2016,Jan
961,Rural Tourism,170575,379896,2.2,5943,8685,1.5,All,2016,Feb
962,Rural Tourism,292178,784860,2.7,12357,24176,2,All,2016,Mar
963,Rural Tourism,264027,590356,2.2,11281,15747,1.4,All,2016,Apr
964,Rural Tourism,292606,687933,2.4,18852,27568,1.5,All,2016,May
965,Rural Tourism,310117,754584,2.4,21573,37384,1.7,All,2016,Jun
966,Rural Tourism,447976,1418477,3.2,31637,74451,2.4,All,2016,Jul
967,Rural Tourism,540235,2091973,3.9,42780,118995,2.8,All,2016,Aug
968,Rural Tourism,341357,866382,2.5,28192,50545,1.8,All,2016,Sep
969,Rural Tourism,339949,820721,2.4,19470,32990,1.7,All,2016,Oct
970,Rural Tourism,210370,464507,2.2,7472,12458,1.7,All,2016,Nov
971,Rural Tourism,286577,710017,2.5,9071,17061,1.9,All,2016,Dec
972,Rural Tourism,133292,324067,2.4,4494,7865,1.8,All,2017,Jan
973,Rural Tourism,190824,419697,2.2,5504,8834,1.6,All,2017,Feb
974,Rural Tourism,240397,516944,2.2,7662,11589,1.5,All,2017,Mar
975,Rural Tourism,413792,1093410,2.6,20016,38374,1.9,All,2017,Apr
976,Rural Tourism,312772,723110,2.3,18083,28002,1.6,All,2017,May
977,Rural Tourism,376799,900433,2.4,22633,38842,1.7,All,2017,Jun
978,Rural Tourism,489067,1547657,3.2,31851,76076,2.4,All,2017,Jul
979,Rural Tourism,578524,2250173,3.9,41654,119170,2.9,All,2017,Aug
980,Rural Tourism,404320,1027460,2.5,27646,51345,1.9,All,2017,Sep
981,Rural Tourism,351998,871649,2.5,18777,33456,1.8,All,2017,Oct
982,Rural Tourism,227661,492787,2.2,8745,14563,1.7,All,2017,Nov
983,Rural Tourism,330528,866384,2.6,9455,20924,2.2,All,2017,Dec
984,Rural Tourism,139670,321955,2.3,4542,7288,1.6,All,2018,Jan
985,Rural Tourism,188874,419586,2.2,6200,10602,1.7,All,2018,Feb
986,Rural Tourism,327077,823845,2.5,12294,23106,1.9,All,2018,Mar
987,Rural Tourism,341465,815378,2.4,12921,20989,1.6,All,2018,Apr
988,Rural Tourism,341270,794924,2.3,20861,30907,1.5,All,2018,May
989,Rural Tourism,406187,975249,2.4,23521,37725,1.6,All,2018,Jun
990,Rural Tourism,481751,1542610,3.2,27771,60792,2.2,All,2018,Jul
991,Rural Tourism,617971,2310609,3.7,41313,109451,2.7,All,2018,Aug
992,Rural Tourism,422060,1052592,2.5,29476,49463,1.7,All,2018,Sep
993,Rural Tourism,378284,905675,2.4,20926,33379,1.6,All,2018,Oct
994,Rural Tourism,281690,623269,2.2,10054,16856,1.7,All,2018,Nov
995,Rural Tourism,334370,872014,2.6,9407,17555,1.9,All,2018,Dec
996,Rural Tourism,139376,321785,2.3,4524,7996,1.8,All,2019,Jan
997,Rural Tourism,194847,406292,2.1,5910,9985,1.7,All,2019,Feb
998,Rural Tourism,288532,618980,2.2,8268,13728,1.7,All,2019,Mar
999,Rural Tourism,382344,1018402,2.7,19567,34363,1.8,All,2019,Apr
1000,Rural Tourism,367754,850262,2.3,23436,35974,1.5,All,2019,May
1001,Rural Tourism,439082,1054793,2.4,26757,40696,1.5,All,2019,Jun
1002,Rural Tourism,515634,1624956,3.2,29363,67151,2.3,All,2019,Jul
1003,Rural Tourism,655937,2403090,3.7,44079,112514,2.6,All,2019,Aug
1004,Rural Tourism,419287,1063493,2.5,28968,46391,1.6,All,2019,Sep
1005,Rural Tourism,374023,833536,2.2,18792,27544,1.5,All,2019,Oct
1006,Rural Tourism,300454,644452,2.1,8648,13564,1.6,All,2019,Nov
1007,Rural Tourism,341850,877322,2.6,9042,17138,1.9,All,2019,Dec
1008,Rural Tourism,160172,365838,2.3,4038,6073,1.5,All,2020,Jan
1009,Rural Tourism,226830,493030,2.2,5426,8218,1.5,All,2020,Feb
1010,Rural Tourism,56332,149317,2.7,1379,2092,1.5,All,2020,Mar
1011,Rural Tourism,..,..,..,..,..,..,All,2020,Apr
1012,Rural Tourism,8005,37322,4.7,160,217,1.4,All,2020,May
1013,Rural Tourism,116497,277689,2.4,3633,7608,2.1,All,2020,Jun
1014,Rural Tourism,428995,1451102,3.4,15475,42756,2.8,All,2020,Jul
1015,Rural Tourism,535842,2109993,3.9,28090,79752,2.8,All,2020,Aug
1016,Rural Tourism,259925,673666,2.6,11530,23042,2,All,2020,Sep
1017,Rural Tourism,162686,398249,2.5,6144,10804,1.8,All,2020,Oct
1018,Rural Tourism,41937,130492,3.1,1352,2430,1.8,All,2020,Nov
1019,Rural Tourism,85687,227904,2.7,1429,2531,1.8,All,2020,Dec
1020,Rural Tourism,33313,111841,3.4,601,1261,2.1,All,2021,Jan
1021,Rural Tourism,34355,114811,3.3,292,768,2.6,All,2021,Feb
1022,Rural Tourism,99362,251495,2.5,3329,5365,1.6,All,2021,Mar
1023,Rural Tourism,127464,330931,2.6,5569,9850,1.8,All,2021,Apr
1024,Rural Tourism,199371,464569,2.3,8672,12695,1.5,All,2021,May
1025,Rural Tourism,318030,798997,2.5,11558,19723,1.7,All,2021,Jun
1026,Rural Tourism,525007,1705124,3.3,27885,64165,2.3,All,2021,Jul
1027,Rural Tourism,640477,2453153,3.8,41077,108044,2.6,All,2021,Aug
1028,Rural Tourism,425742,1116298,2.6,24842,44164,1.8,All,2021,Sep
1029,Rural Tourism,439833,1095321,2.5,19552,32170,1.7,All,2021,Oct
1030,Rural Tourism,248744,570823,2.3,8474,14479,1.7,All,2021,Nov
1031,Rural Tourism,288182,765811,2.7,8083,15359,1.9,All,2021,Dec
1032,Rural Tourism,141728,356351,2.5,3160,4818,1.5,All,2022,Jan
1033,Rural Tourism,210983,486562,2.3,4481,7236,1.6,All,2022,Feb
1034,Rural Tourism,225036,518528,2.3,5247,7747,1.5,All,2022,Mar
1035,Rural Tourism,413073,1076089,2.6,19093,31825,1.7,All,2022,Apr
1036,Rural Tourism,366923,853724,2.3,22650,31237,1.4,All,2022,May
1037,Rural Tourism,409495,1029162,2.5,21804,34829,1.6,All,2022,Jun
1038,Rural Tourism,553793,1792243,3.2,30316,68206,2.3,All,2022,Jul
1039,Rural Tourism,638619,2423936,3.8,40530,100910,2.5,All,2022,Aug
1040,Hotels,1876469,4371423,..,101507,219875,..,Spain,2001,Jan
1041,Hotels,2179135,4869295,..,106581,225723,..,Spain,2001,Feb
1042,Hotels,2519243,5913829,..,129918,286968,..,Spain,2001,Mar
1043,Hotels,3020317,7873787,..,158236,368551,..,Spain,2001,Apr
1044,Hotels,2664737,6292310,..,147902,342371,..,Spain,2001,May
1045,Hotels,2946672,7446393,..,171601,396343,..,Spain,2001,Jun
1046,Hotels,3244732,9645273,..,239528,620542,..,Spain,2001,Jul
1047,Hotels,3917546,12873952,..,355364,1001757,..,Spain,2001,Aug
1048,Hotels,3223605,8960900,..,213581,525114,..,Spain,2001,Sep
1049,Hotels,2859626,6752436,..,176900,409983,..,Spain,2001,Oct
1050,Hotels,2336166,5478825,..,140210,307451,..,Spain,2001,Nov
1051,Hotels,2104053,4782544,..,121860,259180,..,Spain,2001,Dec
1052,Hotels,1824018,4162060,..,96185,196889,..,Spain,2002,Jan
1053,Hotels,2163645,4878095,..,113314,244896,..,Spain,2002,Feb
1054,Hotels,2863303,7167758,..,166786,393199,..,Spain,2002,Mar
1055,Hotels,2626016,6502711,..,146223,348920,..,Spain,2002,Apr
1056,Hotels,2800938,6786378,..,157533,390835,..,Spain,2002,May
1057,Hotels,2909167,7408601,..,177250,438313,..,Spain,2002,Jun
1058,Hotels,3326284,9926692,..,251747,660803,..,Spain,2002,Jul
1059,Hotels,4093306,13607146,..,377593,1047092,..,Spain,2002,Aug
1060,Hotels,3206586,9008303,..,208683,532005,..,Spain,2002,Sep
1061,Hotels,2841697,6663524,..,183697,454979,..,Spain,2002,Oct
1062,Hotels,2363666,5460888,..,136043,326496,..,Spain,2002,Nov
1063,Hotels,2239496,5146230,..,123353,275176,..,Spain,2002,Dec
1064,Hotels,1866434,4476189,..,122462,247441,..,Spain,2003,Jan
1065,Hotels,2185902,4907859,..,123509,246385,..,Spain,2003,Feb
1066,Hotels,2621941,6106543,..,155501,312960,..,Spain,2003,Mar
1067,Hotels,3096315,7706675,..,182461,371767,..,Spain,2003,Apr
1068,Hotels,2987830,7106332,..,195477,407063,..,Spain,2003,May
1069,Hotels,3268531,8085899,..,220996,466540,..,Spain,2003,Jun
1070,Hotels,3604009,10712570,..,294373,676360,..,Spain,2003,Jul
1071,Hotels,4321876,14501388,..,425793,1072956,..,Spain,2003,Aug
1072,Hotels,3508436,9750160,..,284889,612544,..,Spain,2003,Sep
1073,Hotels,2961468,7075513,..,212470,452477,..,Spain,2003,Oct
1074,Hotels,2478930,5602497,..,158651,332031,..,Spain,2003,Nov
1075,Hotels,2381098,5263796,..,142905,282537,..,Spain,2003,Dec
1076,Hotels,2014826,4764150,..,132698,261089,..,Spain,2004,Jan
1077,Hotels,2548353,5686798,..,151684,297824,..,Spain,2004,Feb
1078,Hotels,2886872,6658937,..,186054,374700,..,Spain,2004,Mar
1079,Hotels,3310414,8306562,..,244930,498705,..,Spain,2004,Apr
1080,Hotels,3232971,7398208,..,254221,525853,..,Spain,2004,May
1081,Hotels,3650036,8906012,..,295654,639399,..,Spain,2004,Jun
1082,Hotels,4051344,11777136,..,361781,851761,..,Spain,2004,Jul
1083,Hotels,4762452,15791552,..,468415,1174325,..,Spain,2004,Aug
1084,Hotels,3866299,10391873,..,338609,756724,..,Spain,2004,Sep
1085,Hotels,3563172,8332309,..,290065,604603,..,Spain,2004,Oct
1086,Hotels,2670646,5981330,..,193019,393148,..,Spain,2004,Nov
1087,Hotels,2654019,6048682,..,172007,357886,..,Spain,2004,Dec
1088,Hotels,2139281,5093502,..,130891,260905,..,Spain,2005,Jan
1089,Hotels,2621061,5906300,..,146436,280656,..,Spain,2005,Feb
1090,Hotels,3391717,8291242,..,214316,449375,..,Spain,2005,Mar
1091,Hotels,3316778,7685716,..,200809,399133,..,Spain,2005,Apr
1092,Hotels,3646228,8756351,..,223232,462027,..,Spain,2005,May
1093,Hotels,3865747,9591276,..,254693,544703,..,Spain,2005,Jun
1094,Hotels,4366698,12921696,..,365832,873958,..,Spain,2005,Jul
1095,Hotels,4985733,16576635,..,468195,1218855,..,Spain,2005,Aug
1096,Hotels,4038043,11027323,..,295630,671642,..,Spain,2005,Sep
1097,Hotels,3628419,8569218,..,240793,509751,..,Spain,2005,Oct
1098,Hotels,2898398,6405258,..,197524,392404,..,Spain,2005,Nov
1099,Hotels,2702235,6050803,..,164919,330036,..,Spain,2005,Dec
1100,Hotels,2551856,5543720,..,148675,290107,..,Spain,2006,Jan
1101,Hotels,3043034,6393933,..,157591,307912,..,Spain,2006,Feb
1102,Hotels,3553339,7710448,..,194813,388385,..,Spain,2006,Mar
1103,Hotels,4390094,10332751,..,260980,544959,..,Spain,2006,Apr
1104,Hotels,3947962,8883711,..,231881,475049,..,Spain,2006,May
1105,Hotels,4371721,10342158,..,264688,559282,..,Spain,2006,Jun
1106,Hotels,4941982,13816338,..,356589,894305,..,Spain,2006,Jul
1107,Hotels,5553617,17367092,..,442343,1170150,..,Spain,2006,Aug
1108,Hotels,4563672,11628069,..,286742,643269,..,Spain,2006,Sep
1109,Hotels,4146937,9331419,..,246768,535246,..,Spain,2006,Oct
1110,Hotels,3254904,6951324,..,188688,379884,..,Spain,2006,Nov
1111,Hotels,3125022,6787290,..,165020,336119,..,Spain,2006,Dec
1112,Hotels,2604319,5584479,..,150174,288996,..,Spain,2007,Jan
1113,Hotels,3088894,6437950,..,154763,297623,..,Spain,2007,Feb
1114,Hotels,3769341,8140429,..,202108,399393,..,Spain,2007,Mar
1115,Hotels,4450863,10676929,..,252003,532241,..,Spain,2007,Apr
1116,Hotels,4015617,8856229,..,222944,451964,..,Spain,2007,May
1117,Hotels,4658070,10850954,..,258681,560940,..,Spain,2007,Jun
1118,Hotels,5003539,13905160,..,351175,836021,..,Spain,2007,Jul
1119,Hotels,5654061,17249956,..,457726,1171552,..,Spain,2007,Aug
1120,Hotels,4604220,11609665,..,303405,678052,..,Spain,2007,Sep
1121,Hotels,4224929,9206010,..,276480,596686,..,Spain,2007,Oct
1122,Hotels,3502020,7527475,..,205599,434480,..,Spain,2007,Nov
1123,Hotels,3064815,6551469,..,172760,350470,..,Spain,2007,Dec
1124,Hotels,2673147,5661599,..,150410,309651,..,Spain,2008,Jan
1125,Hotels,3326713,7028946,..,171467,343573,..,Spain,2008,Feb
1126,Hotels,4097905,9562449,..,230286,503697,..,Spain,2008,Mar
1127,Hotels,3744345,8471861,..,205601,429133,..,Spain,2008,Apr
1128,Hotels,4226211,9512722,..,244517,534778,..,Spain,2008,May
1129,Hotels,4443768,10443013,..,246229,556379,..,Spain,2008,Jun
1130,Hotels,4977811,13599423,..,324767,799759,..,Spain,2008,Jul
1131,Hotels,5584157,16843151,..,418257,1072448,..,Spain,2008,Aug
1132,Hotels,4425435,11188118,..,267969,623126,..,Spain,2008,Sep
1133,Hotels,3839709,8397307,..,251234,560036,..,Spain,2008,Oct
1134,Hotels,3072911,6587614,..,179452,389716,..,Spain,2008,Nov
