destination,year,month,travellers_Spain,nights_Spain,travellers_Foreign,nights_Foreign,travellers_All,nights_All,avg_stay_All
Ourense,2012,Oct,8778.0,13505.0,919.0,1838.0,9697.0,15343.0,1.6
Ourense,2012,Nov,7622.0,11549.0,827.0,1430.0,8449.0,12979.0,1.5
Ourense,2012,Dec,6743.0,10384.0,655.0,1172.0,7398.0,11556.0,1.6
Ourense,2013,Jan,5402.0,10105.0,620.0,1044.0,6022.0,11149.0,1.9
Ourense,2013,Feb,5978.0,10803.0,669.0,1030.0,6647.0,11833.0,1.8
Ourense,2013,Mar,7194.0,12783.0,771.0,1515.0,7965.0,14298.0,1.8
Ourense,2013,Apr,6828.0,10203.0,840.0,1453.0,7668.0,11656.0,1.5
Ourense,2013,May,7476.0,11861.0,1293.0,2151.0,8769.0,14012.0,1.6
Ourense,2013,Jun,7247.0,13520.0,1096.0,1886.0,8343.0,15406.0,1.9
Ourense,2013,Jul,6259.0,11301.0,961.0,2117.0,7220.0,13418.0,1.9
Ourense,2013,Aug,8786.0,16625.0,1142.0,1916.0,9928.0,18541.0,1.9
Ourense,2013,Sep,7769.0,14167.0,1509.0,2788.0,9278.0,16955.0,1.8
Ourense,2013,Oct,7148.0,12307.0,1172.0,1762.0,8320.0,14069.0,1.7
Ourense,2013,Nov,6969.0,11357.0,377.0,983.0,7346.0,12340.0,1.7
Ourense,2013,Dec,5940.0,10600.0,319.0,568.0,6259.0,11168.0,1.8
Ourense,2014,Jan,4406.0,7354.0,387.0,778.0,4793.0,8132.0,1.7
Ourense,2014,Feb,5413.0,8669.0,609.0,1156.0,6022.0,9825.0,1.6
Ourense,2014,Mar,6381.0,10514.0,630.0,1028.0,7011.0,11542.0,1.7
Ourense,2014,Apr,7243.0,12723.0,807.0,1417.0,8050.0,14140.0,1.8
Ourense,2014,May,6924.0,11601.0,1365.0,1959.0,8289.0,13560.0,1.6
Ourense,2014,Jun,7529.0,12772.0,889.0,1713.0,8418.0,14485.0,1.7
Ourense,2014,Jul,6954.0,11982.0,973.0,1489.0,7927.0,13471.0,1.7
Ourense,2014,Aug,9908.0,18118.0,1188.0,2071.0,11096.0,20189.0,1.8
Ourense,2014,Sep,8661.0,14889.0,1239.0,2219.0,9900.0,17108.0,1.7
Ourense,2014,Oct,7499.0,12576.0,781.0,1624.0,8280.0,14200.0,1.7
Ourense,2014,Nov,7197.0,12797.0,519.0,1526.0,7716.0,14323.0,1.9
Ourense,2014,Dec,5903.0,14603.0,549.0,1675.0,6452.0,16278.0,2.5
Ourense,2015,Jan,5632.0,9845.0,620.0,1053.0,6252.0,10898.0,1.7
Ourense,2015,Feb,7967.0,13447.0,662.0,1686.0,8629.0,15133.0,1.8
Ourense,2015,Mar,7802.0,13285.0,563.0,2003.0,8365.0,15288.0,1.8
Ourense,2015,Apr,7159.0,12303.0,877.0,1711.0,8036.0,14014.0,1.7
Ourense,2015,May,7721.0,13415.0,1089.0,2208.0,8810.0,15623.0,1.8
Ourense,2015,Jun,8509.0,14034.0,1196.0,2246.0,9705.0,16280.0,1.7
Ourense,2015,Jul,10139.0,16258.0,1470.0,2263.0,11609.0,18521.0,1.6
Ourense,2015,Aug,11084.0,20137.0,1904.0,3310.0,12988.0,23447.0,1.8
Ourense,2015,Sep,9251.0,15627.0,1315.0,2697.0,10566.0,18324.0,1.7
Ourense,2015,Oct,8759.0,14944.0,1188.0,2162.0,9947.0,17106.0,1.7
Ourense,2015,Nov,7693.0,12801.0,737.0,1466.0,8430.0,14267.0,1.7
Ourense,2015,Dec,7493.0,13568.0,572.0,1235.0,8065.0,14803.0,1.8
Ourense,2016,Jan,7311.0,11791.0,622.0,935.0,7933.0,12726.0,1.6
Ourense,2016,Feb,8568.0,13334.0,827.0,1617.0,9395.0,14951.0,1.6
Ourense,2016,Mar,10767.0,17100.0,842.0,1679.0,11609.0,18779.0,1.6
Ourense,2016,Apr,8470.0,13228.0,1876.0,3040.0,10346.0,16268.0,1.6
Ourense,2016,May,9358.0,15129.0,1426.0,2710.0,10784.0,17839.0,1.7
Ourense,2016,Jun,11251.0,15861.0,1404.0,2426.0,12655.0,18287.0,1.5
Ourense,2016,Jul,10562.0,17026.0,2012.0,3728.0,12574.0,20754.0,1.7
Ourense,2016,Aug,13225.0,23131.0,1843.0,3210.0,15068.0,26341.0,1.8
Ourense,2016,Sep,10672.0,17350.0,2121.0,4274.0,12793.0,21624.0,1.7
Ourense,2016,Oct,11047.0,18238.0,1066.0,1702.0,12113.0,19940.0,1.7
Ourense,2016,Nov,8909.0,13334.0,854.0,1820.0,9763.0,15154.0,1.6
Ourense,2016,Dec,8324.0,13451.0,764.0,1352.0,9088.0,14803.0,1.6
Ourense,2017,Jan,7088.0,10657.0,863.0,1955.0,7951.0,12612.0,1.6
Ourense,2017,Feb,7314.0,10698.0,1118.0,1904.0,8432.0,12602.0,1.5
Ourense,2017,Mar,8113.0,12126.0,803.0,1546.0,8916.0,13672.0,1.5
Ourense,2017,Apr,10169.0,18216.0,1661.0,2902.0,11830.0,21118.0,1.8
Ourense,2017,May,8834.0,13983.0,1540.0,2609.0,10374.0,16592.0,1.6
Ourense,2017,Jun,9099.0,14772.0,1854.0,3768.0,10953.0,18540.0,1.7
Ourense,2017,Jul,10643.0,16408.0,1602.0,3393.0,12245.0,19801.0,1.6
Ourense,2017,Aug,12045.0,20256.0,1900.0,3937.0,13945.0,24193.0,1.7
Ourense,2017,Sep,10074.0,16549.0,2181.0,3919.0,12255.0,20468.0,1.7
Ourense,2017,Oct,9932.0,16082.0,1484.0,2749.0,11416.0,18831.0,1.7
Ourense,2017,Nov,7922.0,12481.0,931.0,1709.0,8853.0,14190.0,1.6
Ourense,2017,Dec,8442.0,12626.0,1344.0,3032.0,9786.0,15658.0,1.6
Ourense,2018,Jan,6772.0,10535.0,793.0,1558.0,7565.0,12093.0,1.6
Ourense,2018,Feb,7482.0,11312.0,1059.0,1897.0,8541.0,13209.0,1.6
Ourense,2018,Mar,9922.0,15360.0,843.0,1567.0,10765.0,16927.0,1.6
Ourense,2018,Apr,9326.0,14583.0,1557.0,2546.0,10883.0,17129.0,1.6
Ourense,2018,May,9571.0,14814.0,1960.0,3146.0,11531.0,17960.0,1.6
Ourense,2018,Jun,10593.0,17264.0,1620.0,3086.0,12213.0,20350.0,1.7
Ourense,2018,Jul,7762.0,13847.0,2655.0,5079.0,10417.0,18926.0,1.8
Ourense,2018,Aug,11444.0,20736.0,2899.0,4578.0,14343.0,25314.0,1.8
Ourense,2018,Sep,10651.0,18479.0,2596.0,4256.0,13247.0,22735.0,1.7
Ourense,2018,Oct,10300.0,17299.0,1683.0,2826.0,11983.0,20125.0,1.7
Ourense,2018,Nov,9504.0,15553.0,1096.0,2314.0,10600.0,17867.0,1.7
Ourense,2018,Dec,8442.0,12626.0,1344.0,3032.0,9786.0,15658.0,1.6
Ourense,2019,Jan,6746.0,10955.0,902.0,1633.0,7648.0,12588.0,1.7
Ourense,2019,Feb,8148.0,12770.0,1181.0,2148.0,9329.0,14918.0,1.6
Ourense,2019,Mar,10520.0,16636.0,1416.0,1957.0,11936.0,18593.0,1.6
Ourense,2019,Apr,11977.0,18930.0,1444.0,2190.0,13421.0,21120.0,1.6
Ourense,2019,May,9886.0,16615.0,2345.0,3627.0,12231.0,20242.0,1.7
Ourense,2019,Jun,10808.0,16857.0,2296.0,3713.0,13104.0,20570.0,1.6
Ourense,2019,Jul,11707.0,19194.0,1946.0,3165.0,13653.0,22359.0,1.6
Ourense,2019,Aug,14584.0,26598.0,2532.0,3831.0,17116.0,30429.0,1.8
Ourense,2019,Sep,11333.0,18764.0,2378.0,4569.0,13711.0,23333.0,1.7
Ourense,2019,Oct,10862.0,18210.0,2052.0,2749.0,12914.0,20959.0,1.6
Ourense,2019,Nov,9753.0,15960.0,1315.0,2303.0,11068.0,18263.0,1.7
Ourense,2019,Dec,9727.0,15436.0,1186.0,2018.0,10913.0,17454.0,1.6
Ourense,2020,Jan,7968.0,12295.0,1036.0,2075.0,9004.0,14370.0,1.6
Ourense,2020,Feb,9971.0,16289.0,1590.0,2742.0,11561.0,19031.0,1.7
Ourense,2020,Mar,4219.0,8320.0,547.0,856.0,4766.0,9176.0,1.9
Ourense,2020,Apr,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ourense,2020,Jul,6019.0,9715.0,633.0,1047.0,6652.0,10762.0,1.6
Ourense,2020,Aug,10270.0,17249.0,919.0,1389.0,11189.0,18638.0,1.7
Ourense,2020,Sep,6356.0,10195.0,907.0,1746.0,7263.0,11941.0,1.6
Ourense,2020,Oct,2896.0,4586.0,313.0,696.0,3209.0,5282.0,1.7
Ourense,2020,Nov,2700.0,4006.0,251.0,484.0,2951.0,4490.0,1.5
Ourense,2020,Dec,3294.0,5165.0,327.0,560.0,3621.0,5725.0,1.6
Ourense,2021,Jan,2663.0,4357.0,281.0,508.0,2944.0,4865.0,1.7
Ourense,2021,Feb,2622.0,4604.0,364.0,441.0,2986.0,5045.0,1.7
Ourense,2021,Mar,4291.0,6357.0,429.0,526.0,4720.0,6883.0,1.5
Ourense,2021,Apr,5817.0,9413.0,780.0,883.0,6597.0,10296.0,1.6
Ourense,2021,May,6686.0,10319.0,568.0,868.0,7254.0,11187.0,1.5
Ourense,2021,Jun,7788.0,12495.0,847.0,1262.0,8635.0,13757.0,1.6
Ourense,2021,Jul,11683.0,19028.0,1025.0,1880.0,12708.0,20908.0,1.7
Ourense,2021,Aug,14763.0,26754.0,1393.0,2275.0,16156.0,29029.0,1.8
Ourense,2021,Sep,11438.0,19004.0,1270.0,1826.0,12708.0,20830.0,1.6
Ourense,2021,Oct,10406.0,18616.0,1943.0,2439.0,12349.0,21055.0,1.7
Ourense,2021,Nov,8366.0,13093.0,1016.0,1656.0,9382.0,14749.0,1.6
Ourense,2021,Dec,8146.0,12575.0,694.0,1199.0,8840.0,13774.0,1.6
Ourense,2022,Jan,6754.0,11983.0,573.0,1190.0,7327.0,13173.0,1.8
Ourense,2022,Feb,8059.0,13915.0,1096.0,1717.0,9155.0,15632.0,1.7
Ourense,2022,Mar,8787.0,16268.0,905.0,1493.0,9692.0,17761.0,1.8
Ourense,2022,Apr,9736.0,18558.0,1363.0,2215.0,11099.0,20773.0,1.9
Ourense,2022,May,10743.0,21492.0,1829.0,2681.0,12572.0,24173.0,1.9
Ourense,2022,Jun,9956.0,18559.0,2313.0,3637.0,12269.0,22196.0,1.8
Ourense,2022,Jul,10241.0,17035.0,2064.0,3775.0,12305.0,20810.0,1.7
Ourense,2022,Aug,12505.0,22522.0,3123.0,6509.0,15628.0,29031.0,1.9
O Grove,2005,Mar,4105.1,9872.6,474.5,926.1,4580.0,10799.0,2.4
O Grove,2005,Apr,3529.3,7723.7,766.8,1034.4,4296.0,8758.0,2.0
O Grove,2005,May,5522.1,14571.0,1072.4,2558.3,6594.0,17129.0,2.6
O Grove,2005,Jun,7543.9,23366.6,1169.3,3158.4,8713.0,26525.0,3.0
O Grove,2005,Jul,13457.7,46388.6,1789.8,7417.7,15248.0,53807.0,3.5
O Grove,2005,Aug,17415.4,74008.0,1727.8,5306.7,19143.0,79315.0,4.1
O Grove,2005,Sep,13118.6,40846.9,1436.6,2838.5,14556.0,43685.0,3.0
O Grove,2005,Oct,9972.1,27774.3,623.3,1146.9,10595.0,28921.0,2.7
O Grove,2005,Nov,3974.3,9104.7,789.7,1509.3,4764.0,10614.0,2.2
O Grove,2005,Dec,3392.8,8341.5,1419.2,3320.5,4812.0,11662.0,2.4
O Grove,2006,Jan,3894.9,9885.2,319.5,943.2,4215.0,10828.0,2.6
O Grove,2006,Feb,3643.1,8760.1,491.9,1148.9,4135.0,9909.0,2.4
O Grove,2006,Mar,4223.9,9930.9,447.9,1240.3,4672.0,11171.0,2.4
O Grove,2006,Apr,6535.3,18971.7,2304.0,4601.3,8839.0,23573.0,2.7
O Grove,2006,May,5365.7,15787.5,560.6,1127.2,5927.0,16915.0,2.9
O Grove,2006,Jun,7856.3,22276.9,1357.2,4788.8,9213.0,27066.0,2.9
O Grove,2006,Jul,13456.8,50429.4,1511.1,6988.4,14968.0,57417.0,3.8
O Grove,2006,Aug,18058.4,77664.2,2138.4,6021.2,20196.0,83685.0,4.1
O Grove,2006,Sep,10000.1,34913.0,1371.5,2716.0,11372.0,37629.0,3.3
O Grove,2006,Oct,8754.9,25389.1,1041.7,2287.9,9797.0,27677.0,2.8
O Grove,2006,Nov,4440.6,10597.1,294.4,834.9,4735.0,11432.0,2.4
O Grove,2006,Dec,3848.3,9845.6,1341.6,2746.1,5190.0,12592.0,2.4
O Grove,2007,Jan,3414.0,8607.0,430.0,775.0,3844.0,9382.0,2.4
O Grove,2007,Feb,4108.0,10637.0,755.0,1574.0,4863.0,12211.0,2.5
O Grove,2007,Mar,4319.0,12210.0,482.0,877.0,4801.0,13087.0,2.7
O Grove,2007,Apr,7804.0,20189.0,573.0,1086.0,8377.0,21275.0,2.5
O Grove,2007,May,5643.0,16021.0,805.0,1855.0,6448.0,17876.0,2.8
O Grove,2007,Jun,8908.0,24955.0,1017.0,2456.0,9925.0,27411.0,2.8
O Grove,2007,Jul,12120.0,42544.0,1383.0,5393.0,13503.0,47937.0,3.6
O Grove,2007,Aug,17919.0,72154.0,1910.0,5014.0,19829.0,77168.0,3.9
O Grove,2007,Sep,11866.0,40611.0,1728.0,3986.0,13594.0,44597.0,3.3
O Grove,2007,Oct,13390.0,35538.0,1002.0,2020.0,14392.0,37558.0,2.6
O Grove,2007,Nov,5270.0,14887.0,540.0,946.0,5810.0,15833.0,2.7
O Grove,2007,Dec,4549.0,11527.0,1295.0,2514.0,5844.0,14041.0,2.4
O Grove,2008,Feb,4978.0,10844.0,359.0,755.0,5337.0,11599.0,2.2
O Grove,2008,Mar,7171.0,18387.0,464.0,1084.0,7635.0,19471.0,2.6
O Grove,2008,Apr,5621.0,12649.0,545.0,891.0,6166.0,13540.0,2.2
O Grove,2008,May,6556.0,16921.0,1563.0,2627.0,8119.0,19548.0,2.4
O Grove,2008,Jun,7929.0,23074.0,1778.0,4160.0,9707.0,27234.0,2.8
O Grove,2008,Jul,12717.0,40859.0,1385.0,3968.0,14102.0,44827.0,3.2
O Grove,2008,Aug,17405.0,64023.0,1985.0,5080.0,19390.0,69103.0,3.6
O Grove,2008,Sep,11456.0,33217.0,1177.0,3652.0,12633.0,36869.0,2.9
O Grove,2008,Oct,12956.0,33825.0,1137.0,1682.0,14093.0,35507.0,2.5
O Grove,2008,Nov,7448.0,17410.0,752.0,1099.0,8200.0,18509.0,2.3
O Grove,2008,Dec,4867.0,10494.0,1087.0,1954.0,5954.0,12448.0,2.1
O Grove,2009,Mar,4908.0,12867.0,608.0,1069.0,5516.0,13936.0,2.5
O Grove,2009,Apr,6405.0,17435.0,637.0,1681.0,7042.0,19116.0,2.7
O Grove,2009,May,7432.0,19232.0,704.0,1457.0,8136.0,20689.0,2.5
O Grove,2009,Jun,8037.0,25701.0,735.0,1892.0,8772.0,27593.0,3.2
O Grove,2009,Jul,12815.0,43938.0,1759.0,5483.0,14574.0,49421.0,3.4
O Grove,2009,Aug,17008.0,64142.0,1741.0,5072.0,18749.0,69214.0,3.7
O Grove,2009,Sep,10066.0,32350.0,700.0,1801.0,10766.0,34151.0,3.2
O Grove,2009,Oct,11206.0,29038.0,728.0,1614.0,11934.0,30652.0,2.6
O Grove,2009,Nov,5439.0,14548.0,149.0,268.0,5588.0,14816.0,2.7
O Grove,2010,Apr,5477.0,15195.0,1146.0,2129.0,6623.0,17324.0,2.6
O Grove,2010,May,7508.0,17759.0,644.0,1164.0,8152.0,18923.0,2.3
O Grove,2010,Jun,9846.0,28846.0,1263.0,3462.0,11109.0,32308.0,2.9
O Grove,2010,Jul,15083.0,50269.0,1991.0,6251.0,17074.0,56520.0,3.3
O Grove,2010,Aug,17256.0,69905.0,2363.0,7972.0,19619.0,77877.0,4.0
O Grove,2010,Sep,12054.0,38967.0,735.0,1812.0,12789.0,40779.0,3.2
O Grove,2010,Oct,11813.0,32694.0,1344.0,3187.0,13157.0,35881.0,2.7
O Grove,2011,Apr,5694.0,14159.0,527.0,1121.0,6221.0,15280.0,2.5
O Grove,2011,May,5821.0,12395.0,862.0,1202.0,6683.0,13597.0,2.0
O Grove,2011,Jun,8558.0,25686.0,1254.0,3036.0,9812.0,28722.0,2.9
O Grove,2011,Jul,15325.0,44840.0,1244.0,4428.0,16569.0,49268.0,3.0
O Grove,2011,Aug,15205.0,54560.0,2123.0,7551.0,17328.0,62111.0,3.6
O Grove,2011,Sep,12625.0,35909.0,1190.0,2929.0,13815.0,38838.0,2.8
O Grove,2011,Oct,11569.0,32200.0,756.0,1369.0,12325.0,33569.0,2.7
O Grove,2012,Mar,5786.0,14978.0,344.0,519.0,6130.0,15497.0,2.5
O Grove,2012,Apr,6532.0,15922.0,636.0,1242.0,7168.0,17164.0,2.4
O Grove,2012,May,4543.0,9325.0,989.0,2892.0,5532.0,12217.0,2.2
O Grove,2012,Jun,7304.0,18866.0,884.0,2068.0,8188.0,20934.0,2.6
O Grove,2012,Jul,11132.0,39975.0,2278.0,6155.0,13410.0,46130.0,3.4
O Grove,2012,Aug,15477.0,51931.0,2118.0,5240.0,17595.0,57171.0,3.3
O Grove,2012,Sep,11688.0,30646.0,1222.0,3137.0,12910.0,33783.0,2.6
O Grove,2012,Oct,8881.0,24362.0,613.0,1333.0,9494.0,25695.0,2.7
O Grove,2012,Nov,4021.0,10798.0,299.0,431.0,4320.0,11229.0,2.6
O Grove,2012,Dec,4206.0,8057.0,817.0,1615.0,5023.0,9672.0,1.9
O Grove,2013,Mar,5630.0,11825.0,371.0,681.0,6001.0,12506.0,2.1
O Grove,2013,Apr,3559.0,7521.0,544.0,1424.0,4103.0,8945.0,2.2
O Grove,2013,May,6371.0,15035.0,433.0,991.0,6804.0,16026.0,2.4
O Grove,2013,Jun,7784.0,18808.0,1420.0,3727.0,9204.0,22535.0,2.5
O Grove,2013,Jul,12096.0,36030.0,1412.0,3848.0,13508.0,39878.0,3.0
O Grove,2013,Aug,16584.0,56996.0,2278.0,7056.0,18862.0,64052.0,3.4
O Grove,2013,Sep,9282.0,28038.0,2257.0,5158.0,11539.0,33196.0,2.9
O Grove,2013,Oct,9035.0,23046.0,925.0,2197.0,9960.0,25243.0,2.5
O Grove,2013,Nov,5063.0,13073.0,248.0,415.0,5311.0,13488.0,2.5
O Grove,2013,Dec,4967.0,9050.0,692.0,1317.0,5659.0,10367.0,1.8
O Grove,2014,Apr,5722.0,12623.0,643.0,1259.0,6365.0,13882.0,2.2
O Grove,2014,May,6462.0,13823.0,695.0,1505.0,7157.0,15328.0,2.1
O Grove,2014,Jun,8053.0,20019.0,972.0,2640.0,9025.0,22659.0,2.5
O Grove,2014,Jul,12735.0,36436.0,1724.0,4851.0,14459.0,41287.0,2.9
O Grove,2014,Aug,17905.0,55721.0,2137.0,5804.0,20042.0,61525.0,3.1
O Grove,2014,Sep,9789.0,27742.0,1654.0,3409.0,11443.0,31151.0,2.7
O Grove,2014,Oct,10251.0,27153.0,566.0,1584.0,10817.0,28737.0,2.7
O Grove,2014,Nov,5481.0,12010.0,120.0,221.0,5601.0,12231.0,2.2
O Grove,2015,Mar,5671.0,11139.0,265.0,545.0,5936.0,11684.0,2.0
O Grove,2015,Apr,6209.0,14730.0,588.0,1314.0,6797.0,16044.0,2.4
O Grove,2015,May,7042.0,14603.0,877.0,2142.0,7919.0,16745.0,2.1
O Grove,2015,Jun,10857.0,25727.0,1140.0,3495.0,11997.0,29222.0,2.4
O Grove,2015,Jul,16547.0,46701.0,1806.0,4971.0,18353.0,51672.0,2.8
O Grove,2015,Aug,19620.0,66054.0,2049.0,6853.0,21669.0,72907.0,3.4
O Grove,2015,Sep,11499.0,31756.0,1707.0,4867.0,13206.0,36623.0,2.8
O Grove,2015,Oct,9585.0,25617.0,947.0,2005.0,10532.0,27622.0,2.6
O Grove,2015,Nov,5281.0,12176.0,414.0,688.0,5695.0,12864.0,2.3
O Grove,2016,Mar,6627.0,13096.0,616.0,1266.0,7243.0,14362.0,2.0
O Grove,2016,Apr,5412.0,10182.0,1005.0,2659.0,6417.0,12841.0,2.0
O Grove,2016,May,7036.0,14669.0,639.0,1367.0,7675.0,16036.0,2.1
O Grove,2016,Jun,11472.0,26937.0,1109.0,3135.0,12581.0,30072.0,2.4
O Grove,2016,Jul,17718.0,56051.0,2084.0,6208.0,19802.0,62259.0,3.1
O Grove,2016,Aug,21554.0,69916.0,2475.0,7489.0,24029.0,77405.0,3.2
O Grove,2016,Sep,11980.0,31459.0,1846.0,7668.0,13826.0,39127.0,2.8
O Grove,2016,Oct,11095.0,27743.0,1221.0,2878.0,12316.0,30621.0,2.5
O Grove,2016,Nov,4799.0,11103.0,374.0,593.0,5173.0,11696.0,2.3
O Grove,2017,Apr,8977.0,20073.0,1111.0,1743.0,10088.0,21816.0,2.2
O Grove,2017,May,6654.0,14375.0,1157.0,3501.0,7811.0,17876.0,2.3
O Grove,2017,Jun,11764.0,31062.0,1778.0,4470.0,13542.0,35532.0,2.6
O Grove,2017,Jul,18692.0,56289.0,2660.0,7719.0,21352.0,64008.0,3.0
O Grove,2017,Aug,20752.0,74874.0,2460.0,9214.0,23212.0,84088.0,3.6
O Grove,2017,Sep,11772.0,32179.0,2217.0,4612.0,13989.0,36791.0,2.6
O Grove,2017,Oct,12080.0,30519.0,1512.0,2646.0,13592.0,33165.0,2.4
O Grove,2018,Mar,4917.0,10327.0,508.0,872.0,5425.0,11199.0,2.1
O Grove,2018,Apr,5193.0,12529.0,1213.0,2047.0,6406.0,14576.0,2.3
O Grove,2018,May,6748.0,15309.0,1126.0,2313.0,7874.0,17622.0,2.2
O Grove,2018,Jun,10825.0,28129.0,1912.0,5387.0,12737.0,33516.0,2.6
O Grove,2018,Jul,15659.0,51378.0,2329.0,6359.0,17988.0,57737.0,3.2
O Grove,2018,Aug,19267.0,68855.0,2775.0,8946.0,22042.0,77801.0,3.5
O Grove,2018,Sep,12634.0,34444.0,2678.0,5899.0,15312.0,40343.0,2.6
O Grove,2018,Oct,8512.0,21251.0,986.0,2208.0,9498.0,23459.0,2.5
O Grove,2019,Mar,4296.0,8752.0,532.0,829.0,4828.0,9581.0,2.0
O Grove,2019,Apr,7008.0,16408.0,867.0,1862.0,7875.0,18270.0,2.3
O Grove,2019,May,6605.0,15620.0,1786.0,2715.0,8391.0,18335.0,2.2
O Grove,2019,Jun,10424.0,27269.0,2229.0,5538.0,12653.0,32807.0,2.6
O Grove,2019,Jul,14647.0,45925.0,2580.0,8263.0,17227.0,54188.0,3.2
O Grove,2019,Aug,20183.0,64560.0,3032.0,10726.0,23215.0,75286.0,3.2
O Grove,2019,Sep,13107.0,35263.0,2866.0,7450.0,15973.0,42713.0,2.7
O Grove,2019,Oct,8502.0,23850.0,1296.0,2336.0,9798.0,26186.0,2.7
O Grove,2019,Nov,5095.0,11995.0,437.0,815.0,5532.0,12810.0,2.3
O Grove,2019,Dec,4057.0,7488.0,1112.0,1902.0,5169.0,9390.0,1.8
O Grove,2020,Apr,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O Grove,2020,Jul,11395.0,31275.0,584.0,1675.0,11979.0,32950.0,2.8
O Grove,2020,Aug,13425.0,40671.0,1066.0,2657.0,14491.0,43328.0,3.0
O Grove,2020,Sep,7137.0,16952.0,333.0,655.0,7470.0,17607.0,2.4
O Grove,2020,Oct,4388.0,8075.0,315.0,498.0,4703.0,8573.0,1.8
O Grove,2021,Mar,804.0,1173.0,23.0,45.0,827.0,1218.0,1.5
O Grove,2021,Apr,588.0,1022.0,55.0,165.0,643.0,1187.0,1.9
O Grove,2021,May,2394.0,3388.0,168.0,242.0,2562.0,3630.0,1.4
O Grove,2021,Jun,8734.0,19835.0,1233.0,2671.0,9967.0,22506.0,2.3
O Grove,2021,Jul,14014.0,43233.0,1065.0,3026.0,15079.0,46259.0,3.1
O Grove,2021,Aug,19719.0,60451.0,1882.0,6308.0,21601.0,66759.0,3.1
O Grove,2021,Sep,9747.0,31331.0,1666.0,3135.0,11413.0,34466.0,3.0
O Grove,2021,Oct,7434.0,21054.0,1205.0,2319.0,8639.0,23373.0,2.7
O Grove,2021,Nov,4057.0,7485.0,360.0,536.0,4417.0,8021.0,1.8
O Grove,2021,Dec,3887.0,7357.0,385.0,746.0,4272.0,8103.0,1.9
O Grove,2022,Apr,5903.0,13988.0,1174.0,2043.0,7077.0,16031.0,2.3
O Grove,2022,May,6690.0,14645.0,1513.0,2882.0,8203.0,17527.0,2.1
O Grove,2022,Jun,9683.0,26128.0,2365.0,4938.0,12048.0,31066.0,2.6
O Grove,2022,Jul,14980.0,43673.0,2881.0,6880.0,17861.0,50553.0,2.8
O Grove,2022,Aug,22389.0,67159.0,3434.0,8687.0,25823.0,75846.0,2.9
Sanxenxo,2005,Jan,1855.0,6659.7,417.7,907.0,2273.0,7567.0,3.3
Sanxenxo,2005,Mar,8845.7,33044.7,1013.7,2153.1,9860.0,35198.0,3.6
Sanxenxo,2005,Apr,8870.8,23493.4,2821.4,5444.4,11692.0,28937.0,2.5
Sanxenxo,2005,May,9276.4,32368.9,3845.6,6395.1,13122.0,38764.0,3.0
Sanxenxo,2005,Jun,16777.4,59019.4,7812.8,16154.7,24590.0,75174.0,3.1
Sanxenxo,2005,Jul,35152.7,146773.5,5400.8,15928.2,40554.0,162702.0,4.0
Sanxenxo,2005,Aug,37383.1,179875.1,8613.7,26614.6,45997.0,206490.0,4.5
Sanxenxo,2005,Sep,22940.9,90733.4,5027.7,12987.9,27969.0,103721.0,3.7
Sanxenxo,2005,Oct,11295.4,39891.6,4193.3,8014.3,15488.0,47906.0,3.1
Sanxenxo,2005,Nov,3919.4,11634.3,3741.7,9193.5,7661.0,20827.0,2.7
Sanxenxo,2005,Dec,3197.6,8525.3,1536.4,2323.6,4734.0,10849.0,2.3
Sanxenxo,2006,Jan,4188.7,9023.5,922.7,2155.2,5112.0,11179.0,2.2
Sanxenxo,2006,Feb,5330.7,9298.6,1036.0,1696.5,6367.0,10995.0,1.7
Sanxenxo,2006,Mar,6589.4,20830.2,1460.2,2295.6,8049.0,23126.0,2.9
Sanxenxo,2006,Apr,14270.0,42576.1,3098.1,5472.6,17368.0,48049.0,2.8
Sanxenxo,2006,May,11734.0,37364.9,3022.8,4977.3,14757.0,42342.0,2.9
Sanxenxo,2006,Jun,21542.1,72470.9,6755.6,11674.3,28298.0,84145.0,3.0
Sanxenxo,2006,Jul,38918.9,155920.2,7046.4,17530.5,45965.0,173451.0,3.8
Sanxenxo,2006,Aug,39528.7,188628.6,8198.8,23697.7,47728.0,212327.0,4.5
Sanxenxo,2006,Sep,23918.5,94109.9,6669.1,14734.8,30587.0,108845.0,3.6
Sanxenxo,2006,Oct,13129.3,44150.8,3089.6,4042.3,16219.0,48193.0,3.0
Sanxenxo,2006,Nov,7775.1,17818.8,1114.6,1975.8,8890.0,19795.0,2.2
Sanxenxo,2006,Dec,4064.0,11316.6,2498.0,4244.4,6562.0,15561.0,2.4
Sanxenxo,2007,Jan,3719.0,8180.0,659.0,1277.0,4378.0,9457.0,2.2
Sanxenxo,2007,Feb,4422.0,9475.0,1144.0,1969.0,5566.0,11444.0,2.1
Sanxenxo,2007,Mar,7502.0,16650.0,1717.0,2517.0,9219.0,19167.0,2.1
Sanxenxo,2007,Apr,13897.0,41635.0,3341.0,5868.0,17238.0,47503.0,2.8
Sanxenxo,2007,May,10784.0,35430.0,2591.0,4789.0,13375.0,40219.0,3.0
Sanxenxo,2007,Jun,17817.0,68278.0,5164.0,13028.0,22981.0,81306.0,3.5
Sanxenxo,2007,Jul,32107.0,144494.0,5994.0,19957.0,38101.0,164451.0,4.3
