Tipo de alojamiento	Total Nacional	Comunidades y Ciudades Autónomas	Periodo	Total
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2010M02	3,34
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2010M01	4,03
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2009M12	3,08
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2009M11	4,54
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2009M10	2,97
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2009M09	4,03
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2009M08	6,57
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2009M07	5,80
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2009M06	3,93
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2009M05	3,38
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2009M04	3,34
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2009M03	3,82
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2009M02	3,92
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2009M01	3,71
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2008M12	3,29
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2008M11	4,02
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2008M10	3,60
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2008M09	4,01
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2008M08	6,49
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2008M07	6,01
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2008M06	4,44
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2008M05	3,74
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2008M04	3,46
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2008M03	3,51
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2008M02	3,42
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2008M01	3,07
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2007M12	3,54
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2007M11	4,09
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2007M10	3,59
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2007M09	4,77
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2007M08	7,12
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2007M07	5,97
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2007M06	3,64
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2007M05	3,43
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2007M04	3,23
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2007M03	4,06
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2007M02	4,15
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2007M01	2,75
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2006M12	3,60
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2006M11	4,97
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2006M10	3,52
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2006M09	4,30
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2006M08	6,20
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2006M07	5,04
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2006M06	3,84
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2006M05	3,77
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2006M04	3,19
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2006M03	4,56
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2006M02	4,36
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2006M01	3,50
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2005M12	4,44
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2005M11	4,69
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2005M10	4,94
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2005M09	5,51
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2005M08	7,89
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2005M07	6,54
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2005M06	3,90
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2005M05	4,36
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2005M04	5,09
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2005M03	3,89
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2005M02	4,01
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2005M01	4,42
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2004M12	4,03
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2004M11	4,43
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2004M10	3,55
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2004M09	5,05
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2004M08	8,79
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2004M07	6,73
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2004M06	3,74
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2004M05	3,73
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2004M04	4,48
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2004M03	5,58
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2004M02	4,62
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2004M01	4,39
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2003M12	3,80
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2003M11	4,29
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2003M10	4,24
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2003M09	5,48
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2003M08	6,70
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2003M07	6,51
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2003M06	3,28
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2003M05	3,15
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2003M04	3,02
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2003M03	4,30
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2003M02	3,05
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2003M01	2,95
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2002M12	3,46
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2002M11	4,14
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2002M10	4,70
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2002M09	4,65
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2002M08	6,64
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2002M07	7,41
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2002M06	3,89
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2002M05	3,52
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2002M04	2,98
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2002M03	3,00
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2002M02	3,78
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2002M01	3,06
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2001M12	4,04
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2001M11	6,03
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2001M10	4,64
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2001M09	4,22
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2001M08	7,70
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2001M07	7,91
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2001M06	4,75
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2001M05	3,46
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2001M04	3,61
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2001M03	3,64
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2001M02	3,65
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	2001M01	3,23
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2022M08	2,49
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2022M07	2,25
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2022M06	1,60
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2022M05	1,38
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2022M04	1,67
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2022M03	1,48
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2022M02	1,61
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2022M01	1,52
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2021M12	1,90
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2021M11	1,71
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2021M10	1,65
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2021M09	1,78
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2021M08	2,63
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2021M07	2,30
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2021M06	1,71
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2021M05	1,46
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2021M04	1,77
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2021M03	1,61
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2021M02	2,63
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2021M01	2,10
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2020M12	1,77
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2020M11	1,80
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2020M10	1,76
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2020M09	2,00
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2020M08	2,84
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2020M07	2,76
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2020M06	2,09
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2020M05	1,35
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2020M04	.
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2020M03	1,52
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2020M02	1,51
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2020M01	1,50
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2019M12	1,90
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2019M11	1,57
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2019M10	1,47
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2019M09	1,60
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2019M08	2,55
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2019M07	2,29
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2019M06	1,52
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2019M05	1,53
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2019M04	1,76
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2019M03	1,66
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2019M02	1,67
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2019M01	1,77
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2018M12	1,87
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2018M11	1,68
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2018M10	1,60
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2018M09	1,68
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2018M08	2,65
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2018M07	2,19
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2018M06	1,60
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2018M05	1,48
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2018M04	1,62
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2018M03	1,88
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2018M02	1,71
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2018M01	1,60
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2017M12	2,21
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2017M11	1,67
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2017M10	1,78
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2017M09	1,86
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2017M08	2,86
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2017M07	2,39
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2017M06	1,72
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2017M05	1,55
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2017M04	1,92
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2017M03	1,51
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2017M02	1,60
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2017M01	1,75
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2016M12	1,88
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2016M11	1,67
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2016M10	1,69
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2016M09	1,79
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2016M08	2,78
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2016M07	2,35
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2016M06	1,73
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2016M05	1,46
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2016M04	1,40
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2016M03	1,96
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2016M02	1,46
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2016M01	1,48
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2015M12	1,90
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2015M11	1,65
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2015M10	1,56
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2015M09	1,67
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2015M08	2,50
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2015M07	2,19
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2015M06	1,60
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2015M05	1,46
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2015M04	1,77
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2015M03	1,51
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2015M02	1,41
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2015M01	1,57
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2014M12	1,76
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2014M11	1,52
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2014M10	1,61
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2014M09	1,79
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2014M08	2,60
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2014M07	2,28
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2014M06	1,65
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2014M05	1,46
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2014M04	1,99
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2014M03	1,66
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2014M02	1,46
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2014M01	1,73
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2013M12	1,75
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2013M11	1,66
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2013M10	1,59
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2013M09	1,81
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2013M08	2,74
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2013M07	2,35
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2013M06	1,69
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2013M05	1,59
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2013M04	1,52
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2013M03	1,89
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2013M02	1,40
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2013M01	1,59
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2012M12	1,47
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2012M11	1,66
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2012M10	1,63
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2012M09	1,78
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2012M08	2,80
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2012M07	2,15
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2012M06	1,66
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2012M05	1,56
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2012M04	2,01
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2012M03	1,42
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2012M02	1,48
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2012M01	1,55
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2011M12	1,89
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2011M11	1,61
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2011M10	1,64
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2011M09	1,76
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2011M08	3,10
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2011M07	2,23
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2011M06	1,66
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2011M05	1,57
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2011M04	1,89
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2011M03	1,70
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2011M02	1,52
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2011M01	1,51
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2010M12	2,00
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2010M11	1,58
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2010M10	1,76
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2010M09	1,75
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2010M08	2,81
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2010M07	2,28
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2010M06	1,75
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2010M05	1,56
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2010M04	1,92
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2010M03	1,81
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2010M02	1,66
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2010M01	1,67
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2009M12	1,87
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2009M11	1,64
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2009M10	1,75
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2009M09	1,88
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2009M08	2,88
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2009M07	2,28
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2009M06	1,87
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2009M05	1,76
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2009M04	2,04
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2009M03	1,74
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2009M02	1,61
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2009M01	1,69
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2008M12	1,86
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2008M11	1,68
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2008M10	1,78
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2008M09	1,99
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2008M08	3,16
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2008M07	2,64
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2008M06	1,95
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2008M05	1,83
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2008M04	1,78
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2008M03	2,31
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2008M02	1,68
