Tipo de alojamiento	Total Nacional	Comunidades y Ciudades Autónomas	Residencia: Nivel 1	Residencia: Nivel 2	Viajeros y pernoctaciones	Periodo	Total
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2016M01	4.297
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2015M12	3.642
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2015M11	2.993
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2015M10	4.301
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2015M09	6.982
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2015M08	15.569
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2015M07	12.751
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2015M06	5.357
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2015M05	4.487
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2015M04	4.805
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2015M03	3.708
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2015M02	3.492
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2015M01	2.256
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2014M12	2.919
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2014M11	2.303
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2014M10	2.786
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2014M09	5.778
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2014M08	12.877
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2014M07	9.252
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2014M06	3.907
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2014M05	3.702
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2014M04	4.083
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2014M03	2.701
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2014M02	2.313
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2014M01	1.886
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2013M12	2.974
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2013M11	2.528
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2013M10	3.322
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2013M09	5.518
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2013M08	12.332
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2013M07	8.171
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2013M06	5.204
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2013M05	3.570
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2013M04	3.080
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2013M03	2.835
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2013M02	2.265
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2013M01	1.715
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2012M12	2.405
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2012M11	2.514
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2012M10	2.873
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2012M09	6.406
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2012M08	11.459
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2012M07	8.066
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2012M06	4.431
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2012M05	3.117
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2012M04	4.570
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2012M03	2.949
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2012M02	1.441
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2012M01	1.329
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2011M12	1.838
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2011M11	1.580
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2011M10	2.658
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2011M09	4.928
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2011M08	10.223
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2011M07	8.294
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2011M06	4.204
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2011M05	2.897
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2011M04	3.886
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2011M03	1.703
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2011M02	1.484
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2011M01	1.454
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2010M12	2.169
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2010M11	1.378
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2010M10	3.073
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2010M09	5.138
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2010M08	8.933
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2010M07	6.928
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2010M06	3.702
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2010M05	2.983
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2010M04	2.948
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2010M03	2.022
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2010M02	1.336
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2010M01	1.342
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2009M12	2.520
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2009M11	1.114
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2009M10	3.236
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2009M09	4.166
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2009M08	8.653
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2009M07	6.436
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2009M06	3.126
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2009M05	2.580
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2009M04	3.560
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2009M03	1.803
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2009M02	1.418
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2009M01	1.462
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2008M12	2.100
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2008M11	1.338
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2008M10	1.887
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2008M09	3.362
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2008M08	7.910
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2008M07	6.121
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2008M06	2.758
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2008M05	2.431
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2008M04	1.796
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2008M03	3.030
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2008M02	1.863
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2008M01	1.866
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2007M12	1.849
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2007M11	1.238
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2007M10	1.972
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2007M09	3.342
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2007M08	7.515
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2007M07	6.216
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2007M06	2.852
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2007M05	1.974
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2007M04	2.978
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2007M03	1.494
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2007M02	1.292
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2007M01	1.585
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2006M12	1.632
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2006M11	1.064
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2006M10	2.518
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2006M09	2.884
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2006M08	7.186
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2006M07	7.003
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2006M06	2.524
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2006M05	1.516
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2006M04	2.584
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2006M03	1.173
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2006M02	1.384
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2006M01	1.524
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2005M12	1.401
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2005M11	1.258
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2005M10	1.418
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2005M09	2.594
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2005M08	6.070
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2005M07	5.418
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2005M06	2.236
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2005M05	1.420
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2005M04	914
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2005M03	1.704
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2005M02	1.084
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2005M01	815
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2004M12	1.527
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2004M11	721
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2004M10	1.985
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2004M09	2.016
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2004M08	4.388
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2004M07	3.840
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2004M06	2.370
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2004M05	1.237
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2004M04	1.518
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2004M03	734
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2004M02	742
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2004M01	647
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2003M12	1.118
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2003M11	688
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2003M10	676
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2003M09	1.662
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2003M08	5.158
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2003M07	3.064
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2003M06	1.948
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2003M05	1.309
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2003M04	2.358
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2003M03	926
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2003M02	1.039
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2003M01	1.320
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2002M12	1.009
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2002M11	690
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2002M10	869
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2002M09	1.916
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2002M08	5.487
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2002M07	2.961
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2002M06	1.690
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2002M05	1.704
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2002M04	1.588
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2002M03	2.036
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2002M02	1.011
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2002M01	1.032
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2001M12	816
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2001M11	526
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2001M10	655
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2001M09	2.576
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2001M08	4.183
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2001M07	3.110
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2001M06	1.389
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2001M05	1.711
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2001M04	2.064
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2001M03	1.389
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2001M02	1.086
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2001M01	1.240
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2022M08	142.170
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2022M07	115.059
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2022M06	38.809
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2022M05	27.342
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2022M04	36.455
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2022M03	16.326
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2022M02	19.934
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2022M01	14.765
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2021M12	22.265
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2021M11	16.483
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2021M10	32.570
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2021M09	56.489
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2021M08	143.306
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2021M07	115.341
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2021M06	39.371
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2021M05	18.727
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2021M04	16.464
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2021M03	11.169
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2021M02	7.642
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2021M01	9.750
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2020M12	11.264
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2020M11	10.071
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2020M10	15.229
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2020M09	37.578
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2020M08	114.308
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2020M07	78.259
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2020M06	16.895
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2020M05	.
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2020M04	0
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2020M03	7.002
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2020M02	13.525
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2020M01	12.357
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2019M12	16.087
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2019M11	12.802
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2019M10	21.696
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2019M09	49.890
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2019M08	113.901
Encuesta de Ocupación en Apartamentos Turísticos	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2019M07	95.737
