,destination,month,year,travellers_Foreing,nights_Foreing,avg_stay_Foreign,travellers_Spain,nights_Spain,avg_stay_Spain,travellers_All,nights_All,avg_stay_All
1550,Sanxenxo,Jul,2010,6654,16722,..,36132,143183,..,42786,159905,3.7
1551,Sanxenxo,Aug,2010,9257,23279,..,42018,187047,..,51275,210326,4.1
1552,Sanxenxo,Sep,2010,4688,12226,..,34498,132329,..,39186,144555,3.7
1553,Sanxenxo,Oct,2010,2759,5728,..,20742,72261,..,23501,77989,3.3
1554,Sanxenxo,Nov,2010,811,1059,..,6340,15827,..,7151,16886,2.4
1555,Sanxenxo,Dec,2010,..,..,..,..,..,..,..,..,..
1556,Sanxenxo,Jan,2011,..,..,..,..,..,..,..,..,..
1557,Sanxenxo,Feb,2011,..,..,..,..,..,..,..,..,..
1558,Sanxenxo,Mar,2011,715,1384,..,6049,11615,..,6764,12999,1.9
1559,Sanxenxo,Apr,2011,1830,3243,..,12109,44716,..,13939,47959,3.4
1560,Sanxenxo,May,2011,1749,2849,..,12055,36568,..,13804,39417,2.9
1561,Sanxenxo,Jun,2011,6401,12756,..,18957,71562,..,25358,84318,3.3
1562,Sanxenxo,Jul,2011,3598,9830,..,31577,129063,..,35175,138893,4
1563,Sanxenxo,Aug,2011,6919,19631,..,39107,162980,..,46026,182611,4
1564,Sanxenxo,Sep,2011,4946,11176,..,21629,86200,..,26575,97376,3.7
1565,Sanxenxo,Oct,2011,2620,3596,..,16742,54503,..,19362,58099,3
1566,Sanxenxo,Nov,2011,643,1229,..,4540,11621,..,5183,12850,2.5
1567,Sanxenxo,Dec,2011,..,..,..,..,..,..,..,..,..
1568,Sanxenxo,Jan,2012,..,..,..,..,..,..,..,..,..
1569,Sanxenxo,Feb,2012,..,..,..,..,..,..,..,..,..
1570,Sanxenxo,Mar,2012,1334,2410,..,6768,14642,..,8102,17052,2.1
1571,Sanxenxo,Apr,2012,1220,2260,..,12761,34055,..,13981,36315,2.6
1572,Sanxenxo,May,2012,2139,2729,..,10347,36245,..,12486,38974,3.1
1573,Sanxenxo,Jun,2012,3409,6939,..,15706,55230,..,19115,62169,3.3
1574,Sanxenxo,Jul,2012,3715,11490,..,29438,112194,..,33153,123684,3.7
1575,Sanxenxo,Aug,2012,7026,19597,..,36923,145288,..,43949,164885,3.8
1576,Sanxenxo,Sep,2012,4705,11504,..,21160,75790,..,25865,87294,3.4
1577,Sanxenxo,Oct,2012,1790,3780,..,12112,38580,..,13902,42360,3.1
1578,Sanxenxo,Nov,2012,476,1028,..,4818,14500,..,5294,15528,2.9
1579,Sanxenxo,Dec,2012,1206,1860,..,4535,7638,..,5741,9498,1.7
1580,Sanxenxo,Jan,2013,..,..,..,..,..,..,..,..,..
1581,Sanxenxo,Feb,2013,529,883,..,3412,5410,..,3941,6293,1.6
1582,Sanxenxo,Mar,2013,724,1216,..,6604,13702,..,7328,14918,2
1583,Sanxenxo,Apr,2013,741,929,..,7543,25683,..,8284,26612,3.2
1584,Sanxenxo,May,2013,1878,3284,..,9897,27646,..,11775,30930,2.6
1585,Sanxenxo,Jun,2013,3564,7938,..,17176,51640,..,20740,59578,2.9
1586,Sanxenxo,Jul,2013,4993,14071,..,32225,122136,..,37218,136207,3.7
1587,Sanxenxo,Aug,2013,7992,24316,..,45861,172851,..,53853,197167,3.7
1588,Sanxenxo,Sep,2013,4792,11730,..,25866,83431,..,30658,95161,3.1
1589,Sanxenxo,Oct,2013,1081,1618,..,15648,40491,..,16729,42109,2.5
1590,Sanxenxo,Nov,2013,..,..,..,..,..,..,..,..,..
1591,Sanxenxo,Dec,2013,767,1610,..,3678,6735,..,4445,8345,1.9
1592,Sanxenxo,Jan,2014,..,..,..,..,..,..,..,..,..
1593,Sanxenxo,Feb,2014,381,473,..,3784,6118,..,4165,6591,1.6
1594,Sanxenxo,Mar,2014,550,728,..,5690,11631,..,6240,12359,2
1595,Sanxenxo,Apr,2014,2271,3586,..,11068,26712,..,13339,30298,2.3
1596,Sanxenxo,May,2014,2312,4831,..,11262,31546,..,13574,36377,2.7
1597,Sanxenxo,Jun,2014,4298,9868,..,18174,63399,..,22472,73267,3.3
1598,Sanxenxo,Jul,2014,3563,9646,..,34979,127297,..,38542,136943,3.6
1599,Sanxenxo,Aug,2014,7519,21843,..,47131,180396,..,54650,202239,3.7
1600,Sanxenxo,Sep,2014,4027,10930,..,23997,82074,..,28024,93004,3.3
1601,Sanxenxo,Oct,2014,1228,2816,..,15278,43031,..,16506,45847,2.8
1602,Sanxenxo,Nov,2014,341,652,..,5325,14026,..,5666,14678,2.6
1603,Sanxenxo,Dec,2014,..,..,..,..,..,..,..,..,..
1604,Sanxenxo,Jan,2015,..,..,..,..,..,..,..,..,..
1605,Sanxenxo,Feb,2015,..,..,..,..,..,..,..,..,..
1606,Sanxenxo,Mar,2015,660,1172,..,6221,14165,..,6881,15337,2.2
1607,Sanxenxo,Apr,2015,1590,3048,..,9603,27599,..,11193,30647,2.7
1608,Sanxenxo,May,2015,2086,3380,..,11477,30637,..,13563,34017,2.5
1609,Sanxenxo,Jun,2015,3658,10126,..,22722,65166,..,26380,75292,2.9
1610,Sanxenxo,Jul,2015,5037,14125,..,43408,149281,..,48445,163406,3.4
1611,Sanxenxo,Aug,2015,7795,23618,..,50133,188723,..,57928,212341,3.7
1612,Sanxenxo,Sep,2015,4602,12727,..,26809,90578,..,31411,103305,3.3
1613,Sanxenxo,Oct,2015,2388,4790,..,19720,59328,..,22108,64118,2.9
1614,Sanxenxo,Nov,2015,633,883,..,6514,15377,..,7147,16260,2.3
1615,Sanxenxo,Dec,2015,425,960,..,5343,10098,..,5768,11058,1.9
1616,Sanxenxo,Jan,2016,..,..,..,..,..,..,..,..,..
1617,Sanxenxo,Feb,2016,..,..,..,..,..,..,..,..,..
1618,Sanxenxo,Mar,2016,728,1409,..,9836,23933,..,10564,25342,2.4
1619,Sanxenxo,Apr,2016,970,1978,..,10155,25337,..,11125,27315,2.5
1620,Sanxenxo,May,2016,2952,5493,..,10686,31974,..,13638,37467,2.8
1621,Sanxenxo,Jun,2016,7539,14532,..,23563,69751,..,31102,84283,2.7
1622,Sanxenxo,Jul,2016,6889,20143,..,47266,171592,..,54155,191735,3.5
1623,Sanxenxo,Aug,2016,9752,27754,..,51018,198807,..,60770,226561,3.7
1624,Sanxenxo,Sep,2016,5746,13486,..,28327,99737,..,34073,113223,3.3
1625,Sanxenxo,Oct,2016,2446,5031,..,19757,59635,..,22203,64666,2.9
1626,Sanxenxo,Nov,2016,576,877,..,6596,16632,..,7172,17509,2.4
1627,Sanxenxo,Dec,2016,..,..,..,..,..,..,..,..,..
1628,Sanxenxo,Jan,2017,..,..,..,..,..,..,..,..,..
1629,Sanxenxo,Feb,2017,..,..,..,..,..,..,..,..,..
1630,Sanxenxo,Mar,2017,597,1033,..,5540,9339,..,6137,10372,1.7
1631,Sanxenxo,Apr,2017,2525,4730,..,17677,44307,..,20202,49037,2.4
1632,Sanxenxo,May,2017,2722,4464,..,10641,32610,..,13363,37074,2.8
1633,Sanxenxo,Jun,2017,7228,15221,..,27502,86001,..,34730,101222,2.9
1634,Sanxenxo,Jul,2017,6424,20195,..,50922,184580,..,57346,204775,3.6
1635,Sanxenxo,Aug,2017,9812,30364,..,59970,232956,..,69782,263320,3.8
1636,Sanxenxo,Sep,2017,5750,13768,..,30100,105181,..,35850,118949,3.3
1637,Sanxenxo,Oct,2017,3772,8017,..,23519,71933,..,27291,79950,2.9
1638,Sanxenxo,Nov,2017,713,969,..,7391,19282,..,8104,20251,2.5
1639,Sanxenxo,Dec,2017,969,1447,..,6179,10864,..,7148,12311,1.8
1640,Sanxenxo,Jan,2018,..,..,..,..,..,..,..,..,..
1641,Sanxenxo,Feb,2018,..,..,..,..,..,..,..,..,..
1642,Sanxenxo,Mar,2018,904,1913,..,9338,19973,..,10242,21886,2.1
1643,Sanxenxo,Apr,2018,2552,4132,..,12770,34296,..,15322,38428,2.5
1644,Sanxenxo,May,2018,2322,4108,..,12910,37144,..,15232,41252,2.7
1645,Sanxenxo,Jun,2018,5081,13052,..,22667,75525,..,27748,88577,3.2
1646,Sanxenxo,Jul,2018,8338,19003,..,40915,150320,..,49253,169323,3.4
1647,Sanxenxo,Aug,2018,11430,36081,..,57268,204653,..,68698,240734,3.5
1648,Sanxenxo,Sep,2018,8185,19411,..,30823,100780,..,39008,120191,3.1
1649,Sanxenxo,Oct,2018,3584,6560,..,21605,67393,..,25189,73953,2.9
1650,Sanxenxo,Nov,2018,..,..,..,..,..,..,..,..,..
1651,Sanxenxo,Dec,2018,..,..,..,..,..,..,..,..,..
1652,Sanxenxo,Jan,2019,..,..,..,..,..,..,..,..,..
1653,Sanxenxo,Feb,2019,..,..,..,..,..,..,..,..,..
1654,Sanxenxo,Mar,2019,..,..,..,..,..,..,..,..,..
1655,Sanxenxo,Apr,2019,3016,7902,..,16545,43136,..,19561,51038,2.6
1656,Sanxenxo,May,2019,2612,4972,..,15826,44466,..,18438,49438,2.7
1657,Sanxenxo,Jun,2019,7946,19196,..,22623,68423,..,30569,87619,2.9
1658,Sanxenxo,Jul,2019,7375,22974,..,42850,168037,..,50225,191011,3.8
1659,Sanxenxo,Aug,2019,10151,33073,..,52597,213199,..,62748,246272,3.9
1660,Sanxenxo,Sep,2019,8160,24076,..,27365,98308,..,35525,122384,3.4
1661,Sanxenxo,Oct,2019,2852,5999,..,20656,59241,..,23508,65240,2.8
1662,Sanxenxo,Nov,2019,794,1308,..,8427,20876,..,9221,22184,2.4
1663,Sanxenxo,Dec,2019,857,1345,..,6639,13310,..,7496,14655,2
1664,Sanxenxo,Jan,2020,..,..,..,..,..,..,..,..,..
1665,Sanxenxo,Feb,2020,..,..,..,..,..,..,..,..,..
1666,Sanxenxo,Mar,2020,..,..,..,..,..,..,..,..,..
1667,Sanxenxo,Apr,2020,0,0,..,0,0,..,0,0,0
1668,Sanxenxo,May,2020,..,..,..,..,..,..,..,..,..
1669,Sanxenxo,Jun,2020,..,..,..,..,..,..,..,..,..
1670,Sanxenxo,Jul,2020,2157,5569,..,31413,98206,..,33570,103775,3.1
1671,Sanxenxo,Aug,2020,3653,10154,..,40700,135419,..,44353,145573,3.3
1672,Sanxenxo,Sep,2020,1524,3487,..,18633,50732,..,20157,54219,2.7
1673,Sanxenxo,Oct,2020,236,548,..,6125,11561,..,6361,12109,1.9
1674,Sanxenxo,Nov,2020,..,..,..,..,..,..,..,..,..
1675,Sanxenxo,Dec,2020,..,..,..,..,..,..,..,..,..
1676,Sanxenxo,Jan,2021,..,..,..,..,..,..,..,..,..
1677,Sanxenxo,Feb,2021,..,..,..,..,..,..,..,..,..
1678,Sanxenxo,Mar,2021,..,..,..,..,..,..,..,..,..
1679,Sanxenxo,Apr,2021,88,216,..,3075,4573,..,..,..,1.5
1680,Sanxenxo,May,2021,460,2548,..,12292,18026,..,12752,20574,1.6
1681,Sanxenxo,Jun,2021,4632,11828,..,18781,48189,..,23413,60017,2.6
1682,Sanxenxo,Jul,2021,4133,10553,..,43885,167508,..,48018,178061,3.7
1683,Sanxenxo,Aug,2021,8522,25997,..,47582,196383,..,56104,222380,4
1684,Sanxenxo,Sep,2021,4850,12335,..,26829,97773,..,31679,110108,3.5
1685,Sanxenxo,Oct,2021,2515,5925,..,19962,55528,..,22477,61453,2.7
1686,Sanxenxo,Nov,2021,485,930,..,8659,21250,..,9144,22180,2.4
1687,Sanxenxo,Dec,2021,357,940,..,5872,10901,..,6229,11841,1.9
1688,Sanxenxo,Jan,2022,..,..,..,..,..,..,..,..,..
1689,Sanxenxo,Feb,2022,..,..,..,..,..,..,..,..,..
1690,Sanxenxo,Mar,2022,710,1582,..,5713,9306,..,6423,10888,1.7
1691,Sanxenxo,Apr,2022,2205,4785,..,14360,40473,..,16565,45258,2.7
1692,Sanxenxo,May,2022,3079,5451,..,17256,47709,..,20335,53160,2.6
1693,Sanxenxo,Jun,2022,7931,19995,..,21514,67348,..,29445,87343,3
1694,Sanxenxo,Jul,2022,9435,24804,..,50321,178615,..,59756,203419,3.4
1695,Sanxenxo,Aug,2022,13332,39947,..,50027,199568,..,63359,239515,3.8
1696,Vigo,Jan,2005,5683,8638,..,14421,27573,..,20104,36211,1.8
1697,Vigo,Feb,2005,4355,7177,..,17503,30449,..,21858,37626,1.7
1698,Vigo,Mar,2005,4844,7542,..,20979,38133,..,25823,45675,1.8
1699,Vigo,Apr,2005,6793,11284,..,21297,37558,..,28090,48842,1.7
1700,Vigo,May,2005,4972,7554,..,21994,38414,..,26966,45968,1.7
1701,Vigo,Jun,2005,6305,9945,..,24001,44518,..,30306,54463,1.8
1702,Vigo,Jul,2005,7622,14503,..,32590,59617,..,40212,74120,1.8
1703,Vigo,Aug,2005,10104,18613,..,40457,85634,..,50561,104247,2.1
1704,Vigo,Sep,2005,7812,13295,..,27813,52992,..,35625,66287,1.9
1705,Vigo,Oct,2005,8316,14819,..,27837,50329,..,36153,65148,1.8
1706,Vigo,Nov,2005,7313,12958,..,23605,42672,..,30918,55630,1.8
1707,Vigo,Dec,2005,6392,10735,..,17382,34073,..,23774,44808,1.9
1708,Vigo,Jan,2006,5333,8737,..,17586,35325,..,22919,44062,1.9
1709,Vigo,Feb,2006,6271,10531,..,17275,31061,..,23546,41592,1.8
1710,Vigo,Mar,2006,4840,9360,..,21876,36539,..,26716,45899,1.7
1711,Vigo,Apr,2006,8225,12409,..,27505,51201,..,35730,63610,1.8
1712,Vigo,May,2006,9104,17299,..,24894,44401,..,33998,61700,1.8
1713,Vigo,Jun,2006,7927,14406,..,28054,47843,..,35981,62249,1.7
1714,Vigo,Jul,2006,7980,15943,..,31965,65137,..,39945,81080,2
1715,Vigo,Aug,2006,9721,17295,..,40135,76233,..,49856,93528,1.9
1716,Vigo,Sep,2006,7803,13411,..,29074,48180,..,36877,61591,1.7
1717,Vigo,Oct,2006,7709,13862,..,22994,44523,..,30703,58385,1.9
1718,Vigo,Nov,2006,6474,11561,..,21626,35662,..,28100,47223,1.7
1719,Vigo,Dec,2006,5179,9841,..,17041,31430,..,22220,41271,1.9
1720,Vigo,Jan,2007,5481,15928,..,19671,36052,..,25152,51980,2.1
1721,Vigo,Feb,2007,7423,20093,..,18333,29268,..,25756,49361,1.9
1722,Vigo,Mar,2007,6863,20853,..,25639,38536,..,32502,59389,1.8
1723,Vigo,Apr,2007,7054,19234,..,27016,43491,..,34070,62725,1.8
1724,Vigo,May,2007,6555,12884,..,22362,35662,..,28917,48546,1.7
1725,Vigo,Jun,2007,9526,21743,..,25787,42498,..,35313,64241,1.8
1726,Vigo,Jul,2007,8101,15180,..,33669,58095,..,41770,73275,1.8
1727,Vigo,Aug,2007,8893,16044,..,39362,80328,..,48255,96372,2
1728,Vigo,Sep,2007,8334,15289,..,29458,49310,..,37792,64599,1.7
1729,Vigo,Oct,2007,8023,14839,..,29221,48067,..,37244,62906,1.7
1730,Vigo,Nov,2007,6471,13564,..,22340,36421,..,28811,49985,1.7
1731,Vigo,Dec,2007,5371,11680,..,18501,31403,..,23872,43083,1.8
1732,Vigo,Jan,2008,7679,10999,..,19796,40776,..,27475,51775,1.9
1733,Vigo,Feb,2008,5898,13958,..,19562,32531,..,25460,46489,1.8
1734,Vigo,Mar,2008,6290,13205,..,22919,40644,..,29209,53849,1.8
1735,Vigo,Apr,2008,7011,12849,..,21882,37743,..,28893,50592,1.8
1736,Vigo,May,2008,6402,13086,..,24774,44318,..,31176,57404,1.8
1737,Vigo,Jun,2008,6177,13954,..,23129,40308,..,29306,54262,1.9
1738,Vigo,Jul,2008,7969,16148,..,28615,53950,..,36584,70098,1.9
1739,Vigo,Aug,2008,8501,18592,..,35658,76131,..,44159,94723,2.2
1740,Vigo,Sep,2008,7716,16878,..,25008,50930,..,32724,67808,2.1
1741,Vigo,Oct,2008,7417,15425,..,25200,47543,..,32617,62968,1.9
1742,Vigo,Nov,2008,5225,11260,..,17616,32752,..,22841,44012,1.9
1743,Vigo,Dec,2008,3810,8820,..,16148,31361,..,19958,40181,2
1744,Vigo,Jan,2009,4072,10629,..,12941,25894,..,17013,36523,2.2
1745,Vigo,Feb,2009,4325,9474,..,14795,29073,..,19120,38547,2
1746,Vigo,Mar,2009,4079,10238,..,17484,32759,..,21563,42997,2
1747,Vigo,Apr,2009,4924,12462,..,16071,33426,..,20995,45888,2.2
1748,Vigo,May,2009,4807,11649,..,20291,39144,..,25098,50793,2
1749,Vigo,Jun,2009,4961,9647,..,19883,38274,..,24844,47921,1.9
1750,Vigo,Jul,2009,7205,17508,..,26854,52805,..,34059,70313,2.1
1751,Vigo,Aug,2009,9340,16313,..,35822,74666,..,45162,90979,2
1752,Vigo,Sep,2009,7697,17361,..,22962,41219,..,30659,58580,1.9
1753,Vigo,Oct,2009,7900,14333,..,20156,41658,..,28056,55991,2
1754,Vigo,Nov,2009,4329,9642,..,16735,32419,..,21064,42061,2
1755,Vigo,Dec,2009,4355,8657,..,14522,28287,..,18877,36944,2
1756,Vigo,Jan,2010,3792,9257,..,14331,25946,..,18123,35203,1.9
1757,Vigo,Feb,2010,3992,10200,..,15365,27202,..,19357,37402,1.9
1758,Vigo,Mar,2010,4085,10064,..,17261,34130,..,21346,44194,2.1
1759,Vigo,Apr,2010,4585,12279,..,19843,37725,..,24428,50004,2.1
1760,Vigo,May,2010,6713,13547,..,20669,39959,..,27382,53506,2
1761,Vigo,Jun,2010,6986,16515,..,23067,45189,..,30053,61704,2.1
1762,Vigo,Jul,2010,7722,18663,..,27969,55479,..,35691,74142,2.1
1763,Vigo,Aug,2010,9693,18909,..,36269,84353,..,45962,103262,2.3
1764,Vigo,Sep,2010,6924,15039,..,23909,48172,..,30833,63211,2.1
1765,Vigo,Oct,2010,7064,14369,..,22258,44952,..,29322,59321,2
1766,Vigo,Nov,2010,4118,9209,..,16215,31445,..,20333,40654,2
1767,Vigo,Dec,2010,4035,7944,..,14222,31547,..,18257,39491,2.2
1768,Vigo,Jan,2011,3442,9294,..,10819,21223,..,14261,30517,2.1
1769,Vigo,Feb,2011,3511,8717,..,13246,26619,..,16757,35336,2.1
1770,Vigo,Mar,2011,4567,8890,..,14132,28594,..,18699,37484,2
1771,Vigo,Apr,2011,6498,11771,..,19520,40099,..,26018,51870,2
1772,Vigo,May,2011,6487,14038,..,18665,40667,..,25152,54705,2.2
1773,Vigo,Jun,2011,7238,14456,..,22617,43012,..,29855,57468,1.9
1774,Vigo,Jul,2011,8179,16863,..,29897,64700,..,38076,81563,2.1
1775,Vigo,Aug,2011,10463,24082,..,33003,78026,..,43466,102108,2.4
1776,Vigo,Sep,2011,7111,14094,..,21469,46857,..,28580,60951,2.1
1777,Vigo,Oct,2011,7276,15952,..,20503,41839,..,27779,57791,2.1
1778,Vigo,Nov,2011,4364,10858,..,14321,28114,..,18685,38972,2.1
1779,Vigo,Dec,2011,3875,8096,..,14772,28484,..,18647,36580,2
1780,Vigo,Jan,2012,3441,6628,..,12001,22736,..,15442,29364,1.9
1781,Vigo,Feb,2012,3935,7217,..,16328,25278,..,20263,32495,1.6
1782,Vigo,Mar,2012,4123,7706,..,17023,30255,..,21146,37961,1.8
1783,Vigo,Apr,2012,5127,10773,..,21363,41664,..,26490,52437,2
1784,Vigo,May,2012,5134,11157,..,16941,31175,..,22075,42332,1.9
1785,Vigo,Jun,2012,5856,12121,..,21466,42417,..,27322,54538,2
1786,Vigo,Jul,2012,7893,18389,..,24617,52703,..,32510,71092,2.2
1787,Vigo,Aug,2012,11679,26149,..,31563,74492,..,43242,100641,2.3
1788,Vigo,Sep,2012,7252,16364,..,22302,46067,..,29554,62431,2.1
1789,Vigo,Oct,2012,6400,13649,..,20162,41166,..,26562,54815,2.1
1790,Vigo,Nov,2012,4025,10463,..,15564,29391,..,19589,39854,2
1791,Vigo,Dec,2012,4482,9289,..,13996,24324,..,18478,33613,1.8
1792,Vigo,Jan,2013,3070,7018,..,12617,24585,..,15687,31603,2
1793,Vigo,Feb,2013,3625,8044,..,12569,22417,..,16194,30461,1.9
1794,Vigo,Mar,2013,3895,9195,..,15678,27549,..,19573,36744,1.9
1795,Vigo,Apr,2013,4423,9687,..,16526,27315,..,20949,37002,1.8
1796,Vigo,May,2013,5462,11631,..,17511,30980,..,22973,42611,1.9
1797,Vigo,Jun,2013,6231,13983,..,19171,33746,..,25402,47729,1.9
1798,Vigo,Jul,2013,6873,15681,..,23608,50548,..,30481,66229,2.2
1799,Vigo,Aug,2013,9069,21174,..,34063,87493,..,43132,108667,2.5
1800,Vigo,Sep,2013,7605,14537,..,22847,44663,..,30452,59200,1.9
1801,Vigo,Oct,2013,5996,12144,..,18050,33870,..,24046,46014,1.9
1802,Vigo,Nov,2013,3278,6979,..,14731,27285,..,18009,34264,1.9
1803,Vigo,Dec,2013,3086,6109,..,15746,27347,..,18832,33456,1.8
1804,Vigo,Jan,2014,2646,5312,..,11490,20118,..,14136,25430,1.8
1805,Vigo,Feb,2014,2991,5927,..,13363,23249,..,16354,29176,1.8
1806,Vigo,Mar,2014,4074,8442,..,13293,24766,..,17367,33208,1.9
1807,Vigo,Apr,2014,5135,8465,..,17878,32889,..,23013,41354,1.8
1808,Vigo,May,2014,6242,13602,..,18868,37579,..,25110,51181,2
1809,Vigo,Jun,2014,6510,14152,..,17150,32259,..,23660,46411,2
1810,Vigo,Jul,2014,7772,17555,..,26033,54270,..,33805,71825,2.1
1811,Vigo,Aug,2014,11302,23361,..,36289,83827,..,47591,107188,2.3
1812,Vigo,Sep,2014,8575,16962,..,22758,43967,..,31333,60929,1.9
1813,Vigo,Oct,2014,5567,11517,..,21689,39985,..,27256,51502,1.9
1814,Vigo,Nov,2014,5472,10663,..,15793,27450,..,21265,38113,1.8
1815,Vigo,Dec,2014,4303,7589,..,15173,27832,..,19476,35421,1.8
1816,Vigo,Jan,2015,4106,7902,..,11969,21504,..,16075,29406,1.8
1817,Vigo,Feb,2015,3695,6429,..,14048,22788,..,17743,29217,1.7
1818,Vigo,Mar,2015,3783,7344,..,17242,31641,..,21025,38985,1.9
1819,Vigo,Apr,2015,5830,10639,..,17561,31795,..,23391,42434,1.8
1820,Vigo,May,2015,6759,12216,..,16911,31017,..,23670,43233,1.8
1821,Vigo,Jun,2015,6925,12857,..,18784,34557,..,25709,47414,1.8
1822,Vigo,Jul,2015,8174,17891,..,27622,61163,..,35796,79054,2.2
1823,Vigo,Aug,2015,9015,19790,..,33553,85752,..,42568,105542,2.5
1824,Vigo,Sep,2015,7628,15353,..,21031,43845,..,28659,59198,2.1
1825,Vigo,Oct,2015,6268,12989,..,20162,42222,..,26430,55211,2.1
1826,Vigo,Nov,2015,4340,9390,..,15503,28606,..,19843,37996,1.9
1827,Vigo,Dec,2015,4817,8910,..,13956,27569,..,18773,36479,1.9
1828,Vigo,Jan,2016,3783,8094,..,13489,25660,..,17272,33754,2
1829,Vigo,Feb,2016,4601,8976,..,16240,31378,..,20841,40354,1.9
1830,Vigo,Mar,2016,4254,8882,..,19516,38140,..,23770,47022,2
1831,Vigo,Apr,2016,6865,13160,..,21317,34828,..,28182,47988,1.7
1832,Vigo,May,2016,7404,15136,..,19997,35561,..,27401,50697,1.9
1833,Vigo,Jun,2016,10595,19302,..,23238,41135,..,33833,60437,1.8
1834,Vigo,Jul,2016,13477,24238,..,33753,70962,..,47230,95200,2
1835,Vigo,Aug,2016,13359,27651,..,34822,85109,..,48181,112760,2.3
1836,Vigo,Sep,2016,12903,24329,..,27226,56335,..,40129,80664,2
1837,Vigo,Oct,2016,10348,21872,..,22349,44732,..,32697,66604,2
1838,Vigo,Nov,2016,5758,12935,..,17035,32932,..,22793,45867,2
1839,Vigo,Dec,2016,5167,9848,..,17760,37019,..,22927,46867,2
1840,Vigo,Jan,2017,5381,11236,..,17039,32063,..,22420,43299,1.9
1841,Vigo,Feb,2017,5532,10693,..,17155,35003,..,22687,45696,2
1842,Vigo,Mar,2017,5990,11878,..,19712,39457,..,25702,51335,2
1843,Vigo,Apr,2017,8959,16277,..,27104,54805,..,36063,71082,2
1844,Vigo,May,2017,12541,21850,..,22636,42206,..,35177,64056,1.8
1845,Vigo,Jun,2017,13931,25163,..,23773,44143,..,37704,69306,1.8
1846,Vigo,Jul,2017,16036,30475,..,32205,67821,..,48241,98296,2
1847,Vigo,Aug,2017,17351,33231,..,36939,85032,..,54290,118263,2.2
1848,Vigo,Sep,2017,17524,29449,..,29223,57988,..,46747,87437,1.9
1849,Vigo,Oct,2017,12275,22395,..,25589,48770,..,37864,71165,1.9
1850,Vigo,Nov,2017,6508,12421,..,22075,41288,..,28583,53709,1.9
1851,Vigo,Dec,2017,6999,13707,..,26218,44527,..,33217,58234,1.8
1852,Vigo,Jan,2018,5263,11085,..,18903,41714,..,24166,52799,2.2
1853,Vigo,Feb,2018,4941,10353,..,16350,30111,..,21291,40464,1.9
1854,Vigo,Mar,2018,6682,13172,..,21510,39324,..,28192,52496,1.9
1855,Vigo,Apr,2018,10094,19218,..,24968,47670,..,35062,66888,1.9
1856,Vigo,May,2018,12740,22828,..,22527,41910,..,35267,64738,1.8
1857,Vigo,Jun,2018,13959,27720,..,24889,49015,..,38848,76735,2
1858,Vigo,Jul,2018,15353,28683,..,29268,64851,..,44621,93534,2.1
1859,Vigo,Aug,2018,18155,36927,..,33239,76223,..,51394,113150,2.2
1860,Vigo,Sep,2018,16306,30767,..,26437,55532,..,42743,86299,2
1861,Vigo,Oct,2018,12117,25218,..,21886,45411,..,34003,70629,2.1
1862,Vigo,Nov,2018,5390,11550,..,21287,41865,..,26677,53415,2
1863,Vigo,Dec,2018,6999,13707,..,26218,44527,..,33217,58234,1.8
1864,Vigo,Jan,2019,5636,13357,..,19448,42455,..,25084,55812,2.2
1865,Vigo,Feb,2019,5212,10349,..,17766,40752,..,22978,51101,2.2
1866,Vigo,Mar,2019,6231,13395,..,20248,46941,..,26479,60336,2.3
1867,Vigo,Apr,2019,9834,19727,..,25257,55388,..,35091,75115,2.1
1868,Vigo,May,2019,12268,22759,..,23261,52997,..,35529,75756,2.1
1869,Vigo,Jun,2019,14220,29070,..,24670,57170,..,38890,86240,2.2
1870,Vigo,Jul,2019,13296,28621,..,29963,75095,..,43259,103716,2.4
1871,Vigo,Aug,2019,15900,31606,..,33289,91068,..,49189,122674,2.5
1872,Vigo,Sep,2019,15559,29012,..,27160,62504,..,42719,91516,2.1
1873,Vigo,Oct,2019,9722,19707,..,23967,52471,..,33689,72178,2.1
1874,Vigo,Nov,2019,6894,12856,..,24139,52387,..,31033,65243,2.1
1875,Vigo,Dec,2019,5978,11253,..,40154,77767,..,46132,89020,1.9
1876,Vigo,Jan,2020,4953,9221,..,19627,44740,..,24580,53961,2.2
1877,Vigo,Feb,2020,5106,10213,..,17202,41185,..,22308,51398,2.3
1878,Vigo,Mar,2020,2160,4534,..,7812,15501,..,9972,20035,2
1879,Vigo,Apr,2020,0,0,..,0,0,..,0,0,0
1880,Vigo,May,2020,..,..,..,..,..,..,..,..,..
1881,Vigo,Jun,2020,..,..,..,..,..,..,..,..,..
1882,Vigo,Jul,2020,3898,11419,..,17075,38442,..,20973,49861,2.4
1883,Vigo,Aug,2020,4497,11692,..,22663,56129,..,27160,67821,2.5
1884,Vigo,Sep,2020,2848,7844,..,15065,33814,..,17913,41658,2.3
1885,Vigo,Oct,2020,2257,5928,..,11650,28052,..,13907,33980,2.4
1886,Vigo,Nov,2020,1012,4078,..,7527,21186,..,8539,25264,3
1887,Vigo,Dec,2020,1026,3294,..,7238,18931,..,8264,22225,2.7
1888,Vigo,Jan,2021,1359,5688,..,6329,17025,..,7688,22713,3
1889,Vigo,Feb,2021,1142,3931,..,7429,17738,..,8571,21669,2.5
1890,Vigo,Mar,2021,1287,3505,..,9498,20905,..,10785,24410,2.3
