,destination,month,year,travellers_Foreing,nights_Foreing,avg_stay_Foreign,travellers_Spain,nights_Spain,avg_stay_Spain,travellers_All,nights_All,avg_stay_All
332,Santiago de Compostela,Jan,2015,5740,10007,..,13307,27569,..,19047,37576,2
333,Santiago de Compostela,Feb,2015,5541,9423,..,15557,32524,..,21404,43303,2
334,Santiago de Compostela,Mar,2015,13819,22992,..,21040,42483,..,34859,65475,1.9
335,Santiago de Compostela,Apr,2015,28924,43818,..,33093,60329,..,62017,104147,1.7
336,Santiago de Compostela,May,2015,47876,76220,..,31359,57666,..,79235,133886,1.7
337,Santiago de Compostela,Jun,2015,49713,80732,..,34929,56551,..,84642,137283,1.6
338,Santiago de Compostela,Jul,2015,45638,73142,..,46374,80099,..,92012,153241,1.7
339,Santiago de Compostela,Aug,2015,54897,85183,..,60468,110272,..,115365,195455,1.7
340,Santiago de Compostela,Sep,2015,54211,88209,..,43002,73779,..,97213,161988,1.7
341,Santiago de Compostela,Oct,2015,46527,72416,..,31306,59193,..,77833,131609,1.7
342,Santiago de Compostela,Nov,2015,14849,23181,..,23568,45890,..,38417,69071,1.8
343,Santiago de Compostela,Dec,2015,9619,14943,..,21010,42588,..,30629,57531,1.9
344,Santiago de Compostela,Jan,2016,6043,11256,..,16142,29863,..,22185,41119,1.9
345,Santiago de Compostela,Feb,2016,6439,10703,..,20401,36876,..,26840,47579,1.8
346,Santiago de Compostela,Mar,2016,16297,25053,..,30758,55395,..,47055,80448,1.7
347,Santiago de Compostela,Apr,2016,27877,43773,..,27322,41842,..,55199,85615,1.6
348,Santiago de Compostela,May,2016,57046,89124,..,30915,49574,..,87961,138698,1.6
349,Santiago de Compostela,Jun,2016,55926,87478,..,38207,56801,..,94133,144279,1.5
350,Santiago de Compostela,Jul,2016,44057,70285,..,52883,92946,..,96940,163231,1.7
351,Santiago de Compostela,Aug,2016,54069,84292,..,64992,123561,..,119061,207853,1.8
352,Santiago de Compostela,Sep,2016,62699,98143,..,41053,72513,..,103752,170656,1.6
353,Santiago de Compostela,Oct,2016,52474,85929,..,38567,73856,..,91041,159785,1.8
354,Santiago de Compostela,Nov,2016,17346,27730,..,26882,49039,..,44228,76769,1.7
355,Santiago de Compostela,Dec,2016,10134,14953,..,21775,40747,..,31909,55700,1.8
356,Santiago de Compostela,Jan,2017,7230,12407,..,16801,29419,..,24031,41826,1.7
357,Santiago de Compostela,Feb,2017,9235,15075,..,20985,37668,..,30220,52743,1.8
358,Santiago de Compostela,Mar,2017,12340,20679,..,27043,47867,..,39383,68546,1.7
359,Santiago de Compostela,Apr,2017,32646,55068,..,33517,59223,..,66163,114291,1.7
360,Santiago de Compostela,May,2017,57839,92006,..,33052,57889,..,90891,149895,1.7
361,Santiago de Compostela,Jun,2017,56903,96776,..,35312,58126,..,92215,154902,1.7
362,Santiago de Compostela,Jul,2017,46780,81408,..,47712,80931,..,94492,162339,1.7
363,Santiago de Compostela,Aug,2017,52020,85029,..,63982,120766,..,116002,205795,1.8
364,Santiago de Compostela,Sep,2017,67898,108477,..,40789,68059,..,108687,176536,1.6
365,Santiago de Compostela,Oct,2017,60380,95132,..,36707,66606,..,97087,161738,1.7
366,Santiago de Compostela,Nov,2017,20202,33025,..,30064,57557,..,50266,90582,1.8
367,Santiago de Compostela,Dec,2017,8881,16717,..,24577,51250,..,33458,67967,1.9
368,Santiago de Compostela,Jan,2018,6937,12011,..,17384,34950,..,24321,46961,1.9
369,Santiago de Compostela,Feb,2018,7947,13346,..,20687,40497,..,28634,53843,1.9
370,Santiago de Compostela,Mar,2018,14006,24853,..,26462,52986,..,40468,77839,1.9
371,Santiago de Compostela,Apr,2018,27758,46474,..,32136,59607,..,59894,106081,1.8
372,Santiago de Compostela,May,2018,48691,83243,..,30436,54557,..,79127,137800,1.7
373,Santiago de Compostela,Jun,2018,43042,75877,..,35023,61717,..,78065,137594,1.8
374,Santiago de Compostela,Jul,2018,37738,67576,..,47923,91736,..,85661,159312,1.9
375,Santiago de Compostela,Aug,2018,45334,76044,..,61183,117334,..,106517,193378,1.8
376,Santiago de Compostela,Sep,2018,47942,84576,..,39222,69535,..,87164,154111,1.8
377,Santiago de Compostela,Oct,2018,40632,70052,..,35346,65354,..,75978,135406,1.8
378,Santiago de Compostela,Nov,2018,14088,31182,..,26302,57199,..,40390,88381,2.2
379,Santiago de Compostela,Dec,2018,8828,16620,..,24395,50907,..,33223,67527,2
380,Santiago de Compostela,Jan,2019,7046,12937,..,18719,38598,..,25765,51535,2
381,Santiago de Compostela,Feb,2019,7357,12854,..,23138,48007,..,30495,60861,2
382,Santiago de Compostela,Mar,2019,15080,27527,..,26698,54469,..,41778,81996,2
383,Santiago de Compostela,Apr,2019,32150,56085,..,35140,70705,..,67290,126790,1.9
384,Santiago de Compostela,May,2019,51463,88028,..,37903,69118,..,89366,157146,1.8
385,Santiago de Compostela,Jun,2019,45553,79293,..,36990,68253,..,82543,147546,1.8
386,Santiago de Compostela,Jul,2019,37021,67715,..,48628,92998,..,85649,160713,1.9
387,Santiago de Compostela,Aug,2019,38956,64787,..,63606,124492,..,102562,189279,1.9
388,Santiago de Compostela,Sep,2019,53564,93674,..,41913,73323,..,95477,166997,1.8
389,Santiago de Compostela,Oct,2019,47138,87004,..,37371,70882,..,84509,157886,1.9
390,Santiago de Compostela,Nov,2019,15055,27498,..,29997,58997,..,45052,86495,1.9
391,Santiago de Compostela,Dec,2019,9087,16154,..,30667,61236,..,39754,77390,2
392,Santiago de Compostela,Jan,2020,8651,15804,..,22663,46484,..,31314,62288,2
393,Santiago de Compostela,Feb,2020,10693,18598,..,27122,51669,..,37815,70267,1.9
394,Santiago de Compostela,Mar,2020,5196,8737,..,7531,17359,..,12727,26096,2.1
395,Santiago de Compostela,Apr,2020,0,0,..,0,0,..,0,0,0
396,Santiago de Compostela,May,2020,..,..,..,..,..,..,..,..,..
397,Santiago de Compostela,Jun,2020,..,..,..,..,..,..,..,..,..
398,Santiago de Compostela,Jul,2020,5168,9279,..,24755,46417,..,29923,55696,1.9
399,Santiago de Compostela,Aug,2020,7189,11769,..,42152,78623,..,49341,90392,1.8
400,Santiago de Compostela,Sep,2020,5064,8307,..,23267,43103,..,28331,51410,1.8
401,Santiago de Compostela,Oct,2020,3608,6348,..,14843,29085,..,18451,35433,1.9
402,Santiago de Compostela,Nov,2020,948,1424,..,4274,12276,..,5222,13700,2.6
403,Santiago de Compostela,Dec,2020,904,1470,..,5656,14088,..,6560,15558,2.4
404,Santiago de Compostela,Jan,2021,533,1131,..,3718,12031,..,4251,13162,3.1
405,Santiago de Compostela,Feb,2021,370,987,..,4330,11163,..,4700,12150,2.6
406,Santiago de Compostela,Mar,2021,771,1871,..,7658,19716,..,8429,21587,2.6
407,Santiago de Compostela,Apr,2021,906,1710,..,8270,17141,..,9176,18851,2.1
408,Santiago de Compostela,May,2021,3489,5535,..,13780,26809,..,17269,32344,1.9
409,Santiago de Compostela,Jun,2021,8693,13969,..,29760,52716,..,38453,66685,1.7
410,Santiago de Compostela,Jul,2021,16381,28554,..,62615,110013,..,78996,138567,1.8
411,Santiago de Compostela,Aug,2021,17546,31155,..,80744,156498,..,98290,187653,1.9
412,Santiago de Compostela,Sep,2021,26983,46775,..,56887,101776,..,83870,148551,1.8
413,Santiago de Compostela,Oct,2021,29162,49746,..,48704,88728,..,77866,138474,1.8
414,Santiago de Compostela,Nov,2021,11981,20120,..,34339,64982,..,46320,85102,1.8
415,Santiago de Compostela,Dec,2021,6989,12190,..,24675,48443,..,31664,60633,1.9
416,Santiago de Compostela,Jan,2022,6460,11704,..,16935,29820,..,23395,41524,1.8
417,Santiago de Compostela,Feb,2022,7419,12778,..,25326,46553,..,32745,59331,1.8
418,Santiago de Compostela,Mar,2022,13500,24475,..,31390,56008,..,44890,80483,1.8
419,Santiago de Compostela,Apr,2022,29672,50862,..,42970,76031,..,72642,126893,1.8
420,Santiago de Compostela,May,2022,47023,83658,..,39998,67915,..,87021,151573,1.7
421,Santiago de Compostela,Jun,2022,43992,79938,..,38931,68797,..,82923,148735,1.8
422,Santiago de Compostela,Jul,2022,40876,70235,..,62659,110921,..,103535,181156,1.8
423,Santiago de Compostela,Aug,2022,39613,66848,..,73924,139817,..,113537,206665,1.8
424,Lugo,Jan,2005,214,433,..,7141,11432,..,7355,11865,1.6
425,Lugo,Feb,2005,402,640,..,8757,13613,..,9159,14253,1.6
426,Lugo,Mar,2005,589,891,..,11065,18447,..,11654,19338,1.7
427,Lugo,Apr,2005,1156,1566,..,10099,17962,..,11255,19528,1.7
428,Lugo,May,2005,726,1209,..,11346,19032,..,12072,20241,1.7
429,Lugo,Jun,2005,1913,2479,..,13468,21537,..,15381,24016,1.6
430,Lugo,Jul,2005,1832,2246,..,13726,22579,..,15558,24825,1.6
431,Lugo,Aug,2005,3118,3402,..,22050,30972,..,25168,34374,1.4
432,Lugo,Sep,2005,1862,2342,..,15634,25937,..,17496,28279,1.6
433,Lugo,Oct,2005,978,1695,..,16306,25990,..,17284,27685,1.6
434,Lugo,Nov,2005,452,784,..,10448,19132,..,10900,19916,1.8
435,Lugo,Dec,2005,415,607,..,9967,15109,..,10382,15716,1.5
436,Lugo,Jan,2006,307,518,..,8037,13585,..,8344,14103,1.7
437,Lugo,Feb,2006,384,717,..,8740,13939,..,9124,14656,1.6
438,Lugo,Mar,2006,291,511,..,11434,19280,..,11725,19791,1.7
439,Lugo,Apr,2006,1531,1894,..,12068,20476,..,13599,22370,1.7
440,Lugo,May,2006,1622,2232,..,13997,21387,..,15619,23619,1.5
441,Lugo,Jun,2006,1330,1754,..,12306,21044,..,13636,22798,1.7
442,Lugo,Jul,2006,1955,2703,..,13339,21445,..,15294,24148,1.6
443,Lugo,Aug,2006,3276,4271,..,17205,27410,..,20481,31681,1.6
444,Lugo,Sep,2006,2296,3365,..,13035,20420,..,15331,23785,1.6
445,Lugo,Oct,2006,1560,3168,..,14550,24794,..,16110,27962,1.7
446,Lugo,Nov,2006,714,1332,..,11568,20168,..,12282,21500,1.8
447,Lugo,Dec,2006,737,1293,..,9533,14802,..,10270,16095,1.6
448,Lugo,Jan,2007,485,1103,..,8352,14924,..,8837,16027,1.8
449,Lugo,Feb,2007,425,874,..,8701,15197,..,9126,16071,1.8
450,Lugo,Mar,2007,662,1447,..,11151,19313,..,11813,20760,1.8
451,Lugo,Apr,2007,1607,2326,..,12521,20630,..,14128,22956,1.6
452,Lugo,May,2007,1915,2999,..,11069,18081,..,12984,21080,1.6
453,Lugo,Jun,2007,2021,3353,..,12844,20696,..,14865,24049,1.6
454,Lugo,Jul,2007,2383,2968,..,12661,20331,..,15044,23299,1.6
455,Lugo,Aug,2007,3265,4005,..,16956,26611,..,20221,30616,1.5
456,Lugo,Sep,2007,2199,3182,..,14021,21429,..,16220,24611,1.5
457,Lugo,Oct,2007,1499,2545,..,16400,25792,..,17899,28337,1.6
458,Lugo,Nov,2007,770,1648,..,11073,18304,..,11843,19952,1.7
459,Lugo,Dec,2007,495,1593,..,10179,15875,..,10674,17468,1.6
460,Lugo,Jan,2008,1795,2670,..,7920,11778,..,9715,14448,1.5
461,Lugo,Feb,2008,586,1944,..,9523,14885,..,10109,16829,1.7
462,Lugo,Mar,2008,960,2540,..,12136,19165,..,13096,21705,1.7
463,Lugo,Apr,2008,868,2516,..,10065,19577,..,10933,22093,2
464,Lugo,May,2008,2074,3128,..,14036,23957,..,16110,27085,1.7
465,Lugo,Jun,2008,2264,4218,..,12177,21001,..,14441,25219,1.8
466,Lugo,Jul,2008,2495,4212,..,11916,20511,..,14411,24723,1.7
467,Lugo,Aug,2008,2472,3286,..,14224,21346,..,16696,24632,1.5
468,Lugo,Sep,2008,2418,3017,..,12368,19404,..,14786,22421,1.5
469,Lugo,Oct,2008,1942,3130,..,13888,22829,..,15830,25959,1.6
470,Lugo,Nov,2008,369,1136,..,8517,15867,..,8886,17003,1.9
471,Lugo,Dec,2008,496,1134,..,8468,13735,..,8964,14869,1.7
472,Lugo,Jan,2009,312,791,..,6929,9882,..,7241,10673,1.5
473,Lugo,Feb,2009,700,1240,..,7220,11922,..,7920,13162,1.7
474,Lugo,Mar,2009,807,1272,..,8167,13960,..,8974,15232,1.7
475,Lugo,Apr,2009,1267,2028,..,10842,17440,..,12109,19468,1.6
476,Lugo,May,2009,1834,2936,..,10573,17459,..,12407,20395,1.6
477,Lugo,Jun,2009,1902,2787,..,11050,19021,..,12952,21808,1.7
478,Lugo,Jul,2009,1293,1975,..,11906,19180,..,13199,21155,1.6
479,Lugo,Aug,2009,2369,2994,..,15147,22817,..,17516,25811,1.5
480,Lugo,Sep,2009,2276,2705,..,12584,19343,..,14860,22048,1.5
481,Lugo,Oct,2009,1436,2482,..,14366,22883,..,15802,25365,1.6
482,Lugo,Nov,2009,667,1034,..,8889,15445,..,9556,16479,1.7
483,Lugo,Dec,2009,659,1162,..,8899,13615,..,9558,14777,1.6
484,Lugo,Jan,2010,356,776,..,6974,9924,..,7330,10700,1.5
485,Lugo,Feb,2010,451,1091,..,7562,12502,..,8013,13593,1.7
486,Lugo,Mar,2010,754,1721,..,9472,15919,..,10226,17640,1.7
487,Lugo,Apr,2010,1541,2273,..,11420,19317,..,12961,21590,1.7
488,Lugo,May,2010,2587,3984,..,11552,18975,..,14139,22959,1.6
489,Lugo,Jun,2010,2149,2783,..,13083,21716,..,15232,24499,1.6
490,Lugo,Jul,2010,3077,4951,..,12879,19930,..,15956,24881,1.6
491,Lugo,Aug,2010,3484,3977,..,16214,25407,..,19698,29384,1.5
492,Lugo,Sep,2010,2665,3802,..,13882,22121,..,16547,25923,1.6
493,Lugo,Oct,2010,1021,2849,..,16925,25517,..,17946,28366,1.6
494,Lugo,Nov,2010,529,743,..,8602,15911,..,9131,16654,1.8
495,Lugo,Dec,2010,442,675,..,8141,13983,..,8583,14658,1.7
496,Lugo,Jan,2011,..,..,..,..,..,..,..,..,..
497,Lugo,Feb,2011,..,..,..,..,..,..,..,..,..
498,Lugo,Mar,2011,..,..,..,..,..,..,..,..,..
499,Lugo,Apr,2011,..,..,..,..,..,..,..,..,..
500,Lugo,May,2011,..,..,..,..,..,..,..,..,..
501,Lugo,Jun,2011,..,..,..,..,..,..,..,..,..
502,Lugo,Jul,2011,..,..,..,..,..,..,..,..,..
503,Lugo,Aug,2011,..,..,..,..,..,..,..,..,..
504,Lugo,Sep,2011,..,..,..,..,..,..,..,..,..
505,Lugo,Oct,2011,..,..,..,..,..,..,..,..,..
506,Lugo,Nov,2011,..,..,..,..,..,..,..,..,..
507,Lugo,Dec,2011,..,..,..,..,..,..,..,..,..
508,Lugo,Jan,2012,462,1201,..,7152,9808,..,7614,11009,1.5
509,Lugo,Feb,2012,354,590,..,7798,11047,..,8152,11637,1.4
510,Lugo,Mar,2012,693,1138,..,8819,13748,..,9512,14886,1.6
511,Lugo,Apr,2012,1109,1485,..,11055,17406,..,12164,18891,1.6
512,Lugo,May,2012,1401,1677,..,9854,16474,..,11255,18151,1.6
513,Lugo,Jun,2012,1785,2498,..,9780,17264,..,11565,19762,1.7
514,Lugo,Jul,2012,2073,3108,..,8534,15827,..,10607,18935,1.8
515,Lugo,Aug,2012,2462,2778,..,12055,18960,..,14517,21738,1.5
516,Lugo,Sep,2012,2478,3226,..,11029,17774,..,13507,21000,1.6
517,Lugo,Oct,2012,1541,2267,..,13072,19878,..,14613,22145,1.5
518,Lugo,Nov,2012,563,819,..,8097,13352,..,8660,14171,1.6
519,Lugo,Dec,2012,372,483,..,7165,10596,..,7537,11079,1.5
520,Lugo,Jan,2013,404,830,..,7903,11984,..,8307,12814,1.5
521,Lugo,Feb,2013,309,687,..,6770,12466,..,7079,13153,1.9
522,Lugo,Mar,2013,765,1322,..,9369,14608,..,10134,15930,1.6
523,Lugo,Apr,2013,1311,2085,..,7688,13965,..,8999,16050,1.8
524,Lugo,May,2013,3166,4216,..,8590,17368,..,11756,21584,1.8
525,Lugo,Jun,2013,2103,3155,..,10120,17612,..,12223,20767,1.7
526,Lugo,Jul,2013,1754,2403,..,9453,17519,..,11207,19922,1.8
527,Lugo,Aug,2013,3049,4489,..,13072,23191,..,16121,27680,1.7
528,Lugo,Sep,2013,2901,4617,..,10598,17366,..,13499,21983,1.6
529,Lugo,Oct,2013,2031,3481,..,12063,19088,..,14094,22569,1.6
530,Lugo,Nov,2013,720,1273,..,8232,14260,..,8952,15533,1.7
531,Lugo,Dec,2013,802,1263,..,7130,11217,..,7932,12480,1.6
532,Lugo,Jan,2014,382,755,..,6244,9624,..,6626,10379,1.6
533,Lugo,Feb,2014,413,751,..,5861,8550,..,6274,9301,1.5
534,Lugo,Mar,2014,495,793,..,6662,11638,..,7157,12431,1.7
535,Lugo,Apr,2014,1874,2481,..,9164,16655,..,11038,19136,1.7
536,Lugo,May,2014,3343,4627,..,8711,15082,..,12054,19709,1.6
537,Lugo,Jun,2014,2722,3494,..,9134,15460,..,11856,18954,1.6
538,Lugo,Jul,2014,1950,2966,..,9250,16432,..,11200,19398,1.7
539,Lugo,Aug,2014,2373,3238,..,12775,23705,..,15148,26943,1.8
540,Lugo,Sep,2014,3493,6015,..,9812,17161,..,13305,23176,1.7
541,Lugo,Oct,2014,2219,3625,..,12460,20461,..,14679,24086,1.6
542,Lugo,Nov,2014,412,759,..,7785,16030,..,8197,16789,2.1
543,Lugo,Dec,2014,699,1278,..,7037,13149,..,7736,14427,1.9
544,Lugo,Jan,2015,284,486,..,6430,10342,..,6714,10828,1.6
545,Lugo,Feb,2015,346,471,..,6744,10429,..,7338,11444,1.5
546,Lugo,Mar,2015,610,998,..,7665,13633,..,8275,14631,1.8
547,Lugo,Apr,2015,1482,2659,..,8944,15796,..,10426,18455,1.8
548,Lugo,May,2015,3311,4133,..,9342,14471,..,12653,18604,1.5
549,Lugo,Jun,2015,2050,2760,..,8775,14958,..,10825,17718,1.6
550,Lugo,Jul,2015,2439,3328,..,10266,16762,..,12705,20090,1.6
551,Lugo,Aug,2015,3399,4615,..,15259,24996,..,18658,29611,1.6
552,Lugo,Sep,2015,2399,3913,..,10661,17590,..,13060,21503,1.7
553,Lugo,Oct,2015,2188,2899,..,11691,19599,..,13879,22498,1.6
554,Lugo,Nov,2015,664,1262,..,7664,13210,..,8328,14472,1.7
555,Lugo,Dec,2015,833,1110,..,6969,10775,..,7802,11885,1.5
556,Lugo,Jan,2016,338,819,..,7822,13746,..,8160,14565,1.8
557,Lugo,Feb,2016,436,637,..,6634,12946,..,7070,13583,1.9
558,Lugo,Mar,2016,1211,1823,..,9205,18943,..,10416,20766,2
559,Lugo,Apr,2016,1287,1997,..,8910,18377,..,10197,20374,2
560,Lugo,May,2016,4122,5348,..,9797,19108,..,13919,24456,1.8
561,Lugo,Jun,2016,3037,3825,..,13149,22086,..,16186,25911,1.6
562,Lugo,Jul,2016,2644,3256,..,13072,21446,..,15716,24702,1.6
563,Lugo,Aug,2016,3031,4600,..,16911,27425,..,19942,32025,1.6
564,Lugo,Sep,2016,4118,5008,..,11354,19157,..,15472,24165,1.6
565,Lugo,Oct,2016,2644,3478,..,12692,23140,..,15336,26618,1.7
566,Lugo,Nov,2016,612,920,..,7882,15852,..,8494,16772,2
567,Lugo,Dec,2016,714,1071,..,8782,14798,..,9496,15869,1.7
568,Lugo,Jan,2017,394,578,..,6334,14248,..,6728,14826,2.2
569,Lugo,Feb,2017,412,646,..,6822,15067,..,7234,15713,2.2
570,Lugo,Mar,2017,694,969,..,7759,18355,..,8453,19324,2.3
571,Lugo,Apr,2017,1383,1986,..,11396,25727,..,12779,27713,2.2
572,Lugo,May,2017,3119,3807,..,10749,21248,..,13868,25055,1.8
573,Lugo,Jun,2017,2266,3272,..,11115,22864,..,13381,26136,2
574,Lugo,Jul,2017,2228,3401,..,15289,26134,..,17517,29535,1.7
575,Lugo,Aug,2017,2969,3782,..,17558,30648,..,20527,34430,1.7
576,Lugo,Sep,2017,2729,3153,..,14269,25939,..,16998,29092,1.7
577,Lugo,Oct,2017,2234,3219,..,12859,25215,..,15093,28434,1.9
578,Lugo,Nov,2017,582,1034,..,8778,19734,..,9360,20768,2.2
579,Lugo,Dec,2017,1205,1939,..,9778,17654,..,10983,19593,1.7
580,Lugo,Jan,2018,356,924,..,9043,16179,..,9399,17103,1.8
581,Lugo,Feb,2018,481,991,..,9046,15736,..,9527,16727,1.8
582,Lugo,Mar,2018,801,1549,..,11523,21875,..,12324,23424,1.9
583,Lugo,Apr,2018,1564,2601,..,8387,21710,..,9951,24311,2.4
584,Lugo,May,2018,2928,4078,..,11306,20786,..,14234,24864,1.8
585,Lugo,Jun,2018,2180,3360,..,10102,20641,..,12282,24001,2
586,Lugo,Jul,2018,2316,3394,..,12123,22488,..,14439,25882,1.8
587,Lugo,Aug,2018,3066,4292,..,16560,28299,..,19626,32591,1.7
588,Lugo,Sep,2018,2969,4741,..,12818,24087,..,15787,28828,1.8
589,Lugo,Oct,2018,2172,4110,..,13409,24053,..,15581,28163,1.8
590,Lugo,Nov,2018,720,1451,..,10246,20586,..,10966,22037,2
591,Lugo,Dec,2018,1205,1939,..,9778,17654,..,10983,19593,1.8
592,Lugo,Jan,2019,573,2028,..,8116,14973,..,8689,17001,2
593,Lugo,Feb,2019,971,2493,..,8594,14809,..,9565,17302,1.8
594,Lugo,Mar,2019,629,2145,..,8880,18701,..,9509,20846,2.2
595,Lugo,Apr,2019,2466,4437,..,9934,20042,..,12400,24479,2
596,Lugo,May,2019,2923,4972,..,9596,20149,..,12519,25121,2
597,Lugo,Jun,2019,2912,4996,..,12860,24662,..,15772,29658,1.9
598,Lugo,Jul,2019,2563,4226,..,13371,24428,..,15934,28654,1.8
599,Lugo,Aug,2019,3390,4985,..,19826,34073,..,23216,39058,1.7
600,Lugo,Sep,2019,2879,4763,..,13861,26643,..,16740,31406,1.9
601,Lugo,Oct,2019,2049,3685,..,14790,25506,..,16839,29191,1.7
602,Lugo,Nov,2019,853,1661,..,10206,18408,..,11059,20069,1.8
603,Lugo,Dec,2019,778,1557,..,9310,17380,..,10088,18937,1.9
604,Lugo,Jan,2020,627,1028,..,8048,15335,..,8675,16363,1.9
605,Lugo,Feb,2020,866,1356,..,9538,15620,..,10404,16976,1.6
606,Lugo,Mar,2020,397,528,..,7654,11963,..,8051,12491,1.6
607,Lugo,Apr,2020,0,0,..,0,0,..,0,0,0
608,Lugo,May,2020,..,..,..,..,..,..,..,..,..
609,Lugo,Jun,2020,..,..,..,..,..,..,..,..,..
610,Lugo,Jul,2020,450,610,..,7066,11031,..,7516,11641,1.6
611,Lugo,Aug,2020,731,1327,..,10436,16436,..,11167,17763,1.6
612,Lugo,Sep,2020,463,691,..,7131,11062,..,7594,11753,1.6
613,Lugo,Oct,2020,419,790,..,6872,10865,..,7291,11655,1.6
614,Lugo,Nov,2020,245,365,..,3119,5862,..,3364,6227,1.9
615,Lugo,Dec,2020,200,374,..,3029,5467,..,3229,5841,1.8
616,Lugo,Jan,2021,226,353,..,2852,4852,..,3078,5205,1.7
617,Lugo,Feb,2021,153,314,..,2502,4460,..,2655,4774,1.8
618,Lugo,Mar,2021,207,289,..,4531,7401,..,4738,7690,1.6
619,Lugo,Apr,2021,258,423,..,5120,8437,..,5378,8860,1.7
620,Lugo,May,2021,493,840,..,5939,10123,..,6432,10963,1.7
621,Lugo,Jun,2021,748,1044,..,8260,13298,..,9008,14342,1.6
622,Lugo,Jul,2021,1194,1699,..,13991,22449,..,15185,24148,1.6
623,Lugo,Aug,2021,1420,1958,..,18352,32263,..,19772,34221,1.7
624,Lugo,Sep,2021,1730,2582,..,13867,23257,..,15597,25839,1.7
625,Lugo,Oct,2021,1433,2125,..,12810,21180,..,14243,23305,1.6
626,Lugo,Nov,2021,847,1482,..,7771,14129,..,8618,15611,1.8
627,Lugo,Dec,2021,502,1266,..,6715,12220,..,7217,13486,1.9
628,Lugo,Jan,2022,308,728,..,5453,8809,..,5761,9537,1.7
629,Lugo,Feb,2022,740,1371,..,6400,10722,..,7140,12093,1.7
630,Lugo,Mar,2022,738,1341,..,7476,13019,..,8214,14360,1.8
631,Lugo,Apr,2022,1632,2459,..,9632,16135,..,11264,18594,1.7
632,Lugo,May,2022,2603,4360,..,9491,15720,..,12094,20080,1.7
633,Lugo,Jun,2022,2409,3575,..,9700,17991,..,12109,21566,1.8
634,Lugo,Jul,2022,2258,3801,..,11131,20301,..,13389,24102,1.8
635,Lugo,Aug,2022,2078,2955,..,14150,27924,..,16228,30879,1.9
636,Ribadeo,Jan,2005,74,87,..,1867,2367,..,1941,2454,1.3
637,Ribadeo,Feb,2005,134,208,..,2233,2664,..,2367,2872,1.2
638,Ribadeo,Mar,2005,177,239,..,4110,5990,..,4287,6229,1.5
639,Ribadeo,Apr,2005,207,233,..,3096,3738,..,3303,3971,1.2
640,Ribadeo,May,2005,992,991,..,3723,4476,..,4715,5467,1.2
641,Ribadeo,Jun,2005,1095,1297,..,4518,6056,..,5613,7353,1.3
642,Ribadeo,Jul,2005,1083,1039,..,8589,11552,..,9672,12591,1.3
643,Ribadeo,Aug,2005,1062,1240,..,10396,16958,..,11458,18198,1.6
644,Ribadeo,Sep,2005,967,1066,..,6654,8493,..,7621,9559,1.3
645,Ribadeo,Oct,2005,548,773,..,4513,5875,..,5061,6648,1.3
646,Ribadeo,Nov,2005,208,285,..,2375,3731,..,2583,4016,1.6
647,Ribadeo,Dec,2005,187,257,..,2531,3438,..,2718,3695,1.4
648,Ribadeo,Jan,2006,173,401,..,2200,2680,..,2373,3081,1.3
649,Ribadeo,Feb,2006,146,182,..,2637,3450,..,2783,3632,1.3
650,Ribadeo,Mar,2006,207,208,..,3117,4356,..,3324,4564,1.4
651,Ribadeo,Apr,2006,461,765,..,4816,7260,..,5277,8025,1.5
652,Ribadeo,May,2006,808,1087,..,4302,6080,..,5110,7167,1.4
653,Ribadeo,Jun,2006,1165,1437,..,4556,6926,..,5721,8363,1.5
654,Ribadeo,Jul,2006,1666,1774,..,8493,11356,..,10159,13130,1.3
655,Ribadeo,Aug,2006,1186,1492,..,9613,18781,..,10799,20273,1.9
656,Ribadeo,Sep,2006,1768,1942,..,6226,8733,..,7994,10675,1.3
657,Ribadeo,Oct,2006,417,633,..,3141,5081,..,3558,5714,1.6
658,Ribadeo,Nov,2006,377,681,..,2532,3234,..,2909,3915,1.4
659,Ribadeo,Dec,2006,116,399,..,2498,3666,..,2614,4065,1.6
660,Ribadeo,Jan,2007,112,1323,..,2358,3031,..,2470,4354,1.8
661,Ribadeo,Feb,2007,198,1208,..,3098,4212,..,3296,5420,1.6
662,Ribadeo,Mar,2007,336,1790,..,3885,5172,..,4221,6962,1.7
663,Ribadeo,Apr,2007,545,2014,..,4755,7683,..,5300,9697,1.8
664,Ribadeo,May,2007,880,2429,..,3069,4893,..,3949,7322,1.9
665,Ribadeo,Jun,2007,1135,2776,..,4290,6677,..,5425,9453,1.7
666,Ribadeo,Jul,2007,1048,2318,..,6734,10707,..,7782,13025,1.7
667,Ribadeo,Aug,2007,935,1935,..,10433,19579,..,11368,21514,1.9
668,Ribadeo,Sep,2007,1083,1452,..,5629,7962,..,6712,9414,1.4
669,Ribadeo,Oct,2007,793,1898,..,4061,5413,..,4854,7311,1.5
670,Ribadeo,Nov,2007,364,1556,..,2786,3864,..,3150,5420,1.7
671,Ribadeo,Dec,2007,103,1270,..,2156,3097,..,2259,4367,1.9
672,Ribadeo,Jan,2008,106,559,..,1820,2934,..,1926,3493,1.8
673,Ribadeo,Feb,2008,140,484,..,2634,3909,..,2774,4393,1.6
674,Ribadeo,Mar,2008,306,1011,..,4290,6320,..,4596,7331,1.6
675,Ribadeo,Apr,2008,239,797,..,2530,3806,..,2769,4603,1.7
676,Ribadeo,May,2008,783,1208,..,3314,5070,..,4097,6278,1.5
