,accommodation_type,come_from,total,year,month
4111,Apartments,Foreign,2090,2005,Jan
4112,Apartments,Foreign,1677,2004,Dec
4113,Apartments,Foreign,1100,2004,Nov
4114,Apartments,Foreign,951,2004,Oct
4115,Apartments,Foreign,1498,2004,Sep
4116,Apartments,Foreign,3079,2004,Aug
4117,Apartments,Foreign,2598,2004,Jul
4118,Apartments,Foreign,1507,2004,Jun
4119,Apartments,Foreign,1101,2004,May
4120,Apartments,Foreign,1104,2004,Apr
4121,Apartments,Foreign,978,2004,Mar
4122,Apartments,Foreign,1224,2004,Feb
4123,Apartments,Foreign,856,2004,Jan
4124,Apartments,Foreign,1854,2003,Dec
4125,Apartments,Foreign,560,2003,Nov
4126,Apartments,Foreign,686,2003,Oct
4127,Apartments,Foreign,1327,2003,Sep
4128,Apartments,Foreign,2111,2003,Aug
4129,Apartments,Foreign,1480,2003,Jul
4130,Apartments,Foreign,1058,2003,Jun
4131,Apartments,Foreign,798,2003,May
4132,Apartments,Foreign,652,2003,Apr
4133,Apartments,Foreign,935,2003,Mar
4134,Apartments,Foreign,1303,2003,Feb
4135,Apartments,Foreign,1391,2003,Jan
4136,Apartments,Foreign,1262,2002,Dec
4137,Apartments,Foreign,370,2002,Nov
4138,Apartments,Foreign,632,2002,Oct
4139,Apartments,Foreign,1110,2002,Sep
4140,Apartments,Foreign,3634,2002,Aug
4141,Apartments,Foreign,3348,2002,Jul
4142,Apartments,Foreign,1762,2002,Jun
4143,Apartments,Foreign,717,2002,May
4144,Apartments,Foreign,898,2002,Apr
4145,Apartments,Foreign,988,2002,Mar
4146,Apartments,Foreign,1028,2002,Feb
4147,Apartments,Foreign,824,2002,Jan
4148,Apartments,Foreign,808,2001,Dec
4149,Apartments,Foreign,172,2001,Nov
4150,Apartments,Foreign,885,2001,Oct
4151,Apartments,Foreign,1254,2001,Sep
4152,Apartments,Foreign,2982,2001,Aug
4153,Apartments,Foreign,3143,2001,Jul
4154,Apartments,Foreign,1013,2001,Jun
4155,Apartments,Foreign,496,2001,May
4156,Apartments,Foreign,1208,2001,Apr
4157,Apartments,Foreign,1087,2001,Mar
4158,Apartments,Foreign,1498,2001,Feb
4159,Apartments,Foreign,1676,2001,Jan
104,Albergue,Spain,172499,2022,Aug
105,Albergue,Spain,159181,2022,Jul
106,Albergue,Spain,86214,2022,Jun
107,Albergue,Spain,45857,2022,May
108,Albergue,Spain,48907,2022,Apr
109,Albergue,Spain,5537,2022,Mar
110,Albergue,Spain,1850,2022,Feb
111,Albergue,Spain,1447,2022,Jan
112,Albergue,Spain,2105,2021,Dec
113,Albergue,Spain,4865,2021,Nov
114,Albergue,Spain,43357,2021,Oct
115,Albergue,Spain,67051,2021,Sep
116,Albergue,Spain,113703,2021,Aug
117,Albergue,Spain,103040,2021,Jul
118,Albergue,Spain,32557,2021,Jun
119,Albergue,Spain,4095,2021,May
120,Albergue,Spain,1632,2021,Apr
121,Albergue,Spain,881,2021,Mar
122,Albergue,Spain,.,2021,Feb
123,Albergue,Spain,.,2021,Jan
124,Albergue,Spain,.,2020,Dec
125,Albergue,Spain,.,2020,Nov
126,Albergue,Spain,.,2020,Oct
127,Albergue,Spain,1720,2020,Sep
128,Albergue,Spain,4586,2020,Aug
129,Albergue,Spain,2818,2020,Jul
130,Albergue,Spain,.,2020,Jun
131,Albergue,Spain,.,2020,May
132,Albergue,Spain,.,2020,Apr
133,Albergue,Spain,.,2020,Mar
134,Albergue,Spain,.,2020,Feb
135,Albergue,Spain,.,2020,Jan
136,Albergue,Spain,1117,2019,Dec
137,Albergue,Spain,624,2019,Nov
138,Albergue,Spain,3189,2019,Oct
139,Albergue,Spain,1914,2019,Sep
140,Albergue,Spain,3712,2019,Aug
141,Albergue,Spain,10997,2019,Jul
142,Albergue,Spain,3382,2019,Jun
143,Albergue,Spain,.,2019,May
144,Albergue,Spain,929,2019,Apr
145,Albergue,Spain,.,2019,Mar
146,Albergue,Spain,.,2019,Feb
147,Albergue,Spain,.,2019,Jan
148,Albergue,Spain,.,2018,Dec
149,Albergue,Spain,.,2018,Nov
150,Albergue,Spain,588,2018,Oct
151,Albergue,Spain,1670,2018,Sep
152,Albergue,Spain,10984,2018,Aug
153,Albergue,Spain,9848,2018,Jul
154,Albergue,Spain,3085,2018,Jun
155,Albergue,Spain,546,2018,May
156,Albergue,Spain,945,2018,Apr
157,Albergue,Spain,611,2018,Mar
158,Albergue,Spain,.,2018,Feb
159,Albergue,Spain,.,2018,Jan
160,Albergue,Spain,250,2017,Dec
161,Albergue,Spain,.,2017,Nov
162,Albergue,Spain,373,2017,Oct
163,Albergue,Spain,1018,2017,Sep
164,Albergue,Spain,11783,2017,Aug
165,Albergue,Spain,9379,2017,Jul
166,Albergue,Spain,3250,2017,Jun
167,Albergue,Spain,366,2017,May
168,Albergue,Spain,.,2017,Apr
169,Albergue,Spain,.,2017,Mar
170,Albergue,Spain,.,2017,Feb
171,Albergue,Spain,.,2017,Jan
172,Albergue,Spain,493,2016,Dec
173,Albergue,Spain,166,2016,Nov
174,Albergue,Spain,492,2016,Oct
175,Albergue,Spain,814,2016,Sep
176,Albergue,Spain,8941,2016,Aug
177,Albergue,Spain,7667,2016,Jul
178,Albergue,Spain,1879,2016,Jun
179,Albergue,Spain,521,2016,May
180,Albergue,Spain,337,2016,Apr
181,Albergue,Spain,440,2016,Mar
182,Albergue,Spain,186,2016,Feb
183,Albergue,Spain,310,2016,Jan
184,Albergue,Spain,145,2015,Dec
185,Albergue,Spain,508,2015,Nov
186,Albergue,Spain,618,2015,Oct
187,Albergue,Spain,340,2015,Sep
188,Albergue,Spain,8063,2015,Aug
189,Albergue,Spain,6852,2015,Jul
190,Albergue,Spain,1721,2015,Jun
191,Albergue,Spain,467,2015,May
192,Albergue,Spain,910,2015,Apr
193,Albergue,Spain,182,2015,Mar
194,Albergue,Spain,124,2015,Feb
195,Albergue,Spain,159,2015,Jan
196,Albergue,Spain,179,2014,Dec
197,Albergue,Spain,216,2014,Nov
198,Albergue,Spain,465,2014,Oct
199,Albergue,Spain,940,2014,Sep
200,Albergue,Spain,13270,2014,Aug
201,Albergue,Spain,8577,2014,Jul
202,Albergue,Spain,2784,2014,Jun
203,Albergue,Spain,1100,2014,May
204,Albergue,Spain,1369,2014,Apr
205,Albergue,Spain,365,2014,Mar
206,Albergue,Spain,74,2014,Feb
207,Albergue,Spain,43,2014,Jan
312,Albergue,Foreign,102632,2022,Aug
313,Albergue,Foreign,88614,2022,Jul
314,Albergue,Foreign,109135,2022,Jun
315,Albergue,Foreign,94566,2022,May
316,Albergue,Foreign,36361,2022,Apr
317,Albergue,Foreign,7377,2022,Mar
318,Albergue,Foreign,2812,2022,Feb
319,Albergue,Foreign,2106,2022,Jan
320,Albergue,Foreign,1701,2021,Dec
321,Albergue,Foreign,3902,2021,Nov
322,Albergue,Foreign,46371,2021,Oct
323,Albergue,Foreign,50844,2021,Sep
324,Albergue,Foreign,42395,2021,Aug
325,Albergue,Foreign,41351,2021,Jul
326,Albergue,Foreign,15927,2021,Jun
327,Albergue,Foreign,1610,2021,May
328,Albergue,Foreign,774,2021,Apr
329,Albergue,Foreign,81,2021,Mar
330,Albergue,Foreign,.,2021,Feb
331,Albergue,Foreign,.,2021,Jan
332,Albergue,Foreign,.,2020,Dec
333,Albergue,Foreign,.,2020,Nov
334,Albergue,Foreign,.,2020,Oct
335,Albergue,Foreign,257,2020,Sep
336,Albergue,Foreign,311,2020,Aug
337,Albergue,Foreign,94,2020,Jul
338,Albergue,Foreign,.,2020,Jun
339,Albergue,Foreign,.,2020,May
340,Albergue,Foreign,.,2020,Apr
341,Albergue,Foreign,.,2020,Mar
342,Albergue,Foreign,.,2020,Feb
343,Albergue,Foreign,.,2020,Jan
344,Albergue,Foreign,115,2019,Dec
345,Albergue,Foreign,245,2019,Nov
346,Albergue,Foreign,810,2019,Oct
347,Albergue,Foreign,1125,2019,Sep
348,Albergue,Foreign,2359,2019,Aug
349,Albergue,Foreign,2451,2019,Jul
350,Albergue,Foreign,1598,2019,Jun
351,Albergue,Foreign,.,2019,May
352,Albergue,Foreign,117,2019,Apr
353,Albergue,Foreign,.,2019,Mar
354,Albergue,Foreign,.,2019,Feb
355,Albergue,Foreign,.,2019,Jan
356,Albergue,Foreign,.,2018,Dec
357,Albergue,Foreign,.,2018,Nov
358,Albergue,Foreign,140,2018,Oct
359,Albergue,Foreign,122,2018,Sep
360,Albergue,Foreign,195,2018,Aug
361,Albergue,Foreign,1023,2018,Jul
362,Albergue,Foreign,238,2018,Jun
363,Albergue,Foreign,126,2018,May
364,Albergue,Foreign,172,2018,Apr
365,Albergue,Foreign,84,2018,Mar
366,Albergue,Foreign,.,2018,Feb
367,Albergue,Foreign,.,2018,Jan
368,Albergue,Foreign,161,2017,Dec
369,Albergue,Foreign,.,2017,Nov
370,Albergue,Foreign,148,2017,Oct
371,Albergue,Foreign,305,2017,Sep
372,Albergue,Foreign,302,2017,Aug
373,Albergue,Foreign,1710,2017,Jul
374,Albergue,Foreign,115,2017,Jun
375,Albergue,Foreign,186,2017,May
376,Albergue,Foreign,.,2017,Apr
377,Albergue,Foreign,.,2017,Mar
378,Albergue,Foreign,.,2017,Feb
379,Albergue,Foreign,.,2017,Jan
380,Albergue,Foreign,53,2016,Dec
381,Albergue,Foreign,20,2016,Nov
382,Albergue,Foreign,91,2016,Oct
383,Albergue,Foreign,159,2016,Sep
384,Albergue,Foreign,293,2016,Aug
385,Albergue,Foreign,1000,2016,Jul
386,Albergue,Foreign,70,2016,Jun
387,Albergue,Foreign,71,2016,May
388,Albergue,Foreign,88,2016,Apr
389,Albergue,Foreign,20,2016,Mar
390,Albergue,Foreign,21,2016,Feb
391,Albergue,Foreign,11,2016,Jan
392,Albergue,Foreign,27,2015,Dec
393,Albergue,Foreign,20,2015,Nov
394,Albergue,Foreign,65,2015,Oct
395,Albergue,Foreign,124,2015,Sep
396,Albergue,Foreign,144,2015,Aug
397,Albergue,Foreign,2997,2015,Jul
398,Albergue,Foreign,25,2015,Jun
399,Albergue,Foreign,49,2015,May
400,Albergue,Foreign,3,2015,Apr
401,Albergue,Foreign,1,2015,Mar
402,Albergue,Foreign,7,2015,Feb
403,Albergue,Foreign,9,2015,Jan
404,Albergue,Foreign,1,2014,Dec
405,Albergue,Foreign,4,2014,Nov
406,Albergue,Foreign,79,2014,Oct
407,Albergue,Foreign,258,2014,Sep
408,Albergue,Foreign,898,2014,Aug
409,Albergue,Foreign,3229,2014,Jul
410,Albergue,Foreign,513,2014,Jun
411,Albergue,Foreign,248,2014,May
412,Albergue,Foreign,1366,2014,Apr
413,Albergue,Foreign,96,2014,Mar
414,Albergue,Foreign,11,2014,Feb
415,Albergue,Foreign,16,2014,Jan
